timeseries,labels
1671452700920,0
1671452700936,0
1671452700937,0
1671452700937,0
1671452700938,0
1671452700947,0
1671452700957,0
1671452700958,0
1671452700959,0
1671452700960,0
1671452700969,0
1671452700980,0
1671452700981,0
1671452700982,0
1671452700983,0
1671452700992,0
1671452701003,0
1671452701004,0
1671452701005,0
1671452701005,0
1671452701013,0
1671452701023,0
1671452701024,0
1671452701025,0
1671452701025,0
1671452701036,0
1671452701045,0
1671452701046,0
1671452701047,0
1671452701048,0
1671452701054,0
1671452701065,0
1671452701067,0
1671452701068,0
1671452701068,0
1671452701076,0
1671452701085,0
1671452701086,0
1671452701088,0
1671452701088,0
1671452701097,0
1671452701108,0
1671452701108,0
1671452701109,0
1671452701110,0
1671452701119,0
1671452701130,0
1671452701131,0
1671452701132,0
1671452701133,0
1671452701144,0
1671452701156,0
1671452701157,0
1671452701158,0
1671452701158,0
1671452701169,0
1671452701181,0
1671452701182,0
1671452701183,0
1671452701184,0
1671452701193,0
1671452701206,0
1671452701207,0
1671452701208,0
1671452701209,0
1671452701219,0
1671452701231,0
1671452701232,0
1671452701232,0
1671452701233,0
1671452701243,0
1671452701253,0
1671452701254,0
1671452701254,0
1671452701255,0
1671452701264,1
1671452701274,1
1671452701275,1
1671452701275,1
1671452701276,1
1671452701286,1
1671452701297,1
1671452701298,1
1671452701299,1
1671452701300,1
1671452701312,0
1671452701326,0
1671452701327,0
1671452701328,0
1671452701329,0
1671452701341,0
1671452701353,0
1671452701354,0
1671452701355,0
1671452701355,0
1671452701366,0
1671452701381,0
1671452701382,0
1671452701382,0
1671452701383,0
1671452701394,0
1671452701405,0
1671452701406,0
1671452701406,0
1671452701407,0
1671452701417,1
1671452701429,1
1671452701430,1
1671452701430,1
1671452701431,1
