timeseries,labels
1671452725941,0
1671452725953,0
1671452725954,0
1671452725954,0
1671452725955,0
1671452725956,0
1671452725956,0
1671452725956,0
1671452725957,0
1671452725957,0
1671452725958,0
1671452725958,0
1671452725960,0
1671452725960,0
1671452725961,0
1671452725986,0
1671452725998,0
1671452726000,0
1671452726000,0
1671452726000,0
1671452726000,0
1671452726001,0
1671452726002,0
1671452726003,0
1671452726003,0
1671452726004,0
1671452726005,0
1671452726006,0
1671452726007,0
1671452726008,0
1671452726032,0
1671452726045,0
1671452726046,0
1671452726047,0
1671452726048,0
1671452726049,0
1671452726050,0
1671452726051,0
1671452726052,0
1671452726053,0
1671452726053,0
1671452726054,0
1671452726055,0
1671452726057,0
1671452726058,0
1671452726081,0
1671452726093,0
1671452726094,0
1671452726094,0
1671452726095,0
1671452726096,0
1671452726097,0
1671452726098,0
1671452726099,0
1671452726100,0
1671452726101,0
1671452726101,0
1671452726102,0
1671452726103,0
1671452726104,0
1671452726123,0
1671452726135,0
1671452726136,0
1671452726137,0
1671452726137,0
1671452726138,0
1671452726139,0
1671452726140,0
1671452726140,0
1671452726141,0
1671452726142,0
1671452726143,0
1671452726144,0
1671452726145,0
1671452726146,0
1671452726170,0
1671452726183,0
1671452726184,0
1671452726185,0
1671452726186,0
1671452726187,0
1671452726188,0
1671452726189,0
1671452726190,0
1671452726190,0
1671452726191,0
1671452726192,0
1671452726193,0
1671452726194,0
1671452726195,0
1671452726216,0
1671452726228,0
1671452726228,0
1671452726228,0
1671452726228,0
1671452726230,0
1671452726231,0
1671452726232,0
1671452726232,0
1671452726233,0
1671452726233,0
1671452726234,0
1671452726235,0
1671452726236,0
1671452726236,0
1671452726262,0
1671452726277,0
1671452726278,0
1671452726278,0
1671452726279,0
1671452726280,0
1671452726281,0
1671452726281,0
1671452726282,0
1671452726283,0
1671452726284,0
1671452726285,0
1671452726286,0
1671452726286,0
1671452726288,0
1671452726312,0
1671452726323,0
1671452726324,0
1671452726325,0
1671452726326,0
1671452726326,0
1671452726326,0
1671452726327,0
1671452726328,0
1671452726328,0
1671452726329,0
1671452726330,0
1671452726331,0
1671452726331,0
1671452726332,0
1671452726357,0
1671452726369,0
1671452726370,0
1671452726371,0
1671452726372,0
1671452726372,0
1671452726373,0
1671452726374,0
1671452726375,0
1671452726375,0
1671452726376,0
1671452726376,0
1671452726377,0
1671452726378,0
1671452726379,0
1671452726403,0
1671452726414,0
1671452726415,0
1671452726416,0
1671452726416,0
1671452726418,0
1671452726418,0
1671452726419,0
1671452726420,0
1671452726421,0
1671452726422,0
1671452726423,0
1671452726424,0
1671452726425,0
1671452726426,0
1671452726457,0
1671452726471,0
1671452726472,0
1671452726473,0
1671452726474,0
1671452726475,0
1671452726476,0
1671452726476,0
1671452726478,0
1671452726479,0
1671452726479,0
1671452726479,0
1671452726480,0
1671452726480,0
1671452726481,0
1671452726507,0
1671452726520,0
1671452726521,0
1671452726522,0
1671452726523,0
1671452726524,0
1671452726525,0
1671452726526,0
1671452726527,0
1671452726528,0
1671452726529,0
1671452726530,0
1671452726531,0
1671452726532,0
1671452726533,0
1671452726560,0
1671452726573,0
1671452726573,0
1671452726574,0
1671452726574,0
1671452726575,0
1671452726577,0
1671452726578,0
1671452726579,0
1671452726580,0
1671452726581,0
1671452726582,0
1671452726582,0
1671452726583,0
1671452726584,0
1671452726613,0
1671452726625,0
1671452726626,0
1671452726627,0
1671452726628,0
1671452726628,0
1671452726629,0
1671452726629,0
1671452726630,0
1671452726631,0
1671452726632,0
1671452726633,0
1671452726635,0
1671452726636,0
1671452726637,0
1671452726668,1
1671452726682,1
1671452726684,1
1671452726684,1
1671452726685,1
1671452726686,1
1671452726686,1
1671452726687,1
1671452726688,1
1671452726689,1
1671452726691,1
1671452726691,1
1671452726692,1
1671452726693,1
1671452726694,1
1671452726728,1
1671452726743,1
1671452726744,1
1671452726745,1
1671452726746,1
1671452726747,1
1671452726748,1
1671452726749,1
1671452726751,1
1671452726752,1
1671452726753,1
1671452726754,1
1671452726754,1
1671452726755,1
1671452726756,1
1671452726789,0
1671452726803,0
1671452726804,0
1671452726805,0
1671452726806,0
1671452726808,0
1671452726809,0
1671452726810,0
1671452726810,0
1671452726811,0
1671452726812,0
1671452726813,0
1671452726814,0
1671452726817,0
1671452726818,0
1671452726857,0
1671452726871,0
1671452726872,0
1671452726873,0
1671452726874,0
1671452726875,0
1671452726876,0
1671452726877,0
1671452726878,0
1671452726879,0
1671452726880,0
1671452726881,0
1671452726883,0
1671452726884,0
1671452726885,0
1671452726921,0
1671452726935,0
1671452726936,0
1671452726938,0
1671452726938,0
1671452726938,0
1671452726939,0
1671452726940,0
1671452726941,0
1671452726942,0
1671452726943,0
1671452726944,0
1671452726945,0
1671452726946,0
1671452726947,0
1671452726984,0
1671452726995,0
1671452726997,0
1671452726998,0
1671452726999,0
1671452726999,0
1671452727000,0
1671452727001,0
1671452727002,0
1671452727002,0
1671452727003,0
1671452727004,0
1671452727005,0
1671452727006,0
1671452727007,0
1671452727039,1
1671452727051,1
1671452727051,1
1671452727052,1
1671452727053,1
1671452727054,1
1671452727054,1
1671452727055,1
1671452727055,1
1671452727056,1
1671452727056,1
1671452727058,1
1671452727058,1
1671452727058,1
1671452727059,1
