backlash
-112.489226
-111.482985
-112.116378
-112.492453
-113.712377
-112.574082
-113.162197
-111.416882
-110.761860
-111.325714
-111.576620
-111.004105
-111.585155
-113.107659
-113.136649
-111.855226
-113.167521
-113.281615
-113.502994
-114.421128
-115.523347
-114.786292
-116.500100
-116.204144
-117.566688
-117.253814
-118.123032
-119.099534
-119.796556
-118.981809
-119.480560
-120.382446
-121.140927
-122.430335
-122.309926
-122.929466
-123.485814
-125.408710
-124.869329
-125.280363
-126.845537
-127.310410
-130.242861
-128.349671
-127.995355
-130.026209
-131.272797
-130.953470
-131.292140
-133.341531
-132.508868
-133.095080
-134.181513
-134.403888
-133.480707
-134.023714
-132.651101
-132.253920
-132.362779
-132.559678
-131.817754
-131.748449
-131.810436
-130.858454
-131.019318
-131.100173
-130.793590
-130.376932
-130.237506
-129.518292
-127.765331
-127.744234
-126.264137
-126.856172
-124.756398
-125.804565
-124.064221
-124.247854
-123.082947
-123.126817
-121.995138
-121.417085
-123.679932
-122.488930
-124.038660
-122.409686
-122.059464
-123.409196
-120.974936
-120.013455
-121.213920
-119.433451
-118.861430
-121.264408
-119.310921
-121.990819
-121.884842
-121.876835
-121.108430
-121.816041
-122.180699
-119.870277
-120.332700
-121.574657
-122.599638
-121.993777
-122.203685
-123.542242
-122.539226
-121.950971
-122.530422
-122.373960
-120.333877
-119.213088
-120.523403
-121.014785
-120.802000
-120.202298
-121.661102
-120.892749
-120.178796
-118.862636
-119.686547
-119.382202
-120.617901
-120.518637
-120.181355
-120.070821
-120.216128
-120.816205
-118.611683
-118.918136
-117.930658
-118.046201
-118.625813
-117.706965
-119.698789
-121.224234
-120.032677
-121.359732
-120.725558
-120.706395
-120.308073
-120.356532
-120.762668
-120.782330
-121.712678
-122.510803
-122.424153
-122.305019
-121.196035
-119.532119
-120.867161
-120.342117
-120.914957
-120.224236
-120.481821
-122.193184
-121.724885
-120.422642
-121.268783
-121.066061
-120.134212
-120.744897
-119.565668
-120.214766
-120.399269
-119.791912
-121.195703
-120.777373
-120.223896
-121.259987
-118.169977
-118.538847
-121.095845
-119.512254
-119.421838
-120.946617
-121.349104
-120.659048
-121.619594
-119.653732
-120.579682
-120.861965
-121.138418
-122.299529
-123.321925
-121.472050
-122.522900
-121.898222
-122.008440
-119.902560
-122.073600
-122.395067
-121.854262
-120.530877
-122.208906
-120.957674
-122.277126
-123.353330
-121.545367
-122.179797
-121.612375
-121.824910
-121.056920
-120.740670
-120.024143
-120.664345
-121.180740
-121.307125
-119.968588
-121.178518
-119.942917
-121.346990
-117.769810
-119.275279
-120.366748
-121.284157
-121.513814
-120.794326
-123.071100
-122.306083
-121.265684
-123.188564
-122.418182
-121.835566
-122.134786
-122.397812
-122.751065
-121.741962
-123.621299
-122.677884
-121.152629
-121.614686
-122.380092
-123.695732
-121.465292
-122.370701
-121.465854
-122.568527
-122.269853
-122.172855
-121.499545
-121.283666
-119.841237
-120.548206
-118.766515
-121.037055
-119.812372
-121.965021
-122.380243
-120.854382
-120.987207
-121.106438
-121.486005
-120.127917
-119.603180
-120.600358
-120.703811
-121.852523
-121.881372
-124.248813
-124.511879
-123.120260
-123.469620
-122.576637
-121.143711
-121.536783
-122.900903
-123.023949
-122.873001
-122.285739
-122.713094
-123.116057
-122.844285
-123.608569
-123.320122
-121.885878
-121.688598
-122.604815
-123.527504
-122.357889
-122.183768
-122.363435
-121.036582
-120.703506
-120.861341
-119.710071
-120.804975
-122.126107
-120.394005
-122.247797
-122.109455
-121.408595
-121.021983
-120.259481
-119.928310
-121.424396
-119.777081
-121.832472
-121.335319
-121.990341
-124.038373
-123.953882
-123.421636
-123.756358
-122.417096
-122.820363
-123.500176
-123.773457
-124.019742
-123.776647
-122.611598
-122.348943
-123.223234
-122.343459
-122.466164
-120.639009
-121.740088
-122.551342
-121.637270
-123.430848
-121.348941
-124.002953
-121.400633
-121.640153
-120.973098
-121.479674
-119.439995
-120.750089
-120.341256
-121.690524
-121.588027
-120.249487
-121.840553
-119.980178
-121.130049
-121.660391
-119.437817
-120.849448
-122.684239
-122.790788
-123.265707
-122.666776
-119.846983
-121.741332
-121.682890
-122.141673
-123.681710
-123.908264
-122.535812
-122.665381
-123.407957
-124.049164
-122.800452
-122.637029
-121.839270
-119.802995
-122.090356
-122.047189
-121.966960
-121.912072
-123.588721
-122.240089
-121.693278
-122.232466
-121.724891
-120.533452
-120.206585
-121.085549
-120.609972
-120.865600
-121.560943
-122.183451
-121.713676
-120.980799
-119.479756
-121.204891
-120.035806
-121.273108
-121.662412
-123.118322
-121.230914
-121.376484
-122.076143
-121.973633
-121.492729
-123.135503
-123.527325
-122.723049
-122.904872
-123.583968
-124.033939
-122.278509
-121.598519
-123.458198
-122.771642
-121.665248
-122.229001
-120.545012
-121.162892
-122.080042
-122.952103
-122.684539
-122.154529
-122.466730
-122.068281
-120.992467
-120.536391
-121.316566
-120.881726
-119.277552
-121.817183
-121.473438
-120.469077
-120.822844
-119.563707
-120.140564
-119.587821
-119.029702
-121.148090
-120.852185
-122.896187
-123.457415
-120.393778
-120.825306
-121.624735
-121.128757
-121.273133
-119.402918
-120.310241
-119.747010
-119.534119
-119.477086
-118.212027
-118.301589
-117.568065
-117.410663
-115.178216
-115.431647
-115.376982
-114.214612
-114.439148
-114.213625
-114.234884
-112.499047
-111.594761
-110.294159
-109.036744
-107.484215
-108.732805
-108.408540
-108.203548
-107.185837
-107.657902
-106.947565
-107.996459
-106.388204
-106.793739
-105.180632
-106.313599
-105.827424
-106.174104
-106.364422
-105.285343
-107.562042
-106.138629
-106.186849
-106.581818
-106.239409
-108.863375
-107.088279
-109.579763
-107.906783
-108.452810
-109.089559
-110.468124
-110.189691
-111.718404
-111.719427
-111.390784
-113.353351
-111.994774
-112.543718
-115.212810
-114.678529
-114.031005
-114.673707
-114.643984
-114.379402
-115.241639
-114.128119
-116.026242
-115.020458
-115.891684
-116.230367
-116.659397
-117.098059
-116.662338
-115.529833
-116.554908
-116.442055
-116.260314
-116.861207
-116.746887
-117.245782
-117.129559
-117.666085
-116.082055
-115.897769
-118.027690
-118.249157
-117.601558
-117.217031
-118.893591
-118.252515
-120.032816
-116.583724
-117.846443
-116.999615
-119.294798
-116.945793
-119.245206
-117.626126
-118.516586
-118.463277
-119.631622
-118.421285
-119.258627
-117.426787
-118.267898
-117.582028
-119.115829
-118.209854
-118.070680
-118.301522
-117.818087
-117.777204
-118.680954
-119.236481
-118.752137
-118.656462
-119.763320
-116.796755
-119.059424
-118.849977
-118.123393
-117.538112
-118.614880
-117.513992
-120.103560
-117.630235
-117.836221
-116.139458
-117.228255
-116.335427
-115.254922
-115.942259
-113.481901
-113.782969
-114.662903
-112.504114
-113.749628
-111.722961
-111.230063
-110.988389
-108.219540
-110.196710
-109.261988
-109.615499
-108.104279
-108.636734
-106.335628
-104.543410
-105.558681
-104.464821
-103.857823
-103.210589
-102.500434
-100.980861
-100.834653
-100.259872
-99.899573
-100.834636
-97.445492
-98.628486
-97.308426
-96.775514
-96.953970
-97.634816
-95.973446
-97.068583
-97.654018
-97.573268
-98.057671
-98.313334
-98.807232
-98.632016
-98.694162
-99.785676
-97.685066
-101.603071
-101.463702
-100.889818
-102.489855
-103.704025
-104.203819
-104.972481
-104.664547
-105.771785
-105.616953
-105.953637
-105.884478
-108.104348
-106.639405
-107.121337
-108.601069
-107.989724
-108.199127
-109.222200
-110.403811
-110.237593
-109.015664
-108.760399
-108.708966
-109.418446
-109.776804
-110.163399
-111.318286
-111.561438
-110.845855
-112.125510
-110.121212
-110.018188
-108.972313
-110.129093
-108.437033
-107.976216
-108.615830
-109.409526
-108.606447
-109.783337
-106.503925
-108.241090
-109.157795
-109.358537
-109.947375
-111.203304
-111.256124
-110.993182
-110.931681
-111.239422
-111.089682
-112.738919
-111.194099
-112.695319
-112.874532
-110.655567
-110.196293
-111.082690
-110.788247
-111.653050
-112.818040
-112.524974
-111.157980
-110.909963
-111.302060
-110.477509
-111.911304
-112.854060
-112.522698
-113.567378
-114.187122
-113.589117
-112.742082
-112.093972
-111.508019
-110.877253
-108.848838
-109.231377
-109.761245
-109.329258
-110.541243
-109.677792
-110.054211
-108.950561
-109.156234
-110.924690
-111.433211
-110.327562
-111.609111
-112.706988
-114.111605
-111.719065
-112.191093
-112.662887
-111.986175
-110.908158
-111.653339
-110.407891
-110.281182
-111.941798
-112.683020
-112.443479
-112.391299
-111.345634
-111.747266
-110.945388
-112.152087
-112.900729
-112.055304
-112.603993
-112.632150
-114.770276
-112.747152
-111.887780
-111.563394
-111.441164
-112.102653
-110.578126
-110.246649
-111.248216
-110.348764
-110.525214
-107.033995
-108.685544
-108.011607
-109.675260
-112.300663
-111.168108
-110.563015
-111.764474
-112.702714
-112.188538
-113.690922
-113.108415
-112.350896
-112.298339
-111.711942
-111.449066
-110.528324
-111.775919
-111.925944
-111.712144
-112.276697
-112.287062
-112.627358
-109.938112
-110.709646
-111.699668
-111.682486
-112.559381
-114.243185
-111.531150
-112.476029
-111.900790
-112.019031
-111.006725
-110.621907
-110.582863
-109.722611
-111.343238
-109.641607
-109.116992
-109.555758
-108.290400
-107.388939
-109.381060
-112.409434
-109.484850
-110.036915
-111.862639
-112.714659
-113.172114
-112.732704
-113.422067
-113.415959
-110.967403
-110.987147
-110.767528
-112.978989
-110.334505
-112.143291
-110.732709
-111.921846
-111.715413
-112.769558
-111.406986
-111.273557
-112.365756
-111.673367
-109.882349
-111.615710
-112.214084
-111.950382
-111.798502
-111.965091
-111.674890
-111.568366
-109.810863
-109.865196
-109.839217
-108.621892
-109.385656
-109.520098
-109.061621
-109.267695
-110.096732
-111.025625
-109.620475
-112.839484
-110.660795
-111.592710
-110.779837
-111.611087
-112.018667
-111.304329
-112.783014
-110.096012
-111.533777
-109.944474
-111.087317
-112.402565
-111.035800
-110.734553
-111.565739
-111.800209
-110.935751
-110.405298
-108.997458
-110.257859
-112.286223
-112.060941
-110.994658
-111.948851
-112.823758
-110.604211
-110.566770
-110.596163
-109.353188
-110.653456
-109.437261
-110.648380
-108.520234
-107.769240
-106.719126
-109.284434
-108.746199
-107.871971
-109.808704
-110.655578
-110.290538
-108.931256
-111.109497
-110.939769
-111.177100
-111.351372
-111.637796
-112.727460
-110.368760
-109.770462
-109.972738
-110.203008
-109.596329
-111.044918
-111.116816
-110.976949
-111.557819
-111.361524
-110.508982
-110.546436
-112.621525
-111.748373
-113.241247
-111.707446
-109.946311
-111.711885
-109.543061
-110.640119
-109.407183
-108.917060
-107.703086
-109.418530
-106.159532
-108.453674
-106.333556
-108.734450
-107.772004
-108.509991
-108.114084
-108.952787
-109.194730
-109.868452
-110.729395
-110.640971
-111.744680
-111.530002
-111.070524
-110.500321
-110.234455
-109.354302
-108.895699
-109.528006
-109.252917
-109.836019
-110.931928
-110.847972
-109.614408
-111.076190
-109.990434
-109.710325
-109.615077
-109.965289
-110.846558
-111.971332
-113.305629
-111.139381
-112.249219
-110.496052
-108.853306
-109.327071
-108.906683
-108.252967
-108.396176
-108.503722
-106.313813
-108.124507
-107.220748
-107.248579
-107.888556
-108.094980
-109.354339
-110.256459
-110.068422
-109.056399
-110.087716
-108.039511
-109.251847
-110.143633
-109.589220
-111.589557
-108.443663
-108.481914
-110.027224
-110.860123
-108.867659
-109.803253
-109.270626
-109.471442
-109.359096
-109.085439
-109.637735
-110.102222
-109.924255
-109.526297
-110.806616
-111.087391
-110.578428
-110.764441
-111.593993
-109.044110
-111.027357
-109.393841
-109.011950
-110.371395
-112.509300
-109.016929
-110.724841
-110.508130
-110.694347
-111.653639
-112.031568
-113.160750
-113.496422
-115.368469
-114.641779
-117.488043
-116.558095
-117.555274
-118.765412
-119.038102
-120.355227
-118.255901
-119.983801
-121.111714
-120.300071
-121.582707
-121.760183
-123.967303
-125.634640
-124.064631
-125.063884
-125.085379
-124.477232
-122.644354
-123.801012
-125.179044
-123.286001
-122.784841
-123.258926
-124.200039
-123.127456
-122.916150
-122.766793
-122.724532
-123.426409
-122.701463
-121.784189
-120.542724
-122.025629
-121.643294
-121.347743
-121.619384
-121.020464
-119.569183
-118.814117
-117.701535
-119.488248
-117.317043
-117.215032
-116.985756
-115.698223
-116.591443
-115.910659
-114.095205
-114.515388
-113.206970
-113.866345
-114.448951
-113.935829
-113.927791
-114.256548
-112.808043
-114.016138
-114.242803
-113.743851
-112.598159
-112.896602
-111.369763
-112.502433
-113.862321
-112.633169
-112.596394
-111.582803
-111.279731
-114.318689
-112.144873
-112.603165
-112.427320
-112.324887
-111.477015
-113.527469
-111.835616
-113.189372
-111.705930
-111.439299
-112.448765
-112.416875
-111.877081
-111.651814
-111.772697
-110.252872
-109.234669
-111.402867
-112.303052
-111.580759
-111.765015
-111.748802
-111.884365
-111.371491
-112.116511
-112.391417
-112.382531
-111.338775
-110.550781
-112.404155
-112.556191
-111.349009
-111.800637
-111.666014
-111.643488
-112.269933
-110.899112
-110.596371
-111.464864
-111.378026
-111.350711
-110.363227
-112.709209
-113.250437
-112.220161
-113.928714
-112.005770
-115.017097
-115.561174
-117.123841
-116.682275
-117.077001
-116.375800
-117.302825
-119.117510
-117.471608
-118.925800
-120.379700
-119.887882
-120.151734
-122.059856
-122.056880
-122.254738
-122.733595
-123.174735
-124.131683
-124.312483
-127.481085
-127.764398
-125.485053
-128.596396
-129.459207
-129.445055
-130.579648
-132.129209
-131.965438
-132.522934
-132.397281
-131.957293
-133.973050
-132.162984
-130.776671
-131.898403
-131.353089
-131.906162
-132.216439
-129.670323
-129.999527
-130.831074
-128.611190
-129.555662
-129.560602
-128.987355
-130.762939
-126.571838
-128.048684
-128.689593
-128.519258
-126.725282
-125.263468
-125.666964
-125.749406
-125.287216
-125.467482
-123.946110
-123.577105
-123.084085
-121.674241
-121.802361
-121.771831
-121.643531
-122.346697
-122.278382
-119.831559
-122.409100
-121.415843
-116.906564
-119.301638
-118.241584
-117.022446
-119.287818
-119.336260
-120.077826
-120.388464
-120.544094
-121.349613
-120.491897
-120.974051
-120.097042
-120.907863
-120.407344
-121.416708
-121.404449
-121.486514
-121.334112
-120.609231
-120.934144
-121.789202
-121.408207
