timeseries,labels
1671452820255,0
1671452820266,0
1671452820267,0
1671452820268,0
1671452820269,0
1671452820270,0
1671452820271,0
1671452820271,0
1671452820272,0
1671452820273,0
1671452820274,0
1671452820274,0
1671452820275,0
1671452820276,0
1671452820277,0
1671452820278,0
1671452820279,0
1671452820279,0
1671452820280,0
1671452820281,0
1671452820282,0
1671452820283,0
1671452820284,0
1671452820285,0
1671452820286,0
1671452820287,0
1671452820288,0
1671452820289,0
1671452820290,0
1671452820291,0
1671452820292,0
1671452820293,0
1671452820294,0
1671452820294,0
1671452820295,0
1671452820296,0
1671452820297,0
1671452820297,0
1671452820298,0
1671452820299,0
1671452820300,0
1671452820300,0
1671452820301,0
1671452820301,0
1671452820302,0
1671452820303,0
1671452820303,0
1671452820304,0
1671452820304,0
1671452820305,0
1671452820371,0
1671452820381,0
1671452820381,0
1671452820381,0
1671452820382,0
1671452820383,0
1671452820384,0
1671452820384,0
1671452820385,0
1671452820386,0
1671452820387,0
1671452820388,0
1671452820388,0
1671452820389,0
1671452820390,0
1671452820390,0
1671452820391,0
1671452820392,0
1671452820393,0
1671452820393,0
1671452820394,0
1671452820395,0
1671452820396,0
1671452820398,0
1671452820398,0
1671452820399,0
1671452820400,0
1671452820401,0
1671452820402,0
1671452820403,0
1671452820404,0
1671452820404,0
1671452820405,0
1671452820406,0
1671452820407,0
1671452820407,0
1671452820407,0
1671452820408,0
1671452820408,0
1671452820409,0
1671452820410,0
1671452820411,0
1671452820412,0
1671452820412,0
1671452820413,0
1671452820414,0
1671452820415,0
1671452820416,0
1671452820417,0
1671452820418,0
1671452820479,0
1671452820490,0
1671452820491,0
1671452820492,0
1671452820492,0
1671452820493,0
1671452820494,0
1671452820495,0
1671452820496,0
1671452820497,0
1671452820498,0
1671452820499,0
1671452820500,0
1671452820500,0
1671452820501,0
1671452820502,0
1671452820503,0
1671452820503,0
1671452820504,0
1671452820505,0
1671452820506,0
1671452820507,0
1671452820508,0
1671452820509,0
1671452820510,0
1671452820511,0
1671452820511,0
1671452820513,0
1671452820513,0
1671452820514,0
1671452820515,0
1671452820517,0
1671452820518,0
1671452820518,0
1671452820519,0
1671452820520,0
1671452820521,0
1671452820522,0
1671452820523,0
1671452820524,0
1671452820525,0
1671452820526,0
1671452820527,0
1671452820528,0
1671452820529,0
1671452820530,0
1671452820531,0
1671452820532,0
1671452820533,0
1671452820534,0
1671452820624,0
1671452820635,0
1671452820636,0
1671452820638,0
1671452820638,0
1671452820640,0
1671452820640,0
1671452820641,0
1671452820642,0
1671452820643,0
1671452820644,0
1671452820645,0
1671452820646,0
1671452820646,0
1671452820647,0
1671452820648,0
1671452820648,0
1671452820649,0
1671452820651,0
1671452820651,0
1671452820652,0
1671452820653,0
1671452820654,0
1671452820656,0
1671452820656,0
1671452820657,0
1671452820658,0
1671452820659,0
1671452820660,0
1671452820660,0
1671452820661,0
1671452820662,0
1671452820663,0
1671452820664,0
1671452820665,0
1671452820666,0
1671452820667,0
1671452820668,0
1671452820669,0
1671452820670,0
1671452820671,0
1671452820672,0
1671452820672,0
1671452820673,0
1671452820674,0
1671452820675,0
1671452820676,0
1671452820677,0
1671452820678,0
1671452820679,0
1671452820759,0
1671452820771,0
1671452820773,0
1671452820773,0
1671452820774,0
1671452820775,0
1671452820776,0
1671452820777,0
1671452820779,0
1671452820779,0
1671452820780,0
1671452820781,0
1671452820782,0
1671452820783,0
1671452820784,0
1671452820785,0
1671452820786,0
1671452820787,0
1671452820788,0
1671452820789,0
1671452820790,0
1671452820791,0
1671452820792,0
1671452820793,0
1671452820795,0
1671452820796,0
1671452820797,0
1671452820798,0
1671452820799,0
1671452820800,0
1671452820801,0
1671452820802,0
1671452820803,0
1671452820804,0
