timeseries,labels
1671452778654,0
1671452778656,0
1671452778656,0
1671452778657,0
1671452778657,0
1671452778658,0
1671452778658,0
1671452778659,0
1671452778660,0
1671452778660,0
1671452778702,0
1671452778714,0
1671452778715,0
1671452778716,0
1671452778717,0
1671452778717,0
1671452778718,0
1671452778719,0
1671452778720,0
1671452778721,0
1671452778722,0
1671452778723,0
1671452778724,0
1671452778725,0
1671452778726,0
1671452778726,0
1671452778726,0
1671452778727,0
1671452778728,0
1671452778728,0
1671452778729,0
1671452778730,0
1671452778731,0
1671452778731,0
1671452778732,0
1671452778732,0
1671452778733,0
1671452778734,0
1671452778735,0
1671452778736,0
1671452778737,0
1671452778738,0
1671452778739,0
1671452778740,0
1671452778740,0
1671452778778,0
1671452778788,0
1671452778788,0
1671452778789,0
1671452778789,0
1671452778790,0
1671452778790,0
1671452778791,0
1671452778791,0
1671452778792,0
1671452778792,0
1671452778793,0
1671452778793,0
1671452778794,0
1671452778794,0
1671452778795,0
1671452778795,0
1671452778796,0
1671452778796,0
1671452778796,0
1671452778797,0
1671452778798,0
1671452778798,0
1671452778800,0
1671452778800,0
1671452778800,0
1671452778800,0
1671452778801,0
1671452778803,0
1671452778803,0
1671452778803,0
1671452778804,0
1671452778805,0
1671452778806,0
1671452778808,0
1671452778853,0
1671452778862,0
1671452778863,0
1671452778864,0
1671452778864,0
1671452778865,0
1671452778866,0
1671452778866,0
1671452778867,0
1671452778867,0
1671452778868,0
1671452778868,0
1671452778869,0
1671452778869,0
1671452778870,0
1671452778870,0
1671452778871,0
1671452778871,0
1671452778872,0
1671452778873,0
1671452778874,0
1671452778874,0
1671452778875,0
1671452778876,0
1671452778877,0
1671452778877,0
1671452778878,0
1671452778878,0
1671452778879,0
1671452778879,0
1671452778880,0
1671452778880,0
1671452778881,0
1671452778882,0
1671452778882,0
1671452778923,0
1671452778933,0
1671452778934,0
1671452778934,0
1671452778935,0
1671452778936,0
1671452778936,0
1671452778937,0
1671452778938,0
1671452778938,0
1671452778939,0
1671452778939,0
1671452778940,0
1671452778940,0
1671452778941,0
1671452778941,0
1671452778942,0
1671452778942,0
1671452778944,0
1671452778944,0
1671452778944,0
1671452778945,0
1671452778945,0
1671452778946,0
1671452778947,0
1671452778947,0
1671452778948,0
1671452778948,0
1671452778949,0
1671452778949,0
1671452778950,0
1671452778950,0
1671452778951,0
1671452778951,0
1671452778952,0
1671452779005,0
1671452779019,0
1671452779020,0
1671452779021,0
1671452779022,0
1671452779024,0
1671452779025,0
1671452779026,0
1671452779027,0
1671452779028,0
1671452779029,0
1671452779030,0
1671452779030,0
1671452779031,0
1671452779032,0
1671452779033,0
1671452779034,0
1671452779035,0
1671452779036,0
1671452779037,0
1671452779038,0
1671452779039,0
1671452779040,0
1671452779041,0
1671452779042,0
1671452779043,0
1671452779044,0
1671452779045,0
1671452779046,0
1671452779047,0
1671452779048,0
1671452779049,0
1671452779050,0
1671452779051,0
1671452779052,0
1671452779100,0
1671452779109,0
1671452779110,0
1671452779111,0
1671452779111,0
1671452779112,0
1671452779112,0
1671452779113,0
1671452779113,0
1671452779114,0
1671452779114,0
1671452779115,0
1671452779115,0
1671452779116,0
1671452779116,0
1671452779117,0
1671452779117,0
1671452779118,0
1671452779119,0
1671452779119,0
1671452779120,0
1671452779121,0
1671452779121,0
1671452779122,0
1671452779123,0
1671452779124,0
1671452779125,0
1671452779126,0
1671452779127,0
1671452779127,0
1671452779128,0
1671452779129,0
1671452779129,0
1671452779130,0
1671452779130,0
1671452779181,0
1671452779195,0
1671452779196,0
1671452779197,0
1671452779198,0
1671452779199,0
1671452779200,0
1671452779200,0
1671452779201,0
1671452779203,0
1671452779204,0
1671452779205,0
1671452779206,0
1671452779208,0
1671452779208,0
1671452779209,0
1671452779210,0
1671452779211,0
1671452779212,0
1671452779213,0
1671452779214,0
1671452779215,0
1671452779215,0
1671452779215,0
1671452779216,0
1671452779217,0
1671452779217,0
1671452779218,0
1671452779219,0
1671452779220,0
1671452779222,0
1671452779222,0
1671452779223,0
1671452779224,0
1671452779225,0
1671452779305,0
1671452779317,0
1671452779318,0
1671452779319,0
1671452779321,0
1671452779322,0
1671452779323,0
1671452779324,0
1671452779325,0
1671452779327,0
1671452779328,0
1671452779328,0
1671452779329,0
1671452779330,0
1671452779331,0
1671452779332,0
1671452779333,0
1671452779333,0
1671452779334,0
1671452779335,0
1671452779336,0
1671452779337,0
1671452779339,0
1671452779339,0
1671452779340,0
1671452779341,0
1671452779342,0
1671452779343,0
1671452779344,0
1671452779344,0
1671452779345,0
1671452779346,0
1671452779347,0
1671452779348,0
1671452779349,0
1671452779422,0
1671452779435,0
1671452779437,0
1671452779438,0
1671452779440,0
1671452779440,0
1671452779441,0
1671452779442,0
1671452779442,0
1671452779443,0
1671452779445,0
1671452779446,0
1671452779447,0
1671452779448,0
1671452779449,0
1671452779449,0
1671452779450,0
1671452779451,0
1671452779452,0
1671452779453,0
1671452779454,0
1671452779455,0
1671452779455,0
1671452779456,0
1671452779458,0
1671452779458,0
1671452779459,0
1671452779460,0
1671452779460,0
1671452779461,0
1671452779462,0
1671452779463,0
1671452779464,0
1671452779464,0
1671452779465,0
1671452779529,0
1671452779541,0
1671452779542,0
1671452779543,0
1671452779544,0
1671452779544,0
1671452779545,0
1671452779546,0
1671452779547,0
1671452779548,0
1671452779549,0
1671452779550,0
1671452779551,0
1671452779552,0
1671452779553,0
1671452779554,0
1671452779555,0
1671452779556,0
1671452779557,0
1671452779558,0
1671452779559,0
1671452779560,0
1671452779561,0
1671452779562,0
1671452779562,0
1671452779563,0
1671452779564,0
1671452779564,0
1671452779565,0
1671452779565,0
1671452779566,0
1671452779567,0
1671452779567,0
1671452779568,0
1671452779569,0
1671452779616,0
1671452779627,0
1671452779628,0
1671452779629,0
1671452779629,0
1671452779629,0
1671452779630,0
1671452779630,0
1671452779631,0
1671452779632,0
1671452779632,0
1671452779633,0
1671452779633,0
1671452779634,0
1671452779635,0
1671452779635,0
1671452779636,0
1671452779638,0
1671452779638,0
1671452779638,0
1671452779639,0
1671452779639,0
1671452779640,0
1671452779640,0
1671452779641,0
1671452779642,0
1671452779642,0
1671452779643,0
1671452779643,0
1671452779644,0
1671452779644,0
1671452779645,0
1671452779646,0
1671452779647,0
1671452779648,0
1671452779707,1
1671452779720,1
1671452779720,1
1671452779721,1
1671452779722,1
1671452779723,1
1671452779724,1
1671452779725,1
1671452779726,1
1671452779727,1
1671452779728,1
1671452779729,1
1671452779730,1
1671452779731,1
1671452779732,1
1671452779733,1
1671452779734,1
1671452779735,1
1671452779735,1
1671452779736,1
1671452779738,1
1671452779738,1
1671452779738,1
1671452779739,1
1671452779740,1
1671452779741,1
1671452779742,1
1671452779742,1
1671452779743,1
1671452779745,1
1671452779746,1
1671452779746,1
1671452779746,1
1671452779747,1
1671452779747,1
1671452779814,1
1671452779825,1
1671452779827,1
1671452779828,1
1671452779829,1
1671452779829,1
1671452779830,1
1671452779831,1
1671452779832,1
1671452779833,1
1671452779834,1
1671452779835,1
1671452779835,1
1671452779836,1
1671452779838,1
1671452779839,1
1671452779841,1
1671452779841,1
1671452779842,1
1671452779843,1
1671452779844,1
1671452779845,1
1671452779846,1
1671452779847,1
1671452779848,1
1671452779848,1
1671452779849,1
1671452779850,1
1671452779851,1
1671452779852,1
1671452779853,1
1671452779853,1
1671452779854,1
1671452779855,1
1671452779855,1
1671452779911,0
1671452779923,0
1671452779924,0
1671452779925,0
1671452779926,0
1671452779927,0
1671452779928,0
1671452779928,0
1671452779929,0
1671452779930,0
1671452779931,0
1671452779931,0
1671452779932,0
1671452779933,0
1671452779934,0
1671452779934,0
1671452779935,0
1671452779936,0
1671452779937,0
1671452779938,0
1671452779939,0
1671452779939,0
1671452779940,0
1671452779941,0
1671452779941,0
1671452779942,0
1671452779943,0
1671452779943,0
1671452779944,0
1671452779945,0
1671452779945,0
1671452779946,0
1671452779947,0
1671452779947,0
1671452779948,0
1671452780015,0
1671452780028,0
1671452780029,0
1671452780029,0
1671452780029,0
1671452780029,0
1671452780030,0
1671452780031,0
1671452780031,0
1671452780032,0
1671452780034,0
1671452780034,0
1671452780034,0
1671452780034,0
1671452780035,0
1671452780036,0
1671452780038,0
1671452780039,0
1671452780039,0
1671452780040,0
1671452780041,0
1671452780041,0
1671452780042,0
1671452780043,0
1671452780043,0
1671452780044,0
1671452780045,0
1671452780046,0
1671452780046,0
1671452780047,0
1671452780047,0
1671452780048,0
1671452780048,0
1671452780049,0
1671452780050,0
1671452780107,0
1671452780118,0
1671452780119,0
1671452780120,0
1671452780121,0
1671452780122,0
1671452780123,0
1671452780123,0
1671452780124,0
1671452780125,0
1671452780125,0
1671452780126,0
1671452780127,0
1671452780128,0
1671452780129,0
1671452780131,0
1671452780132,0
1671452780133,0
1671452780134,0
1671452780135,0
1671452780135,0
1671452780136,0
1671452780137,0
1671452780139,0
1671452780140,0
1671452780141,0
1671452780142,0
1671452780143,0
1671452780144,0
1671452780145,0
1671452780145,0
1671452780147,0
1671452780148,0
1671452780148,0
1671452780149,0
1671452780231,1
1671452780244,1
1671452780245,1
1671452780246,1
1671452780248,1
1671452780248,1
1671452780248,1
1671452780249,1
1671452780250,1
1671452780251,1
1671452780252,1
1671452780253,1
1671452780255,1
1671452780256,1
1671452780257,1
1671452780258,1
1671452780259,1
1671452780260,1
1671452780261,1
1671452780262,1
1671452780263,1
1671452780263,1
1671452780264,1
1671452780265,1
1671452780265,1
1671452780266,1
1671452780266,1
1671452780268,1
1671452780268,1
1671452780269,1
1671452780270,1
1671452780271,1
1671452780272,1
1671452780273,1
1671452780274,1
1671452780348,1
1671452780359,1
1671452780360,1
1671452780361,1
1671452780361,1
1671452780362,1
1671452780363,1
1671452780363,1
1671452780364,1
1671452780365,1
1671452780366,1
1671452780366,1
1671452780367,1
1671452780367,1
1671452780368,1
1671452780369,1
1671452780370,1
1671452780371,1
1671452780371,1
1671452780372,1
1671452780373,1
1671452780373,1
1671452780374,1
1671452780375,1
1671452780376,1
1671452780376,1
1671452780377,1
1671452780378,1
1671452780378,1
1671452780379,1
1671452780379,1
1671452780380,1
1671452780381,1
1671452780381,1
1671452780382,1
