0;1;1;0.000000;0.257143;0.000438;0.073716;R;Float;Float
1;1;1;0.000000;0.257143;0.000044;0.007424;K;Float;Float
2;1;1;0.000000;0.257143;0.001276;0.214768;W;Float;Float
0;2;1;0.000000;118301073981256499200.000000;0.000445;0.075075;R;Float;Float
1;2;1;0.000000;118301073981256499200.000000;0.000039;0.006642;K;Float;Float
2;2;1;0.000000;118301073981256499200.000000;0.001136;0.191732;W;Float;Float
0;4;1;0.000000;0.257143;0.000188;0.031878;R;Float;Float
1;4;1;0.000000;0.257143;0.000013;0.002187;K;Float;Float
2;4;1;0.000000;0.257143;0.000353;0.060030;W;Float;Float
0;1;1;0.000000;0.257143;0.000130;0.021950;R;Float;Float
1;1;1;0.000000;0.257143;0.000012;0.001966;K;Float;Float
2;1;1;0.000000;0.257143;0.000311;0.052408;W;Float;Float
0;2;1;0.000000;118301073981256499200.000000;0.000329;0.055471;R;Float;Float
1;2;1;0.000000;118301073981256499200.000000;0.000028;0.004790;K;Float;Float
2;2;1;0.000000;118301073981256499200.000000;0.000989;0.166975;W;Float;Float
0;4;1;0.000000;0.257143;0.000084;0.014299;R;Float;Float
1;4;1;0.000000;0.257143;0.000005;0.000891;K;Float;Float
2;4;1;0.000000;0.257143;0.000221;0.037630;W;Float;Float
0;1;1;0.000000;0.257143;0.000087;0.014727;R;Float;Float
1;1;1;0.000000;0.257143;0.000009;0.001485;K;Float;Float
2;1;1;0.000000;0.257143;0.000267;0.044984;W;Float;Float
0;2;1;0.000000;118301073981256499200.000000;0.000329;0.055591;R;Float;Float
1;2;1;0.000000;118301073981256499200.000000;0.000030;0.004992;K;Float;Float
2;2;1;0.000000;118301073981256499200.000000;0.000777;0.131189;W;Float;Float
0;4;1;0.000000;0.257143;0.000168;0.028476;R;Float;Float
1;4;1;0.000000;0.257143;0.000014;0.002349;K;Float;Float
2;4;1;0.000000;0.257143;0.000310;0.052618;W;Float;Float
0;1;2;0.000000;0.257143;0.000423;0.071228;R;Float;Float
1;1;2;0.000000;0.257143;0.000044;0.007424;K;Float;Float
2;1;2;0.000000;0.257143;0.001085;0.182625;W;Float;Float
0;2;2;0.000000;118301073981256499200.000000;0.000336;0.056719;R;Float;Float
1;2;2;0.000000;118301073981256499200.000000;0.000028;0.004750;K;Float;Float
2;2;2;0.000000;118301073981256499200.000000;0.000759;0.128130;W;Float;Float
0;4;2;0.000000;0.257143;0.000089;0.015149;R;Float;Float
1;4;2;0.000000;0.257143;0.000007;0.001175;K;Float;Float
2;4;2;0.000000;0.257143;0.000172;0.029286;W;Float;Float
0;1;2;0.000000;0.257143;0.000411;0.069222;R;Float;Float
1;1;2;0.000000;0.257143;0.000044;0.007344;K;Float;Float
2;1;2;0.000000;0.257143;0.001083;0.182264;W;Float;Float
0;2;2;0.000000;118301073981256499200.000000;0.000082;0.013888;R;Float;Float
1;2;2;0.000000;118301073981256499200.000000;0.000006;0.001087;K;Float;Float
2;2;2;0.000000;118301073981256499200.000000;0.000188;0.031801;W;Float;Float
0;4;2;0.000000;0.257143;0.000144;0.024385;R;Float;Float
1;4;2;0.000000;0.257143;0.000010;0.001782;K;Float;Float
2;4;2;0.000000;0.257143;0.000333;0.056587;W;Float;Float
0;1;2;0.000000;0.257143;0.000411;0.069101;R;Float;Float
1;1;2;0.000000;0.257143;0.000045;0.007544;K;Float;Float
2;1;2;0.000000;0.257143;0.001099;0.184952;W;Float;Float
0;2;2;0.000000;118301073981256499200.000000;0.000335;0.056558;R;Float;Float
1;2;2;0.000000;118301073981256499200.000000;0.000029;0.004951;K;Float;Float
2;2;2;0.000000;118301073981256499200.000000;0.000758;0.127969;W;Float;Float
0;4;2;0.000000;0.257143;0.000170;0.028881;R;Float;Float
1;4;2;0.000000;0.257143;0.000014;0.002309;K;Float;Float
2;4;2;0.000000;0.257143;0.000331;0.056263;W;Float;Float
0;1;4;0.000000;1725388298484216069898574823772127232.000000;0.000250;0.042135;R;Float;Float
