0;1;1;0.000000;0.232011;0.004125;0.694264;R;Double;Double
1;1;1;0.000000;0.232011;0.007297;1.228214;K;Double;Double
2;1;1;0.000000;0.232011;0.156965;26.418943;W;Double;Double
0;2;1;0.000000;0.141824;0.001576;0.266042;R;Double;Double
1;2;1;0.000000;0.141824;0.002724;0.459867;K;Double;Double
2;2;1;0.000000;0.141824;0.087976;14.853855;W;Double;Double
0;4;1;0.000000;0.251665;0.000354;0.060192;R;Double;Double
1;4;1;0.000000;0.251665;0.000562;0.095554;K;Double;Double
2;4;1;0.000000;0.251665;0.069664;11.835618;W;Double;Double
0;1;2;0.000000;0.232011;0.003637;0.612201;R;Double;Double
1;1;2;0.000000;0.232011;0.006917;1.164169;K;Double;Double
2;1;2;0.000000;0.232011;0.189609;31.913342;W;Double;Double
0;2;2;0.000000;0.141824;0.002706;0.456848;R;Double;Double
1;2;2;0.000000;0.141824;0.003914;0.660777;K;Double;Double
2;2;2;0.000000;0.141824;0.089051;15.035403;W;Double;Double
0;4;2;0.000000;0.251665;0.000791;0.134319;R;Double;Double
1;4;2;0.000000;0.251665;0.001231;0.209215;K;Double;Double
2;4;2;0.000000;0.251665;0.073056;12.411901;W;Double;Double
0;1;4;0.000000;0.232011;0.003579;0.602450;R;Double;Double
1;1;4;0.000000;0.232011;0.006917;1.164289;K;Double;Double
2;1;4;0.000000;0.232011;0.154591;26.019423;W;Double;Double
0;2;4;0.000000;0.141824;0.000395;0.066661;R;Double;Double
1;2;4;0.000000;0.141824;0.000731;0.123501;K;Double;Double
2;2;4;0.000000;0.141824;0.073563;12.420272;W;Double;Double
0;4;4;0.000000;0.251665;0.000743;0.126299;R;Double;Double
1;4;4;0.000000;0.251665;0.001261;0.214197;K;Double;Double
2;4;4;0.000000;0.251665;0.051662;8.777189;W;Double;Double
