LEXXW;GXIIW;CODI_B;FTHM;INQQ;
0.922934;0.922934;0.922934;0.922934;0.922934;
0.993662;0.993662;0.993662;0.993662;0.993662;
0.967811;0.967811;0.967811;0.967811;0.967811;
1.00635;1.00635;1.00635;1.00635;1.00635;
1.02836;1.02836;1.02836;1.02836;1.02836;
0.934645;0.934645;0.934645;0.934645;0.934645;
0.863227;0.863227;0.863227;0.863227;0.863227;
0.871021;0.871021;0.871021;0.871021;0.871021;
0.793303;0.793303;0.793303;0.793303;0.793303;
0.814827;0.814827;0.814827;0.814827;0.814827;
0.803502;0.803502;0.803502;0.803502;0.803502;
0.736184;0.736184;0.736184;0.736184;0.736184;
0.690291;0.690291;0.690291;0.690291;0.690291;
0.725985;0.725985;0.725985;0.725985;0.725985;
0.666143;0.666143;0.666143;0.666143;0.666143;
0.665741;0.665741;0.665741;0.665741;0.665741;
0.639068;0.639068;0.639068;0.639068;0.639068;
0.682574;0.682574;0.682574;0.682574;0.682574;
0.68558;0.68558;0.68558;0.68558;0.68558;
0.699276;0.699276;0.699276;0.699276;0.699276;
0.715539;0.715539;0.715539;0.715539;0.715539;
0.745853;0.745853;0.745853;0.745853;0.745853;
0.811745;0.811745;0.811745;0.811745;0.811745;
0.858497;0.858497;0.858497;0.858497;0.858497;
0.797752;0.797752;0.797752;0.797752;0.797752;
0.817283;0.817283;0.817283;0.817283;0.817283;
0.755618;0.755618;0.755618;0.755618;0.755618;
0.695318;0.695318;0.695318;0.695318;0.695318;
0.764685;0.764685;0.764685;0.764685;0.764685;
0.792763;0.792763;0.792763;0.792763;0.792763;
0.886955;0.886955;0.886955;0.886955;0.886955;
0.846768;0.846768;0.846768;0.846768;0.846768;
0.853271;0.853271;0.853271;0.853271;0.853271;
0.898852;0.898852;0.898852;0.898852;0.898852;
0.903683;0.903683;0.903683;0.903683;0.903683;
0.827441;0.827441;0.827441;0.827441;0.827441;
0.766507;0.766507;0.766507;0.766507;0.766507;
0.696285;0.696285;0.696285;0.696285;0.696285;
0.702923;0.702923;0.702923;0.702923;0.702923;
0.651166;0.651166;0.651166;0.651166;0.651166;
0.722662;0.722662;0.722662;0.722662;0.722662;
0.744313;0.744313;0.744313;0.744313;0.744313;
0.760122;0.760122;0.760122;0.760122;0.760122;
0.708286;0.708286;0.708286;0.708286;0.708286;
0.702422;0.702422;0.702422;0.702422;0.702422;
0.669138;0.669138;0.669138;0.669138;0.669138;
0.705345;0.705345;0.705345;0.705345;0.705345;
0.675648;0.675648;0.675648;0.675648;0.675648;
0.73465;0.73465;0.73465;0.73465;0.73465;
0.736392;0.736392;0.736392;0.736392;0.736392;
0.818257;0.818257;0.818257;0.818257;0.818257;
0.843542;0.843542;0.843542;0.843542;0.843542;
0.926747;0.926747;0.926747;0.926747;0.926747;
0.847023;0.847023;0.847023;0.847023;0.847023;
0.814573;0.814573;0.814573;0.814573;0.814573;
0.850121;0.850121;0.850121;0.850121;0.850121;
0.852542;0.852542;0.852542;0.852542;0.852542;
0.937358;0.937358;0.937358;0.937358;0.937358;
0.856153;0.856153;0.856153;0.856153;0.856153;
0.899375;0.899375;0.899375;0.899375;0.899375;
0.960345;0.960345;0.960345;0.960345;0.960345;
0.872394;0.872394;0.872394;0.872394;0.872394;
0.875737;0.875737;0.875737;0.875737;0.875737;
0.909561;0.909561;0.909561;0.909561;0.909561;
0.846499;0.846499;0.846499;0.846499;0.846499;
0.773046;0.773046;0.773046;0.773046;0.773046;
0.838583;0.838583;0.838583;0.838583;0.838583;
0.897631;0.897631;0.897631;0.897631;0.897631;
0.931495;0.931495;0.931495;0.931495;0.931495;
0.966764;0.966764;0.966764;0.966764;0.966764;
0.889173;0.889173;0.889173;0.889173;0.889173;
0.819191;0.819191;0.819191;0.819191;0.819191;
0.747788;0.747788;0.747788;0.747788;0.747788;
0.753012;0.753012;0.753012;0.753012;0.753012;
0.737198;0.737198;0.737198;0.737198;0.737198;
0.761032;0.761032;0.761032;0.761032;0.761032;
0.777057;0.777057;0.777057;0.777057;0.777057;
0.780629;0.780629;0.780629;0.780629;0.780629;
0.860768;0.860768;0.860768;0.860768;0.860768;
0.822262;0.822262;0.822262;0.822262;0.822262;
0.810446;0.810446;0.810446;0.810446;0.810446;
0.772636;0.772636;0.772636;0.772636;0.772636;
0.703542;0.703542;0.703542;0.703542;0.703542;
0.656459;0.656459;0.656459;0.656459;0.656459;
0.697695;0.697695;0.697695;0.697695;0.697695;
0.75878;0.75878;0.75878;0.75878;0.75878;
0.810323;0.810323;0.810323;0.810323;0.810323;
0.837551;0.837551;0.837551;0.837551;0.837551;
0.886159;0.886159;0.886159;0.886159;0.886159;
0.965063;0.965063;0.965063;0.965063;0.965063;
0.970933;0.970933;0.970933;0.970933;0.970933;
0.922513;0.922513;0.922513;0.922513;0.922513;
0.940683;0.940683;0.940683;0.940683;0.940683;
0.865681;0.865681;0.865681;0.865681;0.865681;
0.896543;0.896543;0.896543;0.896543;0.896543;
0.894725;0.894725;0.894725;0.894725;0.894725;
0.942838;0.942838;0.942838;0.942838;0.942838;
0.986229;0.986229;0.986229;0.986229;0.986229;
1.01521;1.01521;1.01521;1.01521;1.01521;
0.98497;0.98497;0.98497;0.98497;0.98497;
0.959578;0.959578;0.959578;0.959578;0.959578;
0.870772;0.870772;0.870772;0.870772;0.870772;
0.921559;0.921559;0.921559;0.921559;0.921559;
0.917304;0.917304;0.917304;0.917304;0.917304;
0.932817;0.932817;0.932817;0.932817;0.932817;
0.997071;0.997071;0.997071;0.997071;0.997071;
0.968324;0.968324;0.968324;0.968324;0.968324;
0.886451;0.886451;0.886451;0.886451;0.886451;
0.968958;0.968958;0.968958;0.968958;0.968958;
0.883597;0.883597;0.883597;0.883597;0.883597;
0.802844;0.802844;0.802844;0.802844;0.802844;
0.87068;0.87068;0.87068;0.87068;0.87068;
0.817565;0.817565;0.817565;0.817565;0.817565;
0.767652;0.767652;0.767652;0.767652;0.767652;
0.796151;0.796151;0.796151;0.796151;0.796151;
0.772475;0.772475;0.772475;0.772475;0.772475;
0.726196;0.726196;0.726196;0.726196;0.726196;
0.812197;0.812197;0.812197;0.812197;0.812197;
0.809733;0.809733;0.809733;0.809733;0.809733;
0.836387;0.836387;0.836387;0.836387;0.836387;
0.78965;0.78965;0.78965;0.78965;0.78965;
0.788861;0.788861;0.788861;0.788861;0.788861;
0.714991;0.714991;0.714991;0.714991;0.714991;
0.815086;0.815086;0.815086;0.815086;0.815086;
0.870046;0.870046;0.870046;0.870046;0.870046;
0.847151;0.847151;0.847151;0.847151;0.847151;
0.769518;0.769518;0.769518;0.769518;0.769518;
0.809132;0.809132;0.809132;0.809132;0.809132;
0.738991;0.738991;0.738991;0.738991;0.738991;
0.705367;0.705367;0.705367;0.705367;0.705367;
0.786069;0.786069;0.786069;0.786069;0.786069;
0.74698;0.74698;0.74698;0.74698;0.74698;
0.714627;0.714627;0.714627;0.714627;0.714627;
0.665586;0.665586;0.665586;0.665586;0.665586;
0.764273;0.764273;0.764273;0.764273;0.764273;
0.850903;0.850903;0.850903;0.850903;0.850903;
0.774567;0.774567;0.774567;0.774567;0.774567;
0.782065;0.782065;0.782065;0.782065;0.782065;
0.822674;0.822674;0.822674;0.822674;0.822674;
0.900078;0.900078;0.900078;0.900078;0.900078;
0.832303;0.832303;0.832303;0.832303;0.832303;
0.837113;0.837113;0.837113;0.837113;0.837113;
0.876336;0.876336;0.876336;0.876336;0.876336;
0.849744;0.849744;0.849744;0.849744;0.849744;
0.886931;0.886931;0.886931;0.886931;0.886931;
0.810697;0.810697;0.810697;0.810697;0.810697;
0.862035;0.862035;0.862035;0.862035;0.862035;
0.792545;0.792545;0.792545;0.792545;0.792545;
0.8684;0.8684;0.8684;0.8684;0.8684;
0.840256;0.840256;0.840256;0.840256;0.840256;
0.92819;0.92819;0.92819;0.92819;0.92819;
0.903562;0.903562;0.903562;0.903562;0.903562;
0.84027;0.84027;0.84027;0.84027;0.84027;
0.819733;0.819733;0.819733;0.819733;0.819733;
0.765722;0.765722;0.765722;0.765722;0.765722;
0.698841;0.698841;0.698841;0.698841;0.698841;
0.633259;0.633259;0.633259;0.633259;0.633259;
0.664037;0.664037;0.664037;0.664037;0.664037;
0.681092;0.681092;0.681092;0.681092;0.681092;
0.777807;0.777807;0.777807;0.777807;0.777807;
0.716405;0.716405;0.716405;0.716405;0.716405;
0.709705;0.709705;0.709705;0.709705;0.709705;
0.812438;0.812438;0.812438;0.812438;0.812438;
0.785411;0.785411;0.785411;0.785411;0.785411;
0.816689;0.816689;0.816689;0.816689;0.816689;
0.791901;0.791901;0.791901;0.791901;0.791901;
0.755735;0.755735;0.755735;0.755735;0.755735;
0.695479;0.695479;0.695479;0.695479;0.695479;
0.642151;0.642151;0.642151;0.642151;0.642151;
0.681939;0.681939;0.681939;0.681939;0.681939;
0.730467;0.730467;0.730467;0.730467;0.730467;
0.768;0.768;0.768;0.768;0.768;
0.7144;0.7144;0.7144;0.7144;0.7144;
0.704606;0.704606;0.704606;0.704606;0.704606;
0.643639;0.643639;0.643639;0.643639;0.643639;
0.613168;0.613168;0.613168;0.613168;0.613168;
0.645063;0.645063;0.645063;0.645063;0.645063;
0.714587;0.714587;0.714587;0.714587;0.714587;
0.764417;0.764417;0.764417;0.764417;0.764417;
0.709644;0.709644;0.709644;0.709644;0.709644;
0.785809;0.785809;0.785809;0.785809;0.785809;
0.784839;0.784839;0.784839;0.784839;0.784839;
0.873657;0.873657;0.873657;0.873657;0.873657;
0.897648;0.897648;0.897648;0.897648;0.897648;
0.955533;0.955533;0.955533;0.955533;0.955533;
1.03002;1.03002;1.03002;1.03002;1.03002;
0.946812;0.946812;0.946812;0.946812;0.946812;
0.897502;0.897502;0.897502;0.897502;0.897502;
0.901085;0.901085;0.901085;0.901085;0.901085;
0.826147;0.826147;0.826147;0.826147;0.826147;
0.853813;0.853813;0.853813;0.853813;0.853813;
0.86212;0.86212;0.86212;0.86212;0.86212;
0.943863;0.943863;0.943863;0.943863;0.943863;
1.00873;1.00873;1.00873;1.00873;1.00873;
0.944598;0.944598;0.944598;0.944598;0.944598;
0.933444;0.933444;0.933444;0.933444;0.933444;
0.924829;0.924829;0.924829;0.924829;0.924829;
0.844487;0.844487;0.844487;0.844487;0.844487;
0.829821;0.829821;0.829821;0.829821;0.829821;
0.796436;0.796436;0.796436;0.796436;0.796436;
0.861805;0.861805;0.861805;0.861805;0.861805;
0.88651;0.88651;0.88651;0.88651;0.88651;
0.833991;0.833991;0.833991;0.833991;0.833991;
0.797099;0.797099;0.797099;0.797099;0.797099;
0.819829;0.819829;0.819829;0.819829;0.819829;
0.893602;0.893602;0.893602;0.893602;0.893602;
0.900591;0.900591;0.900591;0.900591;0.900591;
0.964381;0.964381;0.964381;0.964381;0.964381;
1.00885;1.00885;1.00885;1.00885;1.00885;
0.91407;0.91407;0.91407;0.91407;0.91407;
0.874397;0.874397;0.874397;0.874397;0.874397;
0.815231;0.815231;0.815231;0.815231;0.815231;
0.832976;0.832976;0.832976;0.832976;0.832976;
0.788151;0.788151;0.788151;0.788151;0.788151;
0.759434;0.759434;0.759434;0.759434;0.759434;
0.780432;0.780432;0.780432;0.780432;0.780432;
0.864092;0.864092;0.864092;0.864092;0.864092;
0.855811;0.855811;0.855811;0.855811;0.855811;
0.873049;0.873049;0.873049;0.873049;0.873049;
0.873416;0.873416;0.873416;0.873416;0.873416;
0.9378;0.9378;0.9378;0.9378;0.9378;
1.01091;1.01091;1.01091;1.01091;1.01091;
0.92868;0.92868;0.92868;0.92868;0.92868;
0.979478;0.979478;0.979478;0.979478;0.979478;
0.89131;0.89131;0.89131;0.89131;0.89131;
0.943603;0.943603;0.943603;0.943603;0.943603;
0.860768;0.860768;0.860768;0.860768;0.860768;
0.785654;0.785654;0.785654;0.785654;0.785654;
0.735751;0.735751;0.735751;0.735751;0.735751;
0.728656;0.728656;0.728656;0.728656;0.728656;
0.701539;0.701539;0.701539;0.701539;0.701539;
0.730131;0.730131;0.730131;0.730131;0.730131;
0.776501;0.776501;0.776501;0.776501;0.776501;
0.826368;0.826368;0.826368;0.826368;0.826368;
0.814438;0.814438;0.814438;0.814438;0.814438;
0.800984;0.800984;0.800984;0.800984;0.800984;
0.825749;0.825749;0.825749;0.825749;0.825749;
0.793398;0.793398;0.793398;0.793398;0.793398;
0.758157;0.758157;0.758157;0.758157;0.758157;
0.750649;0.750649;0.750649;0.750649;0.750649;
0.831328;0.831328;0.831328;0.831328;0.831328;
0.847922;0.847922;0.847922;0.847922;0.847922;
0.888335;0.888335;0.888335;0.888335;0.888335;
0.973606;0.973606;0.973606;0.973606;0.973606;
0.902953;0.902953;0.902953;0.902953;0.902953;
0.932578;0.932578;0.932578;0.932578;0.932578;
0.846127;0.846127;0.846127;0.846127;0.846127;
0.912167;0.912167;0.912167;0.912167;0.912167;
0.981793;0.981793;0.981793;0.981793;0.981793;
0.973255;0.973255;0.973255;0.973255;0.973255;
0.887418;0.887418;0.887418;0.887418;0.887418;
0.900334;0.900334;0.900334;0.900334;0.900334;
0.970301;0.970301;0.970301;0.970301;0.970301;
0.954752;0.954752;0.954752;0.954752;0.954752;
0.946457;0.946457;0.946457;0.946457;0.946457;
0.966702;0.966702;0.966702;0.966702;0.966702;
0.917025;0.917025;0.917025;0.917025;0.917025;
0.921972;0.921972;0.921972;0.921972;0.921972;
0.850056;0.850056;0.850056;0.850056;0.850056;
0.81561;0.81561;0.81561;0.81561;0.81561;
0.831112;0.831112;0.831112;0.831112;0.831112;
0.793111;0.793111;0.793111;0.793111;0.793111;
0.843795;0.843795;0.843795;0.843795;0.843795;
0.921077;0.921077;0.921077;0.921077;0.921077;
0.940819;0.940819;0.940819;0.940819;0.940819;
0.93434;0.93434;0.93434;0.93434;0.93434;
0.9927;0.9927;0.9927;0.9927;0.9927;
1.0333;1.0333;1.0333;1.0333;1.0333;
1.04966;1.04966;1.04966;1.04966;1.04966;
0.957304;0.957304;0.957304;0.957304;0.957304;
0.938663;0.938663;0.938663;0.938663;0.938663;
0.976743;0.976743;0.976743;0.976743;0.976743;
1.00685;1.00685;1.00685;1.00685;1.00685;
0.963963;0.963963;0.963963;0.963963;0.963963;
1.00935;1.00935;1.00935;1.00935;1.00935;
1.05486;1.05486;1.05486;1.05486;1.05486;
1.08734;1.08734;1.08734;1.08734;1.08734;
1.02027;1.02027;1.02027;1.02027;1.02027;
0.998785;0.998785;0.998785;0.998785;0.998785;
0.987625;0.987625;0.987625;0.987625;0.987625;
1.02165;1.02165;1.02165;1.02165;1.02165;
0.948228;0.948228;0.948228;0.948228;0.948228;
0.858864;0.858864;0.858864;0.858864;0.858864;
0.796174;0.796174;0.796174;0.796174;0.796174;
0.838017;0.838017;0.838017;0.838017;0.838017;
0.914127;0.914127;0.914127;0.914127;0.914127;
0.946134;0.946134;0.946134;0.946134;0.946134;
0.86454;0.86454;0.86454;0.86454;0.86454;
0.837082;0.837082;0.837082;0.837082;0.837082;
0.807211;0.807211;0.807211;0.807211;0.807211;
0.878255;0.878255;0.878255;0.878255;0.878255;
0.807017;0.807017;0.807017;0.807017;0.807017;
0.813326;0.813326;0.813326;0.813326;0.813326;
0.767604;0.767604;0.767604;0.767604;0.767604;
0.840053;0.840053;0.840053;0.840053;0.840053;
0.765917;0.765917;0.765917;0.765917;0.765917;
0.699185;0.699185;0.699185;0.699185;0.699185;
0.73484;0.73484;0.73484;0.73484;0.73484;
0.804002;0.804002;0.804002;0.804002;0.804002;
0.745586;0.745586;0.745586;0.745586;0.745586;
0.809869;0.809869;0.809869;0.809869;0.809869;
0.839743;0.839743;0.839743;0.839743;0.839743;
0.837236;0.837236;0.837236;0.837236;0.837236;
0.770289;0.770289;0.770289;0.770289;0.770289;
0.824717;0.824717;0.824717;0.824717;0.824717;
0.801813;0.801813;0.801813;0.801813;0.801813;
0.743362;0.743362;0.743362;0.743362;0.743362;
0.684105;0.684105;0.684105;0.684105;0.684105;
0.755422;0.755422;0.755422;0.755422;0.755422;
0.753761;0.753761;0.753761;0.753761;0.753761;
0.812105;0.812105;0.812105;0.812105;0.812105;
0.819702;0.819702;0.819702;0.819702;0.819702;
0.746182;0.746182;0.746182;0.746182;0.746182;
0.754976;0.754976;0.754976;0.754976;0.754976;
0.779842;0.779842;0.779842;0.779842;0.779842;
0.71101;0.71101;0.71101;0.71101;0.71101;
0.658547;0.658547;0.658547;0.658547;0.658547;
0.61382;0.61382;0.61382;0.61382;0.61382;
0.589845;0.589845;0.589845;0.589845;0.589845;
0.625421;0.625421;0.625421;0.625421;0.625421;
0.652187;0.652187;0.652187;0.652187;0.652187;
0.683236;0.683236;0.683236;0.683236;0.683236;
0.630144;0.630144;0.630144;0.630144;0.630144;
0.716983;0.716983;0.716983;0.716983;0.716983;
0.730348;0.730348;0.730348;0.730348;0.730348;
0.792581;0.792581;0.792581;0.792581;0.792581;
0.72765;0.72765;0.72765;0.72765;0.72765;
0.767888;0.767888;0.767888;0.767888;0.767888;
0.788292;0.788292;0.788292;0.788292;0.788292;
0.847496;0.847496;0.847496;0.847496;0.847496;
0.896333;0.896333;0.896333;0.896333;0.896333;
0.829277;0.829277;0.829277;0.829277;0.829277;
0.821236;0.821236;0.821236;0.821236;0.821236;
0.773485;0.773485;0.773485;0.773485;0.773485;
0.787862;0.787862;0.787862;0.787862;0.787862;
0.731529;0.731529;0.731529;0.731529;0.731529;
0.675062;0.675062;0.675062;0.675062;0.675062;
0.672504;0.672504;0.672504;0.672504;0.672504;
0.69425;0.69425;0.69425;0.69425;0.69425;
0.755783;0.755783;0.755783;0.755783;0.755783;
0.79896;0.79896;0.79896;0.79896;0.79896;
0.734738;0.734738;0.734738;0.734738;0.734738;
0.769144;0.769144;0.769144;0.769144;0.769144;
0.769897;0.769897;0.769897;0.769897;0.769897;
0.783179;0.783179;0.783179;0.783179;0.783179;
0.832138;0.832138;0.832138;0.832138;0.832138;
0.778255;0.778255;0.778255;0.778255;0.778255;
0.844936;0.844936;0.844936;0.844936;0.844936;
0.892723;0.892723;0.892723;0.892723;0.892723;
0.941804;0.941804;0.941804;0.941804;0.941804;
0.856339;0.856339;0.856339;0.856339;0.856339;
0.873305;0.873305;0.873305;0.873305;0.873305;
0.886685;0.886685;0.886685;0.886685;0.886685;
0.882163;0.882163;0.882163;0.882163;0.882163;
0.834797;0.834797;0.834797;0.834797;0.834797;
0.772662;0.772662;0.772662;0.772662;0.772662;
0.86565;0.86565;0.86565;0.86565;0.86565;
0.947121;0.947121;0.947121;0.947121;0.947121;
0.875015;0.875015;0.875015;0.875015;0.875015;
0.860676;0.860676;0.860676;0.860676;0.860676;
0.833799;0.833799;0.833799;0.833799;0.833799;
0.809748;0.809748;0.809748;0.809748;0.809748;
0.808866;0.808866;0.808866;0.808866;0.808866;
0.846192;0.846192;0.846192;0.846192;0.846192;
0.87053;0.87053;0.87053;0.87053;0.87053;
0.793204;0.793204;0.793204;0.793204;0.793204;
0.879095;0.879095;0.879095;0.879095;0.879095;
0.892314;0.892314;0.892314;0.892314;0.892314;
0.861245;0.861245;0.861245;0.861245;0.861245;
0.819616;0.819616;0.819616;0.819616;0.819616;
0.766508;0.766508;0.766508;0.766508;0.766508;
0.707623;0.707623;0.707623;0.707623;0.707623;
0.674493;0.674493;0.674493;0.674493;0.674493;
0.749312;0.749312;0.749312;0.749312;0.749312;
0.808326;0.808326;0.808326;0.808326;0.808326;
0.85261;0.85261;0.85261;0.85261;0.85261;
0.819058;0.819058;0.819058;0.819058;0.819058;
0.75308;0.75308;0.75308;0.75308;0.75308;
0.702854;0.702854;0.702854;0.702854;0.702854;
0.778341;0.778341;0.778341;0.778341;0.778341;
0.840106;0.840106;0.840106;0.840106;0.840106;
0.918193;0.918193;0.918193;0.918193;0.918193;
0.94816;0.94816;0.94816;0.94816;0.94816;
1.01746;1.01746;1.01746;1.01746;1.01746;
0.927468;0.927468;0.927468;0.927468;0.927468;
0.848907;0.848907;0.848907;0.848907;0.848907;
0.779867;0.779867;0.779867;0.779867;0.779867;
0.716655;0.716655;0.716655;0.716655;0.716655;
0.665457;0.665457;0.665457;0.665457;0.665457;
0.698833;0.698833;0.698833;0.698833;0.698833;
0.649989;0.649989;0.649989;0.649989;0.649989;
0.731178;0.731178;0.731178;0.731178;0.731178;
0.800809;0.800809;0.800809;0.800809;0.800809;
0.727839;0.727839;0.727839;0.727839;0.727839;
0.700715;0.700715;0.700715;0.700715;0.700715;
0.658547;0.658547;0.658547;0.658547;0.658547;
0.730607;0.730607;0.730607;0.730607;0.730607;
0.780628;0.780628;0.780628;0.780628;0.780628;
0.718602;0.718602;0.718602;0.718602;0.718602;
0.706032;0.706032;0.706032;0.706032;0.706032;
0.674743;0.674743;0.674743;0.674743;0.674743;
0.64006;0.64006;0.64006;0.64006;0.64006;
0.666148;0.666148;0.666148;0.666148;0.666148;
0.640057;0.640057;0.640057;0.640057;0.640057;
0.727078;0.727078;0.727078;0.727078;0.727078;
0.680207;0.680207;0.680207;0.680207;0.680207;
0.620539;0.620539;0.620539;0.620539;0.620539;
0.56868;0.56868;0.56868;0.56868;0.56868;
0.575068;0.575068;0.575068;0.575068;0.575068;
0.561481;0.561481;0.561481;0.561481;0.561481;
0.536688;0.536688;0.536688;0.536688;0.536688;
0.508449;0.508449;0.508449;0.508449;0.508449;
0.522718;0.522718;0.522718;0.522718;0.522718;
0.479884;0.479884;0.479884;0.479884;0.479884;
0.503781;0.503781;0.503781;0.503781;0.503781;
0.459391;0.459391;0.459391;0.459391;0.459391;
0.455364;0.455364;0.455364;0.455364;0.455364;
0.543809;0.543809;0.543809;0.543809;0.543809;
0.501976;0.501976;0.501976;0.501976;0.501976;
0.48697;0.48697;0.48697;0.48697;0.48697;
0.5425;0.5425;0.5425;0.5425;0.5425;
0.50448;0.50448;0.50448;0.50448;0.50448;
0.463823;0.463823;0.463823;0.463823;0.463823;
0.468225;0.468225;0.468225;0.468225;0.468225;
0.553836;0.553836;0.553836;0.553836;0.553836;
0.507664;0.507664;0.507664;0.507664;0.507664;
0.541299;0.541299;0.541299;0.541299;0.541299;
0.553747;0.553747;0.553747;0.553747;0.553747;
0.52858;0.52858;0.52858;0.52858;0.52858;
0.571041;0.571041;0.571041;0.571041;0.571041;
0.676823;0.676823;0.676823;0.676823;0.676823;
0.621558;0.621558;0.621558;0.621558;0.621558;
0.568867;0.568867;0.568867;0.568867;0.568867;
0.561717;0.561717;0.561717;0.561717;0.561717;
0.557293;0.557293;0.557293;0.557293;0.557293;
0.512894;0.512894;0.512894;0.512894;0.512894;
0.599996;0.599996;0.599996;0.599996;0.599996;
0.561003;0.561003;0.561003;0.561003;0.561003;
0.608136;0.608136;0.608136;0.608136;0.608136;
0.598026;0.598026;0.598026;0.598026;0.598026;
0.692596;0.692596;0.692596;0.692596;0.692596;
0.722467;0.722467;0.722467;0.722467;0.722467;
0.66075;0.66075;0.66075;0.66075;0.66075;
0.740763;0.740763;0.740763;0.740763;0.740763;
0.829425;0.829425;0.829425;0.829425;0.829425;
0.867234;0.867234;0.867234;0.867234;0.867234;
0.857387;0.857387;0.857387;0.857387;0.857387;
0.827094;0.827094;0.827094;0.827094;0.827094;
0.766701;0.766701;0.766701;0.766701;0.766701;
0.740334;0.740334;0.740334;0.740334;0.740334;
0.828875;0.828875;0.828875;0.828875;0.828875;
0.920695;0.920695;0.920695;0.920695;0.920695;
0.872229;0.872229;0.872229;0.872229;0.872229;
0.916509;0.916509;0.916509;0.916509;0.916509;
0.867727;0.867727;0.867727;0.867727;0.867727;
0.919532;0.919532;0.919532;0.919532;0.919532;
0.956978;0.956978;0.956978;0.956978;0.956978;
0.995433;0.995433;0.995433;0.995433;0.995433;
1.0174;1.0174;1.0174;1.0174;1.0174;
0.927422;0.927422;0.927422;0.927422;0.927422;
0.92944;0.92944;0.92944;0.92944;0.92944;
0.914362;0.914362;0.914362;0.914362;0.914362;
0.837911;0.837911;0.837911;0.837911;0.837911;
0.914475;0.914475;0.914475;0.914475;0.914475;
0.970818;0.970818;0.970818;0.970818;0.970818;
0.883837;0.883837;0.883837;0.883837;0.883837;
0.966324;0.966324;0.966324;0.966324;0.966324;
0.884158;0.884158;0.884158;0.884158;0.884158;
0.963344;0.963344;0.963344;0.963344;0.963344;
0.97553;0.97553;0.97553;0.97553;0.97553;
0.928114;0.928114;0.928114;0.928114;0.928114;
1.0004;1.0004;1.0004;1.0004;1.0004;
0.990179;0.990179;0.990179;0.990179;0.990179;
1.03974;1.03974;1.03974;1.03974;1.03974;
0.940909;0.940909;0.940909;0.940909;0.940909;
1.00593;1.00593;1.00593;1.00593;1.00593;
0.922958;0.922958;0.922958;0.922958;0.922958;
0.842072;0.842072;0.842072;0.842072;0.842072;
0.859063;0.859063;0.859063;0.859063;0.859063;
0.847352;0.847352;0.847352;0.847352;0.847352;
0.876207;0.876207;0.876207;0.876207;0.876207;
0.926291;0.926291;0.926291;0.926291;0.926291;
0.852494;0.852494;0.852494;0.852494;0.852494;
0.776255;0.776255;0.776255;0.776255;0.776255;
0.796888;0.796888;0.796888;0.796888;0.796888;
0.819104;0.819104;0.819104;0.819104;0.819104;
0.904994;0.904994;0.904994;0.904994;0.904994;
0.925747;0.925747;0.925747;0.925747;0.925747;
0.959199;0.959199;0.959199;0.959199;0.959199;
0.913038;0.913038;0.913038;0.913038;0.913038;
0.844426;0.844426;0.844426;0.844426;0.844426;
0.765586;0.765586;0.765586;0.765586;0.765586;
0.724654;0.724654;0.724654;0.724654;0.724654;
0.825957;0.825957;0.825957;0.825957;0.825957;
0.76107;0.76107;0.76107;0.76107;0.76107;
0.826496;0.826496;0.826496;0.826496;0.826496;
0.80049;0.80049;0.80049;0.80049;0.80049;
0.856744;0.856744;0.856744;0.856744;0.856744;
0.894576;0.894576;0.894576;0.894576;0.894576;
0.961335;0.961335;0.961335;0.961335;0.961335;
0.888095;0.888095;0.888095;0.888095;0.888095;
0.869234;0.869234;0.869234;0.869234;0.869234;
0.955536;0.955536;0.955536;0.955536;0.955536;
0.919773;0.919773;0.919773;0.919773;0.919773;
0.97994;0.97994;0.97994;0.97994;0.97994;
0.924923;0.924923;0.924923;0.924923;0.924923;
0.887435;0.887435;0.887435;0.887435;0.887435;
0.86667;0.86667;0.86667;0.86667;0.86667;
0.81472;0.81472;0.81472;0.81472;0.81472;
0.844475;0.844475;0.844475;0.844475;0.844475;
0.783135;0.783135;0.783135;0.783135;0.783135;
0.847348;0.847348;0.847348;0.847348;0.847348;
0.853376;0.853376;0.853376;0.853376;0.853376;
0.921729;0.921729;0.921729;0.921729;0.921729;
0.879615;0.879615;0.879615;0.879615;0.879615;
0.959027;0.959027;0.959027;0.959027;0.959027;
0.870809;0.870809;0.870809;0.870809;0.870809;
0.910193;0.910193;0.910193;0.910193;0.910193;
0.957671;0.957671;0.957671;0.957671;0.957671;
0.937697;0.937697;0.937697;0.937697;0.937697;
0.952822;0.952822;0.952822;0.952822;0.952822;
0.889435;0.889435;0.889435;0.889435;0.889435;
0.929551;0.929551;0.929551;0.929551;0.929551;
0.864713;0.864713;0.864713;0.864713;0.864713;
0.867247;0.867247;0.867247;0.867247;0.867247;
0.893278;0.893278;0.893278;0.893278;0.893278;
0.825668;0.825668;0.825668;0.825668;0.825668;
0.752728;0.752728;0.752728;0.752728;0.752728;
0.824683;0.824683;0.824683;0.824683;0.824683;
0.83828;0.83828;0.83828;0.83828;0.83828;
0.819659;0.819659;0.819659;0.819659;0.819659;
0.785755;0.785755;0.785755;0.785755;0.785755;
0.743787;0.743787;0.743787;0.743787;0.743787;
0.768632;0.768632;0.768632;0.768632;0.768632;
0.700778;0.700778;0.700778;0.700778;0.700778;
0.732148;0.732148;0.732148;0.732148;0.732148;
0.71854;0.71854;0.71854;0.71854;0.71854;
