1671452700920;1671452700936;1671452700937;1671452700937.1;1671452700938;1671452700947;1671452700957;1671452700958;1671452700959;1671452700960;1671452700969;1671452700980;1671452700981;1671452700982;1671452700983;1671452700992;1671452701003;1671452701004;1671452701005;1671452701005.1;1671452701013;1671452701023;1671452701024;1671452701025;1671452701025.1;1671452701036;1671452701045;1671452701046;1671452701047;1671452701048;1671452701054;1671452701065;1671452701067;1671452701068;1671452701068.1;1671452701076;1671452701085;1671452701086;1671452701088;1671452701088.1;1671452701097;1671452701108;1671452701108.1;1671452701109;1671452701110;1671452701119;1671452701130;1671452701131;1671452701132;1671452701133;1671452701144;1671452701156;1671452701157;1671452701158;1671452701158.1;1671452701169;1671452701181;1671452701182;1671452701183;1671452701184;1671452701193;1671452701206;1671452701207;1671452701208;1671452701209;1671452701219;1671452701231;1671452701232;1671452701232.1;1671452701233;1671452701243;1671452701253;1671452701254;1671452701254.1;1671452701255;1671452701264;1671452701274;1671452701275;1671452701275.1;1671452701276;1671452701286;1671452701297;1671452701298;1671452701299;1671452701300;1671452701312;1671452701326;1671452701327;1671452701328;1671452701329;1671452701341;1671452701353;1671452701354;1671452701355;1671452701355.1;1671452701366;1671452701381;1671452701382;1671452701382.1;1671452701383;1671452701394;1671452701405;1671452701406;1671452701406.1;1671452701407;1671452701417;1671452701429;1671452701430;1671452701430.1;1671452701431;
3.04186e+26;2.74982e+26;3.13195e+26;3.13195e+26;3.42283e+26;2.46141e+27;2.53469e+27;2.48859e+27;2.43184e+27;2.55746e+27;5.87887e+19;4.59111e+19;7.27352e+19;9.38055e+19;4.18036e+19;1.43542e+25;1.55806e+25;1.56952e+25;1.4747e+25;1.4747e+25;7.31606e+18;6.25891e+18;2.36905e+18;8.37112e+18;8.37112e+18;6.2674e+18;7.77553e+18;5.36292e+18;3.61567e+18;9.68644e+18;7.58074e+24;7.74996e+24;7.74518e+24;7.30198e+24;7.30198e+24;7.8953e+15;1.64363e+16;4.13439e+16;1.26972e+16;1.26972e+16;2.49847e+19;4.40203e+19;4.40203e+19;3.78693e+19;1.14817e+19;8.08642e+19;8.66059e+19;5.59209e+19;1.00573e+20;7.9054e+19;3.83953e+16;2.17301e+16;1.23432e+17;6.25956e+16;6.25956e+16;4.15026e+20;4.58546e+20;4.77605e+20;5.04374e+20;6.62326e+20;4.41634e+19;7.762e+19;3.83876e+19;5.20597e+19;4.25579e+19;4.91882e+17;6.31491e+17;2.02449e+17;2.02449e+17;1.45e+18;1.96864e+18;9.39036e+17;4.00401e+18;4.00401e+18;2.42526e+18;2.73213e+28;2.64837e+28;2.79977e+28;2.79977e+28;2.63304e+28;1.47656e+18;8.67085e+17;1.82518e+18;2.23938e+18;7.69765e+17;1.22699e+29;1.23416e+29;1.16396e+29;1.19233e+29;1.2068e+29;2.07495e+18;1.67267e+18;1.86982e+18;1.64323e+18;1.64323e+18;6.4209e+20;5.00855e+20;4.90624e+20;4.90624e+20;6.39951e+20;7.31989e+20;6.8253e+20;7.8907e+20;7.8907e+20;7.94373e+20;8.45033e+19;5.42876e+19;1.37601e+20;1.37601e+20;6.55794e+19;
9.43132e+22;1.01869e+23;7.95162e+22;7.95162e+22;6.84916e+22;4.37242e+22;4.41297e+22;4.5362e+22;5.40653e+22;4.52726e+22;2.96813e+28;2.9667e+28;3.06024e+28;2.91792e+28;2.92151e+28;1.90878e+27;2.015e+27;1.93195e+27;1.93207e+27;1.93207e+27;3.68816e+28;3.59191e+28;3.88572e+28;3.72746e+28;3.72746e+28;4.80883e+28;4.97084e+28;4.54657e+28;5.05924e+28;4.9798e+28;1.51641e+27;1.41408e+27;1.42624e+27;1.48841e+27;1.48841e+27;3.86132e+28;4.02826e+28;3.76228e+28;3.71524e+28;3.71524e+28;1.15962e+29;1.13876e+29;1.13876e+29;1.09594e+29;1.18488e+29;1.0913e+29;1.102e+29;1.15284e+29;1.09214e+29;1.14346e+29;5.86686e+28;5.81042e+28;5.78373e+28;5.62387e+28;5.62387e+28;3.92333e+28;3.8437e+28;3.82842e+28;3.72133e+28;3.82166e+28;2.36752e+29;2.42131e+29;2.31369e+29;2.39202e+29;2.3015e+29;2.26477e+29;2.34588e+29;2.23326e+29;2.23326e+29;2.22813e+29;2.81173e+29;2.84233e+29;2.86685e+29;2.86685e+29;2.85498e+29;2.42549e+28;2.40516e+28;2.44862e+28;2.44862e+28;2.47979e+28;3.92355e+29;4.01934e+29;3.87105e+29;3.8628e+29;3.94385e+29;3.48988e+29;3.50645e+29;3.53861e+29;3.63088e+29;3.43878e+29;2.52648e+29;2.60492e+29;2.50131e+29;2.45347e+29;2.45347e+29;2.47485e+28;2.48543e+28;2.35812e+28;2.35812e+28;2.36655e+28;7.56101e+29;7.26578e+29;7.57033e+29;7.57033e+29;7.26408e+29;1.8638e+29;1.79581e+29;1.90417e+29;1.90417e+29;1.88536e+29;
9.91815e+32;7.6015e+32;4.67345e+32;4.67345e+32;6.30586e+32;8.84677e+32;1.3828e+33;1.57571e+33;1.56174e+33;6.49802e+32;9.69465e+32;4.23904e+32;9.64812e+32;1.29357e+33;2.02499e+33;1.29445e+33;1.21498e+33;2.35936e+33;9.85495e+32;9.85495e+32;8.99298e+32;1.20785e+33;7.49542e+32;1.59039e+33;1.59039e+33;1.13307e+33;2.03085e+33;1.72121e+33;8.98847e+32;1.74602e+33;1.96916e+33;2.11098e+33;4.44991e+33;1.08365e+33;1.08365e+33;1.5879e+33;2.49664e+33;8.1951e+32;9.7463e+32;9.7463e+32;1.88639e+33;1.44658e+33;1.44658e+33;9.77891e+32;8.93835e+32;2.03386e+33;9.61109e+32;2.70953e+33;2.18616e+33;3.92467e+33;1.71154e+33;3.90271e+33;1.19537e+33;2.18196e+33;2.18196e+33;1.17583e+33;1.01494e+33;8.63965e+32;5.61842e+32;7.86969e+32;2.27516e+33;1.16145e+33;2.11945e+33;2.26818e+33;3.76396e+33;5.73697e+33;3.58511e+33;8.80531e+33;8.80531e+33;9.98107e+33;1.16663e+34;1.78656e+34;1.10149e+34;1.10149e+34;1.78256e+34;3.23607e+29;2.10023e+29;2.12207e+29;2.12207e+29;2.85555e+29;3.78533e+30;1.36582e+30;1.67814e+30;1.18514e+31;1.67805e+30;3.74436e+33;4.0197e+33;6.66529e+33;5.39154e+33;6.54744e+33;1.95069e+34;2.56838e+34;1.88874e+34;1.7737e+34;1.7737e+34;1.07921e+33;2.10107e+33;1.08071e+33;1.08071e+33;1.23387e+33;6.87074e+34;1.03877e+35;7.86765e+34;7.86765e+34;5.14334e+34;2.42747e+28;4.68491e+28;9.1172e+28;9.1172e+28;1.71348e+28;
1.32715e+22;1.20248e+22;1.5514e+22;1.5514e+22;1.26651e+22;3.7679e+20;2.71364e+20;2.85203e+20;3.66083e+20;5.53272e+20;2.95534e+21;3.64895e+21;3.25404e+21;1.41141e+21;4.78845e+21;1.2987e+25;1.43744e+25;1.14102e+25;1.41697e+25;1.41697e+25;8.19777e+17;1.09979e+18;7.2989e+17;1.08065e+18;1.08065e+18;1.53506e+19;2.02621e+19;2.55213e+18;1.77168e+19;5.15763e+19;9.30346e+24;9.68201e+24;9.06858e+24;9.00762e+24;9.00762e+24;7.49294e+18;1.4961e+19;1.5252e+19;6.64469e+18;6.64469e+18;1.25356e+19;5.48542e+18;5.48542e+18;1.20497e+19;8.08921e+18;5.35854e+18;8.30899e+18;6.67438e+18;3.74269e+18;9.55782e+18;1.04413e+22;9.48028e+21;7.61323e+21;1.29117e+22;1.29117e+22;3.79881e+22;3.86932e+22;3.5865e+22;4.11333e+22;3.61892e+22;4.71242e+17;4.64053e+17;3.56945e+17;6.71935e+17;2.76187e+17;9.16491e+17;4.69758e+17;2.66789e+18;2.66789e+18;4.0268e+17;1.0823e+18;1.29027e+18;2.23897e+18;2.23897e+18;4.99105e+17;1.5593e+21;1.10411e+21;2.15219e+21;2.15219e+21;1.74697e+21;4.76386e+19;5.82725e+19;3.08107e+19;4.12496e+19;7.7541e+19;4.07183e+23;4.0471e+23;3.86459e+23;4.41407e+23;3.75695e+23;1.44176e+18;3.77042e+17;4.37732e+18;5.68883e+17;5.68883e+17;5.10638e+17;4.4166e+17;2.20797e+17;2.20797e+17;2.67374e+17;1.23328e+20;7.37386e+19;9.66718e+19;9.66718e+19;1.35568e+20;2.06104e+18;2.00438e+18;2.03346e+18;2.03346e+18;1.93585e+18;
1.42881e+22;1.40551e+22;1.6165e+22;1.6165e+22;1.58678e+22;6.84254e+22;8.8071e+22;8.30607e+22;7.33558e+22;6.42584e+22;3.58835e+22;4.17651e+22;3.50551e+22;2.71983e+22;3.39631e+22;1.55633e+22;1.27666e+22;1.63599e+22;1.69887e+22;1.69887e+22;4.21964e+24;4.56125e+24;4.50916e+24;3.97369e+24;3.97369e+24;2.91308e+24;2.64462e+24;2.6458e+24;2.94816e+24;3.10573e+24;3.06932e+17;8.15699e+17;7.90197e+17;1.62262e+17;1.62262e+17;4.13514e+24;3.62614e+24;4.06027e+24;3.67718e+24;3.67718e+24;4.20672e+24;3.94675e+24;3.94675e+24;3.86632e+24;4.24632e+24;4.83219e+24;5.28952e+24;4.73983e+24;5.27227e+24;4.76125e+24;2.47227e+22;1.98923e+22;3.10839e+22;2.26231e+22;2.26231e+22;6.01614e+22;6.86834e+22;6.25064e+22;5.61766e+22;6.99006e+22;2.73551e+27;2.76279e+27;2.6657e+27;2.49872e+27;2.64918e+27;2.72857e+27;2.80983e+27;2.50801e+27;2.50801e+27;2.76497e+27;3.34055e+27;3.15227e+27;3.22873e+27;3.22873e+27;3.30829e+27;6.43213e+25;6.6462e+25;6.56226e+25;6.56226e+25;6.34597e+25;6.99882e+27;7.33344e+27;6.95131e+27;6.82791e+27;6.98853e+27;8.28443e+25;8.06264e+25;8.3947e+25;8.57489e+25;8.16222e+25;4.20329e+27;4.26513e+27;3.76905e+27;4.20395e+27;4.20395e+27;4.64623e+26;4.40875e+26;4.86371e+26;4.86371e+26;4.90896e+26;1.08278e+24;1.17108e+24;1.14888e+24;1.14888e+24;1.19274e+24;2.34839e+27;2.26123e+27;2.35741e+27;2.35741e+27;2.25089e+27;
1.43145e+31;1.00758e+31;5.73718e+30;5.73718e+30;8.5164e+30;2.03194e+31;3.83184e+31;4.07586e+31;4.07195e+31;1.57415e+31;1.9475e+31;7.56365e+30;1.97241e+31;3.0302e+31;4.50208e+31;1.59985e+31;1.45466e+31;3.22167e+31;1.01605e+31;1.01605e+31;1.68097e+31;2.50125e+31;1.39966e+31;3.31222e+31;3.31222e+31;2.0187e+31;3.97678e+31;3.48286e+31;1.60614e+31;3.50884e+31;2.80243e+31;3.11166e+31;5.74002e+31;1.4047e+31;1.4047e+31;3.54972e+31;5.31288e+31;1.59917e+31;1.92522e+31;1.92522e+31;3.75961e+31;2.88814e+31;2.88814e+31;1.73104e+31;1.5848e+31;4.0243e+31;1.7303e+31;5.14e+31;4.30874e+31;6.3288e+31;3.9281e+31;6.83687e+31;2.74846e+31;4.75967e+31;4.75967e+31;3.90362e+31;3.32699e+31;2.71535e+31;1.66504e+31;2.43856e+31;5.33591e+31;3.01111e+31;5.05701e+31;5.28585e+31;7.03122e+31;9.04667e+31;6.84936e+31;1.19654e+32;1.19654e+32;1.30281e+32;1.4413e+32;2.42132e+32;1.39145e+32;1.39145e+32;2.41433e+32;1.06266e+27;5.78092e+26;6.02655e+26;6.02655e+26;8.74113e+26;9.76845e+28;3.06969e+28;3.61345e+28;2.54475e+29;3.60206e+28;9.28466e+31;9.86528e+31;1.32587e+32;1.20364e+32;1.34092e+32;2.76745e+32;3.70535e+32;2.63924e+32;2.41857e+32;2.41857e+32;2.13702e+31;4.42944e+31;2.14758e+31;2.14758e+31;2.80488e+31;9.8914e+32;1.62593e+33;1.17089e+33;1.17089e+33;6.69884e+32;7.89363e+26;1.14227e+27;1.69054e+27;1.69054e+27;5.82667e+26;
1.19717e+25;1.12544e+25;1.15474e+25;1.15474e+25;1.17608e+25;7.63089e+16;2.32751e+17;2.06763e+17;1.60099e+16;1.74182e+17;5.41267e+18;2.33309e+18;4.18185e+18;4.12208e+18;1.93013e+18;4.30034e+24;4.37742e+24;4.48158e+24;4.3666e+24;4.3666e+24;3.07171e+20;2.47272e+20;3.25559e+20;2.50131e+20;2.50131e+20;1.39597e+21;1.62609e+21;1.73392e+21;1.4253e+21;9.46553e+20;1.33607e+23;1.47719e+23;1.46155e+23;1.81082e+23;1.81082e+23;1.04025e+21;1.45006e+21;1.76881e+21;1.33583e+21;1.33583e+21;7.64233e+20;5.84641e+20;5.84641e+20;1.08815e+21;7.49883e+20;1.06964e+21;1.39202e+21;9.3925e+20;9.52032e+20;9.32657e+20;8.57118e+19;6.6592e+19;6.97036e+19;1.08113e+20;1.08113e+20;4.52959e+20;6.06117e+20;3.9913e+20;4.20918e+20;6.37404e+20;3.33468e+18;2.02008e+18;1.79652e+18;5.82198e+18;2.81057e+18;6.63515e+17;1.60693e+18;6.67219e+17;6.67219e+17;3.61978e+17;2.05195e+18;1.97291e+18;1.07997e+18;1.07997e+18;6.78982e+17;2.628e+23;2.65049e+23;2.88553e+23;2.88553e+23;2.13155e+23;3.95625e+19;1.59183e+19;3.55372e+19;8.56033e+18;4.38507e+19;3.59801e+22;4.36274e+22;3.22522e+22;4.01933e+22;3.07326e+22;2.46469e+17;2.79823e+17;2.88113e+17;3.47879e+17;3.47879e+17;8.14121e+14;7.74347e+14;2.39758e+13;2.39758e+13;9.6674e+14;3.2911e+22;3.31707e+22;4.50937e+22;4.50937e+22;3.21619e+22;2.88152e+18;1.97848e+18;3.16656e+18;3.16656e+18;4.18612e+18;
1.06674e+28;8.72058e+27;5.12626e+27;5.12626e+27;7.57029e+27;1.5258e+29;2.06137e+29;2.16968e+29;2.2014e+29;1.18337e+29;5.3444e+27;2.34594e+27;5.03176e+27;7.53469e+27;1.10342e+28;3.04311e+28;2.73703e+28;5.51169e+28;2.26335e+28;2.26335e+28;3.76819e+27;4.79331e+27;3.25551e+27;6.37189e+27;6.37189e+27;3.37248e+27;5.6989e+27;4.89504e+27;2.56106e+27;4.88839e+27;4.48513e+28;5.25153e+28;9.87801e+28;2.66555e+28;2.66555e+28;5.01282e+27;8.62394e+27;2.74265e+27;3.20153e+27;3.20153e+27;6.19638e+27;4.76623e+27;4.76623e+27;3.34537e+27;2.99091e+27;6.65737e+27;3.27432e+27;9.09652e+27;7.02866e+27;1.29049e+28;1.13532e+28;2.60672e+28;8.64793e+27;1.47948e+28;1.47948e+28;2.75028e+28;2.27629e+28;1.95194e+28;1.26644e+28;1.79458e+28;9.57476e+28;4.95224e+28;8.45099e+28;9.22167e+28;1.55202e+29;2.0233e+29;1.44155e+29;2.44068e+29;2.44068e+29;2.64347e+29;2.92159e+29;4.54813e+29;2.80404e+29;2.80404e+29;4.49799e+29;3.46283e+24;1.98866e+24;1.68265e+24;1.68265e+24;2.89548e+24;8.00939e+26;3.66002e+26;4.54332e+26;1.2994e+27;4.66809e+26;5.10142e+28;5.53891e+28;9.03687e+28;7.18362e+28;8.16414e+28;5.30179e+29;6.46183e+29;5.19843e+29;4.80678e+29;4.80678e+29;6.00264e+28;1.11544e+29;5.91581e+28;5.91581e+28;6.93307e+28;3.48395e+29;5.33687e+29;4.24244e+29;4.24244e+29;2.70449e+29;1.34814e+25;1.67634e+25;2.4575e+25;2.4575e+25;1.09569e+25;
3.86002e+20;7.66064e+20;3.58307e+20;3.58307e+20;5.97915e+20;9.22586e+22;1.05138e+23;8.4968e+22;8.29196e+22;7.69763e+22;1.47426e+16;8.78962e+15;6.0297e+15;1.34243e+16;2.86922e+16;2.91121e+25;3.01519e+25;2.79682e+25;3.2158e+25;3.2158e+25;3.22038e+19;4.37609e+19;4.61912e+19;5.6399e+19;5.6399e+19;1.1649e+20;8.52596e+19;1.32358e+20;1.40058e+20;9.57292e+19;3.70432e+19;3.17425e+19;7.24582e+19;3.94859e+19;3.94859e+19;4.77577e+19;2.83842e+19;4.41287e+19;5.25422e+19;5.25422e+19;5.81983e+19;3.7217e+19;3.7217e+19;6.07428e+19;1.119e+20;4.88094e+19;8.00796e+19;3.68658e+19;5.68266e+19;8.09984e+19;3.04703e+18;3.40882e+18;1.6254e+18;3.37037e+18;3.37037e+18;4.25748e+19;5.54205e+19;5.88523e+19;5.79374e+19;5.40572e+19;4.07137e+19;3.65411e+19;2.58818e+19;2.31097e+19;4.73927e+19;3.45366e+19;3.24837e+19;3.73914e+19;3.73914e+19;3.58547e+19;2.63446e+19;1.19886e+19;2.76659e+19;2.76659e+19;2.56204e+19;8.01547e+24;7.58553e+24;7.91743e+24;7.91743e+24;8.21027e+24;1.92649e+20;1.14763e+20;1.79737e+20;9.03867e+19;2.10937e+20;2.34767e+19;2.29906e+19;3.95285e+19;1.2554e+19;3.66562e+19;6.00769e+19;4.01722e+19;6.88015e+19;4.3398e+19;4.3398e+19;1.29064e+14;1.5308e+14;1.23592e+15;1.23592e+15;6.71566e+14;4.60803e+19;6.30246e+19;4.84935e+19;4.84935e+19;3.79984e+19;4.38727e+19;1.52465e+19;4.71084e+19;4.71084e+19;7.45907e+19;
