Axial_Velocity;Axial_Demodulation;Radial_Acceleration;Radial_Velocity;Radial_Demodulation;Axial_Acceleration
0.002934;0.006756;0.015556;0.002934;0.006756;0.015556
0.001447;0.003328;0.007651;0.001447;0.003328;0.007651
0.000864;0.001983;0.004553;0.000864;0.001983;0.004553
0.000704;0.001614;0.003700;0.000704;0.001614;0.003700
0.000999;0.002286;0.005234;0.000999;0.002286;0.005234
0.001279;0.002923;0.006681;0.001279;0.002923;0.006681
0.003602;0.008224;0.018776;0.003602;0.008224;0.018776
0.003944;0.008992;0.020502;0.003944;0.008992;0.020502
0.003239;0.007374;0.016790;0.003239;0.007374;0.016790
0.000373;0.000849;0.001930;0.000373;0.000849;0.001930
0.002737;0.006214;0.014108;0.002737;0.006214;0.014108
0.002084;0.004726;0.010716;0.002084;0.004726;0.010716
0.002831;0.006410;0.014514;0.002831;0.006410;0.014514
0.001912;0.004323;0.009777;0.001912;0.004323;0.009777
0.002026;0.004575;0.010330;0.002026;0.004575;0.010330
0.002697;0.006081;0.013712;0.002697;0.006081;0.013712
0.003913;0.008811;0.019841;0.003913;0.008811;0.019841
0.003396;0.007639;0.017181;0.003396;0.007639;0.017181
0.002005;0.004505;0.010120;0.002005;0.004505;0.010120
0.002443;0.005478;0.012283;0.002443;0.005478;0.012283
0.002866;0.006419;0.014377;0.002866;0.006419;0.014377
0.002451;0.005484;0.012266;0.002451;0.005484;0.012266
0.001601;0.003578;0.007994;0.001601;0.003578;0.007994
0.001851;0.004127;0.009204;0.001851;0.004127;0.009204
0.002446;0.005449;0.012141;0.002446;0.005449;0.012141
0.001747;0.003886;0.008646;0.001747;0.003886;0.008646
0.001141;0.002536;0.005636;0.001141;0.002536;0.005636
0.001144;0.002537;0.005625;0.001144;0.002537;0.005625
0.002772;0.006142;0.013608;0.002772;0.006142;0.013608
0.002933;0.006491;0.014363;0.002933;0.006491;0.014363
0.002633;0.005820;0.012862;0.002633;0.005820;0.012862
0.002049;0.004523;0.009982;0.002049;0.004523;0.009982
0.001694;0.003733;0.008228;0.001694;0.003733;0.008228
0.001985;0.004370;0.009620;0.001985;0.004370;0.009620
0.000527;0.001157;0.002543;0.000527;0.001157;0.002543
0.002530;0.005553;0.012191;0.002530;0.005553;0.012191
0.003591;0.007874;0.017261;0.003591;0.007874;0.017261
0.002966;0.006493;0.014218;0.002966;0.006493;0.014218
0.001558;0.003408;0.007453;0.001558;0.003408;0.007453
0.001179;0.002574;0.005620;0.001179;0.002574;0.005620
0.001756;0.003828;0.008348;0.001756;0.003828;0.008348
0.002609;0.005682;0.012374;0.002609;0.005682;0.012374
0.002422;0.005268;0.011460;0.002422;0.005268;0.011460
0.002057;0.004469;0.009709;0.002057;0.004469;0.009709
0.002399;0.005204;0.011288;0.002399;0.005204;0.011288
0.001866;0.004045;0.008765;0.001866;0.004045;0.008765
0.001160;0.002511;0.005434;0.001160;0.002511;0.005434
0.001739;0.003758;0.008118;0.001739;0.003758;0.008118
0.002505;0.005406;0.011666;0.002505;0.005406;0.011666
0.002018;0.004351;0.009380;0.002018;0.004351;0.009380
0.001056;0.002274;0.004895;0.001056;0.002274;0.004895
0.001032;0.002217;0.004765;0.001032;0.002217;0.004765
0.001902;0.004082;0.008763;0.001902;0.004082;0.008763
0.002725;0.005843;0.012528;0.002725;0.005843;0.012528
0.002809;0.006014;0.012879;0.002809;0.006014;0.012879
0.002732;0.005842;0.012493;0.002732;0.005842;0.012493
0.003386;0.007232;0.015446;0.003386;0.007232;0.015446
0.003255;0.006944;0.014813;0.003255;0.006944;0.014813
0.001711;0.003644;0.007764;0.001711;0.003644;0.007764
0.001378;0.002933;0.006239;0.001378;0.002933;0.006239
0.002125;0.004516;0.009596;0.002125;0.004516;0.009596
0.001608;0.003412;0.007242;0.001608;0.003412;0.007242
0.002476;0.005247;0.011120;0.002476;0.005247;0.011120
0.001341;0.002838;0.006008;0.001341;0.002838;0.006008
0.001716;0.003628;0.007670;0.001716;0.003628;0.007670
0.002899;0.006121;0.012922;0.002899;0.006121;0.012922
0.003331;0.007024;0.014811;0.003331;0.007024;0.014811
0.003974;0.008369;0.017623;0.003974;0.008369;0.017623
0.002330;0.004902;0.010313;0.002330;0.004902;0.010313
0.001778;0.003735;0.007846;0.001778;0.003735;0.007846
0.001776;0.003727;0.007819;0.001776;0.003727;0.007819
0.001532;0.003211;0.006729;0.001532;0.003211;0.006729
0.001551;0.003246;0.006793;0.001551;0.003246;0.006793
0.000991;0.002072;0.004333;0.000991;0.002072;0.004333
0.001349;0.002815;0.005872;0.001349;0.002815;0.005872
0.002882;0.006007;0.012522;0.002882;0.006007;0.012522
0.003036;0.006321;0.013162;0.003036;0.006321;0.013162
0.001977;0.004113;0.008555;0.001977;0.004113;0.008555
0.001446;0.003002;0.006233;0.001446;0.003002;0.006233
0.002792;0.005793;0.012017;0.002792;0.005793;0.012017
0.002037;0.004221;0.008745;0.002037;0.004221;0.008745
0.001651;0.003416;0.007068;0.001651;0.003416;0.007068
0.002077;0.004292;0.008870;0.002077;0.004292;0.008870
0.002083;0.004299;0.008874;0.002083;0.004299;0.008874
0.000922;0.001901;0.003918;0.000922;0.001901;0.003918
0.003315;0.006826;0.014054;0.003315;0.006826;0.014054
0.003288;0.006761;0.013903;0.003288;0.006761;0.013903
0.002012;0.004132;0.008485;0.002012;0.004132;0.008485
0.004043;0.008292;0.017007;0.004043;0.008292;0.017007
0.003289;0.006738;0.013805;0.003289;0.006738;0.013805
0.001747;0.003575;0.007317;0.001747;0.003575;0.007317
0.001480;0.003025;0.006183;0.001480;0.003025;0.006183
0.002131;0.004349;0.008875;0.002131;0.004349;0.008875
0.002319;0.004726;0.009635;0.002319;0.004726;0.009635
0.001791;0.003648;0.007429;0.001791;0.003648;0.007429
0.001259;0.002561;0.005208;0.001259;0.002561;0.005208
0.000599;0.001216;0.002471;0.000599;0.001216;0.002471
0.001082;0.002194;0.004448;0.001082;0.002194;0.004448
0.003652;0.007396;0.014981;0.003652;0.007396;0.014981
0.004568;0.009244;0.018710;0.004568;0.009244;0.018710
0.005969;0.012060;0.024369;0.005969;0.012060;0.024369
0.009338;0.018851;0.038054;0.009338;0.018851;0.038054
0.010501;0.021173;0.042687;0.010501;0.021173;0.042687
0.009871;0.019882;0.040044;0.009871;0.019882;0.040044
0.005418;0.010899;0.021924;0.005418;0.010899;0.021924
0.004118;0.008273;0.016620;0.004118;0.008273;0.016620
0.003754;0.007534;0.015117;0.003754;0.007534;0.015117
0.002430;0.004871;0.009762;0.002430;0.004871;0.009762
0.002270;0.004544;0.009095;0.002270;0.004544;0.009095
0.002399;0.004796;0.009588;0.002399;0.004796;0.009588
0.002639;0.005270;0.010523;0.002639;0.005270;0.010523
0.002347;0.004681;0.009336;0.002347;0.004681;0.009336
0.002015;0.004013;0.007994;0.002015;0.004013;0.007994
0.003182;0.006330;0.012594;0.003182;0.006330;0.012594
0.003000;0.005961;0.011847;0.003000;0.005961;0.011847
0.001630;0.003235;0.006422;0.001630;0.003235;0.006422
0.002402;0.004761;0.009437;0.002402;0.004761;0.009437
0.003051;0.006041;0.011961;0.003051;0.006041;0.011961
0.002021;0.003997;0.007908;0.002021;0.003997;0.007908
0.001255;0.002480;0.004899;0.001255;0.002480;0.004899
0.001116;0.002202;0.004345;0.001116;0.002202;0.004345
0.001012;0.001994;0.003930;0.001012;0.001994;0.003930
0.000710;0.001397;0.002750;0.000710;0.001397;0.002750
0.001139;0.002238;0.004398;0.001139;0.002238;0.004398
0.001933;0.003796;0.007453;0.001933;0.003796;0.007453
0.002097;0.004113;0.008066;0.002097;0.004113;0.008066
0.002235;0.004377;0.008575;0.002235;0.004377;0.008575
0.002614;0.005115;0.010009;0.002614;0.005115;0.010009
0.002394;0.004679;0.009146;0.002394;0.004679;0.009146
0.001796;0.003507;0.006847;0.001796;0.003507;0.006847
0.001346;0.002625;0.005119;0.001346;0.002625;0.005119
0.001373;0.002674;0.005206;0.001373;0.002674;0.005206
0.002177;0.004234;0.008236;0.002177;0.004234;0.008236
0.002728;0.005302;0.010301;0.002728;0.005302;0.010301
0.001742;0.003382;0.006563;0.001742;0.003382;0.006563
0.001113;0.002158;0.004183;0.001113;0.002158;0.004183
0.002192;0.004245;0.008219;0.002192;0.004245;0.008219
0.001928;0.003728;0.007210;0.001928;0.003728;0.007210
0.000892;0.001723;0.003328;0.000892;0.001723;0.003328
0.002297;0.004431;0.008548;0.002297;0.004431;0.008548
0.002410;0.004644;0.008949;0.002410;0.004644;0.008949
0.001886;0.003630;0.006987;0.001886;0.003630;0.006987
0.001723;0.003312;0.006368;0.001723;0.003312;0.006368
0.002437;0.004680;0.008987;0.002437;0.004680;0.008987
0.002646;0.005076;0.009737;0.002646;0.005076;0.009737
0.002638;0.005053;0.009682;0.002638;0.005053;0.009682
0.002882;0.005516;0.010556;0.002882;0.005516;0.010556
0.002331;0.004457;0.008522;0.002331;0.004457;0.008522
0.002215;0.004228;0.008072;0.002215;0.004228;0.008072
0.001836;0.003502;0.006679;0.001836;0.003502;0.006679
0.001231;0.002344;0.004465;0.001231;0.002344;0.004465
0.001540;0.002930;0.005575;0.001540;0.002930;0.005575
0.001820;0.003459;0.006574;0.001820;0.003459;0.006574
0.001538;0.002919;0.005543;0.001538;0.002919;0.005543
0.001241;0.002353;0.004462;0.001241;0.002353;0.004462
0.001349;0.002555;0.004840;0.001349;0.002555;0.004840
0.001606;0.003037;0.005746;0.001606;0.003037;0.005746
0.001909;0.003608;0.006818;0.001909;0.003608;0.006818
0.001946;0.003673;0.006933;0.001946;0.003673;0.006933
0.001675;0.003159;0.005955;0.001675;0.003159;0.005955
0.002908;0.005477;0.010315;0.002908;0.005477;0.010315
0.002304;0.004334;0.008154;0.002304;0.004334;0.008154
0.002492;0.004683;0.008800;0.002492;0.004683;0.008800
0.001895;0.003557;0.006676;0.001895;0.003557;0.006676
0.002176;0.004079;0.007648;0.002176;0.004079;0.007648
0.002677;0.005013;0.009387;0.002677;0.005013;0.009387
0.001686;0.003155;0.005901;0.001686;0.003155;0.005901
0.002049;0.003829;0.007153;0.002049;0.003829;0.007153
0.002541;0.004743;0.008852;0.002541;0.004743;0.008852
0.001273;0.002374;0.004427;0.001273;0.002374;0.004427
0.000866;0.001612;0.003002;0.000866;0.001612;0.003002
0.001581;0.002940;0.005467;0.001581;0.002940;0.005467
0.003464;0.006434;0.011952;0.003464;0.006434;0.011952
0.004641;0.008613;0.015984;0.004641;0.008613;0.015984
0.003212;0.005956;0.011044;0.003212;0.005956;0.011044
0.001864;0.003452;0.006393;0.001864;0.003452;0.006393
0.002755;0.005095;0.009423;0.002755;0.005095;0.009423
0.003456;0.006387;0.011801;0.003456;0.006387;0.011801
0.002898;0.005348;0.009871;0.002898;0.005348;0.009871
0.002832;0.005221;0.009624;0.002832;0.005221;0.009624
0.002940;0.005414;0.009971;0.002940;0.005414;0.009971
0.002407;0.004428;0.008145;0.002407;0.004428;0.008145
0.001765;0.003242;0.005957;0.001765;0.003242;0.005957
0.001823;0.003346;0.006141;0.001823;0.003346;0.006141
0.001576;0.002890;0.005299;0.001576;0.002890;0.005299
0.000324;0.000593;0.001086;0.000324;0.000593;0.001086
0.001224;0.002239;0.004096;0.001224;0.002239;0.004096
0.001544;0.002822;0.005156;0.001544;0.002822;0.005156
0.001837;0.003354;0.006121;0.001837;0.003354;0.006121
0.002134;0.003890;0.007092;0.002134;0.003890;0.007092
0.001966;0.003581;0.006522;0.001966;0.003581;0.006522
0.001421;0.002584;0.004702;0.001421;0.002584;0.004702
0.003585;0.006513;0.011834;0.003585;0.006513;0.011834
0.007731;0.014032;0.025467;0.007731;0.014032;0.025467
0.009275;0.016817;0.030492;0.009275;0.016817;0.030492
0.008691;0.015742;0.028513;0.008691;0.015742;0.028513
0.005369;0.009716;0.017583;0.005369;0.009716;0.017583
0.002366;0.004277;0.007731;0.002366;0.004277;0.007731
0.002165;0.003908;0.007054;0.002165;0.003908;0.007054
0.003352;0.006045;0.010900;0.003352;0.006045;0.010900
0.003801;0.006847;0.012334;0.003801;0.006847;0.012334
0.002955;0.005318;0.009571;0.002955;0.005318;0.009571
0.001738;0.003125;0.005618;0.001738;0.003125;0.005618
0.001461;0.002624;0.004710;0.001461;0.002624;0.004710
0.002201;0.003946;0.007077;0.002201;0.003946;0.007077
0.002690;0.004819;0.008634;0.002690;0.004819;0.008634
0.002253;0.004032;0.007217;0.002253;0.004032;0.007217
0.002037;0.003642;0.006511;0.002037;0.003642;0.006511
0.002603;0.004649;0.008301;0.002603;0.004649;0.008301
0.002980;0.005317;0.009485;0.002980;0.005317;0.009485
0.002736;0.004875;0.008687;0.002736;0.004875;0.008687
0.003073;0.005471;0.009739;0.003073;0.005471;0.009739
0.001980;0.003521;0.006261;0.001980;0.003521;0.006261
0.000360;0.000640;0.001137;0.000360;0.000640;0.001137
0.001000;0.001775;0.003149;0.001000;0.001775;0.003149
0.001778;0.003151;0.005584;0.001778;0.003151;0.005584
0.003035;0.005374;0.009514;0.003035;0.005374;0.009514
0.003888;0.006876;0.012162;0.003888;0.006876;0.012162
0.002211;0.003908;0.006906;0.002211;0.003908;0.006906
0.001296;0.002287;0.004037;0.001296;0.002287;0.004037
0.001803;0.003178;0.005603;0.001803;0.003178;0.005603
0.001743;0.003070;0.005407;0.001743;0.003070;0.005407
0.001445;0.002543;0.004473;0.001445;0.002543;0.004473
0.000995;0.001750;0.003076;0.000995;0.001750;0.003076
0.002427;0.004259;0.007474;0.002427;0.004259;0.007474
0.002939;0.005155;0.009042;0.002939;0.005155;0.009042
0.001999;0.003503;0.006137;0.001999;0.003503;0.006137
0.002322;0.004063;0.007110;0.002322;0.004063;0.007110
0.003104;0.005427;0.009486;0.003104;0.005427;0.009486
0.002759;0.004819;0.008416;0.002759;0.004819;0.008416
0.002098;0.003659;0.006383;0.002098;0.003659;0.006383
0.002512;0.004377;0.007626;0.002512;0.004377;0.007626
0.002403;0.004184;0.007285;0.002403;0.004184;0.007285
0.000460;0.000799;0.001389;0.000460;0.000799;0.001389
0.001751;0.003042;0.005284;0.001751;0.003042;0.005284
0.002841;0.004929;0.008553;0.002841;0.004929;0.008553
0.003612;0.006263;0.010857;0.003612;0.006263;0.010857
0.001959;0.003392;0.005874;0.001959;0.003392;0.005874
0.000921;0.001594;0.002757;0.000921;0.001594;0.002757
0.002403;0.004153;0.007176;0.002403;0.004153;0.007176
0.002740;0.004731;0.008167;0.002740;0.004731;0.008167
0.002613;0.004506;0.007771;0.002613;0.004506;0.007771
0.003372;0.005808;0.010006;0.003372;0.005808;0.010006
0.001203;0.002070;0.003564;0.001203;0.002070;0.003564
0.001382;0.002376;0.004084;0.001382;0.002376;0.004084
0.001244;0.002137;0.003671;0.001244;0.002137;0.003671
0.001585;0.002719;0.004664;0.001585;0.002719;0.004664
0.002443;0.004187;0.007175;0.002443;0.004187;0.007175
0.002135;0.003655;0.006258;0.002135;0.003655;0.006258
0.001471;0.002516;0.004303;0.001471;0.002516;0.004303
0.001228;0.002097;0.003584;0.001228;0.002097;0.003584
0.001587;0.002709;0.004622;0.001587;0.002709;0.004622
0.002768;0.004719;0.008045;0.002768;0.004719;0.008045
0.002770;0.004719;0.008039;0.002770;0.004719;0.008039
0.001445;0.002459;0.004184;0.001445;0.002459;0.004184
0.001026;0.001744;0.002964;0.001026;0.001744;0.002964
0.000546;0.000927;0.001575;0.000546;0.000927;0.001575
0.000856;0.001451;0.002461;0.000856;0.001451;0.002461
0.001579;0.002676;0.004536;0.001579;0.002676;0.004536
0.000732;0.001238;0.002095;0.000732;0.001238;0.002095
0.001351;0.002284;0.003863;0.001351;0.002284;0.003863
0.000740;0.001250;0.002112;0.000740;0.001250;0.002112
0.001527;0.002577;0.004349;0.001527;0.002577;0.004349
0.001494;0.002519;0.004247;0.001494;0.002519;0.004247
0.002452;0.004129;0.006955;0.002452;0.004129;0.006955
0.002146;0.003610;0.006074;0.002146;0.003610;0.006074
0.001446;0.002431;0.004086;0.001446;0.002431;0.004086
0.002177;0.003655;0.006136;0.002177;0.003655;0.006136
0.001681;0.002820;0.004730;0.001681;0.002820;0.004730
0.001648;0.002761;0.004627;0.001648;0.002761;0.004627
0.000842;0.001410;0.002361;0.000842;0.001410;0.002361
0.002250;0.003762;0.006290;0.002250;0.003762;0.006290
0.002456;0.004104;0.006856;0.002456;0.004104;0.006856
0.001859;0.003103;0.005179;0.001859;0.003103;0.005179
0.002111;0.003519;0.005866;0.002111;0.003519;0.005866
0.001687;0.002810;0.004680;0.001687;0.002810;0.004680
0.002247;0.003738;0.006218;0.002247;0.003738;0.006218
0.003144;0.005225;0.008686;0.003144;0.005225;0.008686
0.002278;0.003783;0.006284;0.002278;0.003783;0.006284
0.001382;0.002293;0.003804;0.001382;0.002293;0.003804
0.001671;0.002769;0.004588;0.001671;0.002769;0.004588
0.002630;0.004354;0.007208;0.002630;0.004354;0.007208
0.003564;0.005894;0.009748;0.003564;0.005894;0.009748
0.002947;0.004869;0.008046;0.002947;0.004869;0.008046
0.001602;0.002645;0.004365;0.001602;0.002645;0.004365
0.002468;0.004069;0.006710;0.002468;0.004069;0.006710
0.004258;0.007014;0.011555;0.004258;0.007014;0.011555
0.004802;0.007902;0.013005;0.004802;0.007902;0.013005
0.003151;0.005180;0.008517;0.003151;0.005180;0.008517
0.002051;0.003368;0.005532;0.002051;0.003368;0.005532
0.002476;0.004063;0.006666;0.002476;0.004063;0.006666
0.003431;0.005624;0.009219;0.003431;0.005624;0.009219
0.004157;0.006807;0.011147;0.004157;0.006807;0.011147
0.002191;0.003586;0.005867;0.002191;0.003586;0.005867
0.001497;0.002447;0.004000;0.001497;0.002447;0.004000
0.001651;0.002695;0.004400;0.001651;0.002695;0.004400
0.003404;0.005551;0.009054;0.003404;0.005551;0.009054
0.003802;0.006196;0.010096;0.003802;0.006196;0.010096
0.002054;0.003344;0.005446;0.002054;0.003344;0.005446
0.001114;0.001811;0.002946;0.001114;0.001811;0.002946
0.001002;0.001627;0.002644;0.001002;0.001627;0.002644
0.001877;0.003046;0.004944;0.001877;0.003046;0.004944
0.003190;0.005173;0.008387;0.003190;0.005173;0.008387
0.003538;0.005731;0.009284;0.003538;0.005731;0.009284
0.003674;0.005946;0.009623;0.003674;0.005946;0.009623
0.004294;0.006942;0.011224;0.004294;0.006942;0.011224
0.003753;0.006062;0.009793;0.003753;0.006062;0.009793
0.001606;0.002592;0.004183;0.001606;0.002592;0.004183
0.000468;0.000754;0.001214;0.000468;0.000754;0.001214
0.001968;0.003168;0.005102;0.001968;0.003168;0.005102
0.003640;0.005857;0.009423;0.003640;0.005857;0.009423
0.004427;0.007115;0.011436;0.004427;0.007115;0.011436
0.004819;0.007738;0.012426;0.004819;0.007738;0.012426
0.004375;0.007019;0.011261;0.004375;0.007019;0.011261
0.001906;0.003054;0.004895;0.001906;0.003054;0.004895
0.000977;0.001564;0.002504;0.000977;0.001564;0.002504
0.002949;0.004717;0.007545;0.002949;0.004717;0.007545
0.003097;0.004949;0.007909;0.003097;0.004949;0.007909
0.001787;0.002853;0.004556;0.001787;0.002853;0.004556
0.002110;0.003365;0.005367;0.002110;0.003365;0.005367
0.003323;0.005295;0.008436;0.003323;0.005295;0.008436
0.002847;0.004533;0.007217;0.002847;0.004533;0.007217
0.001507;0.002397;0.003814;0.001507;0.002397;0.003814
0.003050;0.004845;0.007697;0.003050;0.004845;0.007697
0.005429;0.008617;0.013677;0.005429;0.008617;0.013677
0.005589;0.008863;0.014056;0.005589;0.008863;0.014056
0.004449;0.007049;0.011169;0.004449;0.007049;0.011169
0.003312;0.005243;0.008300;0.003312;0.005243;0.008300
0.002155;0.003409;0.005391;0.002155;0.003409;0.005391
0.002388;0.003772;0.005958;0.002388;0.003772;0.005958
0.003279;0.005175;0.008169;0.003279;0.005175;0.008169
0.003173;0.005003;0.007889;0.003173;0.005003;0.007889
0.003977;0.006264;0.009867;0.003977;0.006264;0.009867
0.004131;0.006502;0.010234;0.004131;0.006502;0.010234
0.002513;0.003951;0.006213;0.002513;0.003951;0.006213
0.001820;0.002860;0.004492;0.001820;0.002860;0.004492
0.001075;0.001688;0.002648;0.001075;0.001688;0.002648
0.001164;0.001825;0.002861;0.001164;0.001825;0.002861
0.002529;0.003961;0.006204;0.002529;0.003961;0.006204
0.004271;0.006684;0.010459;0.004271;0.006684;0.010459
0.004337;0.006781;0.010601;0.004337;0.006781;0.010601
0.003759;0.005871;0.009171;0.003759;0.005871;0.009171
0.001650;0.002575;0.004018;0.001650;0.002575;0.004018
0.000930;0.001450;0.002261;0.000930;0.001450;0.002261
