Axial_Velocity;Axial_Demodulation;Radial_Acceleration;Radial_Velocity;Radial_Demodulation;Axial_Acceleration
0.004980;0.004297;0.003709;0.004980;0.004297;0.003709
0.004447;0.003836;0.003308;0.004447;0.003836;0.003308
0.005088;0.004386;0.003781;0.005088;0.004386;0.003781
0.010435;0.008991;0.007747;0.010435;0.008991;0.007747
0.014290;0.012306;0.010598;0.014290;0.012306;0.010598
0.009105;0.007837;0.006746;0.009105;0.007837;0.006746
0.005956;0.005124;0.004408;0.005956;0.005124;0.004408
0.013267;0.011408;0.009809;0.013267;0.011408;0.009809
0.011133;0.009567;0.008222;0.011133;0.009567;0.008222
0.006435;0.005527;0.004748;0.006435;0.005527;0.004748
0.004615;0.003962;0.003402;0.004615;0.003962;0.003402
0.004834;0.004148;0.003559;0.004834;0.004148;0.003559
0.007983;0.006846;0.005871;0.007983;0.006846;0.005871
0.006279;0.005382;0.004614;0.006279;0.005382;0.004614
0.002864;0.002454;0.002103;0.002864;0.002454;0.002103
0.003305;0.002830;0.002423;0.003305;0.002830;0.002423
0.005622;0.004811;0.004117;0.005622;0.004811;0.004117
0.005161;0.004415;0.003777;0.005161;0.004415;0.003777
0.003264;0.002791;0.002386;0.003264;0.002791;0.002386
0.002605;0.002226;0.001902;0.002605;0.002226;0.001902
0.003107;0.002654;0.002266;0.003107;0.002654;0.002266
0.002915;0.002488;0.002124;0.002915;0.002488;0.002124
0.006136;0.005234;0.004464;0.006136;0.005234;0.004464
0.012184;0.010391;0.008861;0.012184;0.010391;0.008861
0.008483;0.007230;0.006163;0.008483;0.007230;0.006163
0.007329;0.006243;0.005319;0.007329;0.006243;0.005319
0.008708;0.007415;0.006313;0.008708;0.007415;0.006313
0.009505;0.008089;0.006883;0.009505;0.008089;0.006883
0.010096;0.008588;0.007305;0.010096;0.008588;0.007305
0.006385;0.005428;0.004615;0.006385;0.005428;0.004615
0.005221;0.004436;0.003770;0.005221;0.004436;0.003770
0.003839;0.003260;0.002769;0.003839;0.003260;0.002769
0.002187;0.001857;0.001576;0.002187;0.001857;0.001576
0.002724;0.002311;0.001961;0.002724;0.002311;0.001961
0.003348;0.002839;0.002408;0.003348;0.002839;0.002408
0.002713;0.002300;0.001949;0.002713;0.002300;0.001949
0.001938;0.001642;0.001391;0.001938;0.001642;0.001391
0.002244;0.001900;0.001609;0.002244;0.001900;0.001609
0.002791;0.002361;0.001998;0.002791;0.002361;0.001998
0.004302;0.003639;0.003078;0.004302;0.003639;0.003078
0.007013;0.005929;0.005012;0.007013;0.005929;0.005012
0.008463;0.007151;0.006042;0.008463;0.007151;0.006042
0.007302;0.006167;0.005208;0.007302;0.006167;0.005208
0.004829;0.004077;0.003441;0.004829;0.004077;0.003441
0.004309;0.003635;0.003066;0.004309;0.003635;0.003066
0.006912;0.005828;0.004914;0.006912;0.005828;0.004914
0.009436;0.007952;0.006702;0.009436;0.007952;0.006702
0.007198;0.006064;0.005109;0.007198;0.006064;0.005109
0.003952;0.003327;0.002801;0.003952;0.003327;0.002801
0.008007;0.006737;0.005669;0.008007;0.006737;0.005669
0.012315;0.010358;0.008712;0.012315;0.010358;0.008712
0.010349;0.008701;0.007315;0.010349;0.008701;0.007315
0.004172;0.003505;0.002945;0.004172;0.003505;0.002945
0.004666;0.003919;0.003291;0.004666;0.003919;0.003291
0.004258;0.003574;0.003000;0.004258;0.003574;0.003000
0.004463;0.003744;0.003141;0.004463;0.003744;0.003141
0.003305;0.002772;0.002324;0.003305;0.002772;0.002324
0.008049;0.006746;0.005654;0.008049;0.006746;0.005654
0.009934;0.008321;0.006971;0.009934;0.008321;0.006971
0.005261;0.004405;0.003688;0.005261;0.004405;0.003688
0.006503;0.005442;0.004554;0.006503;0.005442;0.004554
0.007377;0.006170;0.005161;0.007377;0.006170;0.005161
0.005318;0.004446;0.003717;0.005318;0.004446;0.003717
0.003674;0.003070;0.002565;0.003674;0.003070;0.002565
0.002244;0.001874;0.001565;0.002244;0.001874;0.001565
0.002418;0.002019;0.001685;0.002418;0.002019;0.001685
0.002171;0.001811;0.001511;0.002171;0.001811;0.001511
0.006764;0.005640;0.004702;0.006764;0.005640;0.004702
0.008330;0.006943;0.005787;0.008330;0.006943;0.005787
0.005155;0.004295;0.003578;0.005155;0.004295;0.003578
0.003290;0.002739;0.002281;0.003290;0.002739;0.002281
0.002937;0.002444;0.002034;0.002937;0.002444;0.002034
0.005158;0.004290;0.003567;0.005158;0.004290;0.003567
0.008616;0.007163;0.005955;0.008616;0.007163;0.005955
0.007369;0.006123;0.005089;0.007369;0.006123;0.005089
0.004493;0.003732;0.003100;0.004493;0.003732;0.003100
0.003424;0.002842;0.002359;0.003424;0.002842;0.002359
0.005666;0.004701;0.003901;0.005666;0.004701;0.003901
0.005917;0.004907;0.004069;0.005917;0.004907;0.004069
0.008473;0.007023;0.005822;0.008473;0.007023;0.005822
0.008093;0.006705;0.005555;0.008093;0.006705;0.005555
0.005119;0.004239;0.003510;0.005119;0.004239;0.003510
0.007592;0.006284;0.005201;0.007592;0.006284;0.005201
0.009021;0.007462;0.006173;0.009021;0.007462;0.006173
0.006286;0.005198;0.004298;0.006286;0.005198;0.004298
0.007895;0.006524;0.005392;0.007895;0.006524;0.005392
0.009181;0.007583;0.006264;0.009181;0.007583;0.006264
0.004817;0.003977;0.003283;0.004817;0.003977;0.003283
0.000948;0.000783;0.000646;0.000948;0.000783;0.000646
0.002004;0.001652;0.001363;0.002004;0.001652;0.001363
0.001993;0.001643;0.001354;0.001993;0.001643;0.001354
0.004452;0.003668;0.003022;0.004452;0.003668;0.003022
0.003643;0.003001;0.002472;0.003643;0.003001;0.002472
0.003033;0.002497;0.002055;0.003033;0.002497;0.002055
0.003927;0.003231;0.002658;0.003927;0.003231;0.002658
0.006921;0.005690;0.004679;0.006921;0.005690;0.004679
0.007539;0.006197;0.005094;0.007539;0.006197;0.005094
0.004393;0.003609;0.002964;0.004393;0.003609;0.002964
0.003955;0.003247;0.002666;0.003955;0.003247;0.002666
0.005884;0.004829;0.003962;0.005884;0.004829;0.003962
0.007568;0.006208;0.005092;0.007568;0.006208;0.005092
0.004788;0.003926;0.003219;0.004788;0.003926;0.003219
0.002145;0.001758;0.001441;0.002145;0.001758;0.001441
0.001409;0.001154;0.000945;0.001409;0.001154;0.000945
0.004220;0.003455;0.002828;0.004220;0.003455;0.002828
0.002593;0.002121;0.001736;0.002593;0.002121;0.001736
0.003423;0.002800;0.002290;0.003423;0.002800;0.002290
0.000921;0.000753;0.000616;0.000921;0.000753;0.000616
0.002332;0.001905;0.001557;0.002332;0.001905;0.001557
0.003467;0.002831;0.002312;0.003467;0.002831;0.002312
0.001333;0.001088;0.000888;0.001333;0.001088;0.000888
0.003874;0.003160;0.002578;0.003874;0.003160;0.002578
0.005199;0.004239;0.003456;0.005199;0.004239;0.003456
0.004372;0.003564;0.002904;0.004372;0.003564;0.002904
0.002041;0.001663;0.001355;0.002041;0.001663;0.001355
0.004365;0.003554;0.002893;0.004365;0.003554;0.002893
0.005918;0.004816;0.003919;0.005918;0.004816;0.003919
0.005642;0.004589;0.003733;0.005642;0.004589;0.003733
0.002485;0.002021;0.001643;0.002485;0.002021;0.001643
0.002076;0.001687;0.001370;0.002076;0.001687;0.001370
0.003075;0.002498;0.002029;0.003075;0.002498;0.002029
0.003694;0.002998;0.002434;0.003694;0.002998;0.002434
0.003634;0.002949;0.002393;0.003634;0.002949;0.002393
0.002437;0.001977;0.001603;0.002437;0.001977;0.001603
0.002386;0.001935;0.001568;0.002386;0.001935;0.001568
0.003441;0.002788;0.002258;0.003441;0.002788;0.002258
0.006909;0.005595;0.004531;0.006909;0.005595;0.004531
0.008126;0.006577;0.005324;0.008126;0.006577;0.005324
0.009310;0.007532;0.006094;0.009310;0.007532;0.006094
0.006549;0.005296;0.004283;0.006549;0.005296;0.004283
0.004267;0.003449;0.002788;0.004267;0.003449;0.002788
0.003311;0.002675;0.002161;0.003311;0.002675;0.002161
0.003850;0.003109;0.002510;0.003850;0.003109;0.002510
0.001289;0.001041;0.000840;0.001289;0.001041;0.000840
0.002619;0.002113;0.001704;0.002619;0.002113;0.001704
0.003568;0.002877;0.002319;0.003568;0.002877;0.002319
0.003352;0.002702;0.002177;0.003352;0.002702;0.002177
0.006324;0.005094;0.004103;0.006324;0.005094;0.004103
0.005186;0.004176;0.003362;0.005186;0.004176;0.003362
0.006644;0.005347;0.004302;0.006644;0.005347;0.004302
0.005545;0.004460;0.003588;0.005545;0.004460;0.003588
0.002329;0.001873;0.001506;0.002329;0.001873;0.001506
0.005290;0.004250;0.003415;0.005290;0.004250;0.003415
0.008729;0.007011;0.005631;0.008729;0.007011;0.005631
0.006146;0.004934;0.003962;0.006146;0.004934;0.003962
0.004582;0.003676;0.002950;0.004582;0.003676;0.002950
0.005383;0.004317;0.003462;0.005383;0.004317;0.003462
0.004780;0.003832;0.003072;0.004780;0.003832;0.003072
0.004879;0.003909;0.003132;0.004879;0.003909;0.003132
0.004814;0.003855;0.003088;0.004814;0.003855;0.003088
0.003692;0.002955;0.002365;0.003692;0.002955;0.002365
0.005660;0.004528;0.003623;0.005660;0.004528;0.003623
0.005553;0.004441;0.003551;0.005553;0.004441;0.003551
0.002838;0.002268;0.001813;0.002838;0.002268;0.001813
0.003425;0.002736;0.002185;0.003425;0.002736;0.002185
0.006897;0.005508;0.004398;0.006897;0.005508;0.004398
0.006096;0.004866;0.003883;0.006096;0.004866;0.003883
0.004386;0.003499;0.002791;0.004386;0.003499;0.002791
0.002820;0.002249;0.001793;0.002820;0.002249;0.001793
0.000897;0.000715;0.000570;0.000897;0.000715;0.000570
0.002264;0.001804;0.001437;0.002264;0.001804;0.001437
0.001968;0.001567;0.001248;0.001968;0.001567;0.001248
0.003006;0.002392;0.001904;0.003006;0.002392;0.001904
0.001704;0.001356;0.001078;0.001704;0.001356;0.001078
0.002751;0.002187;0.001739;0.002751;0.002187;0.001739
0.003268;0.002597;0.002064;0.003268;0.002597;0.002064
0.003415;0.002712;0.002155;0.003415;0.002712;0.002155
0.005664;0.004497;0.003570;0.005664;0.004497;0.003570
0.007370;0.005849;0.004641;0.007370;0.005849;0.004641
0.007458;0.005916;0.004692;0.007458;0.005916;0.004692
0.003868;0.003067;0.002432;0.003868;0.003067;0.002432
0.002951;0.002338;0.001852;0.002951;0.002338;0.001852
0.003971;0.003145;0.002491;0.003971;0.003145;0.002491
0.003178;0.002516;0.001992;0.003178;0.002516;0.001992
0.002485;0.001967;0.001556;0.002485;0.001967;0.001556
0.001889;0.001494;0.001181;0.001889;0.001494;0.001181
0.002092;0.001654;0.001308;0.002092;0.001654;0.001308
0.000895;0.000707;0.000559;0.000895;0.000707;0.000559
0.002510;0.001982;0.001565;0.002510;0.001982;0.001565
0.002611;0.002061;0.001627;0.002611;0.002061;0.001627
0.003158;0.002492;0.001966;0.003158;0.002492;0.001966
0.003066;0.002418;0.001906;0.003066;0.002418;0.001906
0.006291;0.004959;0.003909;0.006291;0.004959;0.003909
0.008165;0.006433;0.005068;0.008165;0.006433;0.005068
0.003430;0.002702;0.002127;0.003430;0.002702;0.002127
0.006842;0.005386;0.004239;0.006842;0.005386;0.004239
0.008710;0.006853;0.005391;0.008710;0.006853;0.005391
0.004299;0.003381;0.002659;0.004299;0.003381;0.002659
0.003272;0.002572;0.002022;0.003272;0.002572;0.002022
0.004428;0.003478;0.002733;0.004428;0.003478;0.002733
0.005106;0.004009;0.003148;0.005106;0.004009;0.003148
0.003710;0.002912;0.002286;0.003710;0.002912;0.002286
0.004681;0.003672;0.002881;0.004681;0.003672;0.002881
0.003192;0.002503;0.001963;0.003192;0.002503;0.001963
0.004052;0.003176;0.002489;0.004052;0.003176;0.002489
0.002924;0.002291;0.001795;0.002924;0.002291;0.001795
0.002276;0.001782;0.001395;0.002276;0.001782;0.001395
0.003058;0.002394;0.001873;0.003058;0.002394;0.001873
0.002855;0.002234;0.001747;0.002855;0.002234;0.001747
0.003882;0.003036;0.002373;0.003882;0.003036;0.002373
0.004954;0.003872;0.003026;0.004954;0.003872;0.003026
0.003995;0.003121;0.002438;0.003995;0.003121;0.002438
0.003747;0.002925;0.002284;0.003747;0.002925;0.002284
0.006536;0.005101;0.003981;0.006536;0.005101;0.003981
0.007323;0.005712;0.004456;0.007323;0.005712;0.004456
0.005059;0.003945;0.003076;0.005059;0.003945;0.003076
0.007238;0.005641;0.004396;0.007238;0.005641;0.004396
0.009994;0.007785;0.006065;0.009994;0.007785;0.006065
0.007048;0.005488;0.004273;0.007048;0.005488;0.004273
0.003969;0.003089;0.002404;0.003969;0.003089;0.002404
0.005528;0.004300;0.003345;0.005528;0.004300;0.003345
0.003283;0.002553;0.001985;0.003283;0.002553;0.001985
0.002669;0.002074;0.001612;0.002669;0.002074;0.001612
0.002222;0.001726;0.001341;0.002222;0.001726;0.001341
0.007574;0.005880;0.004565;0.007574;0.005880;0.004565
0.011809;0.009164;0.007112;0.011809;0.009164;0.007112
0.014840;0.011511;0.008929;0.014840;0.011511;0.008929
0.012112;0.009391;0.007282;0.012112;0.009391;0.007282
0.005844;0.004529;0.003511;0.005844;0.004529;0.003511
0.005800;0.004492;0.003479;0.005800;0.004492;0.003479
0.007153;0.005539;0.004288;0.007153;0.005539;0.004288
0.005745;0.004447;0.003441;0.005745;0.004447;0.003441
0.002816;0.002178;0.001685;0.002816;0.002178;0.001685
0.002634;0.002037;0.001574;0.002634;0.002037;0.001574
0.004987;0.003854;0.002979;0.004987;0.003854;0.002979
0.005269;0.004071;0.003144;0.005269;0.004071;0.003144
0.004721;0.003645;0.002814;0.004721;0.003645;0.002814
0.006453;0.004979;0.003842;0.006453;0.004979;0.003842
0.008700;0.006711;0.005177;0.008700;0.006711;0.005177
0.005994;0.004621;0.003563;0.005994;0.004621;0.003563
0.003161;0.002436;0.001877;0.003161;0.002436;0.001877
0.003060;0.002357;0.001816;0.003060;0.002357;0.001816
0.004222;0.003251;0.002503;0.004222;0.003251;0.002503
0.007020;0.005403;0.004158;0.007020;0.005403;0.004158
0.005814;0.004473;0.003440;0.005814;0.004473;0.003440
0.004133;0.003177;0.002443;0.004133;0.003177;0.002443
0.002607;0.002003;0.001540;0.002607;0.002003;0.001540
0.002059;0.001581;0.001215;0.002059;0.001581;0.001215
0.006634;0.005093;0.003910;0.006634;0.005093;0.003910
0.007317;0.005615;0.004309;0.007317;0.005615;0.004309
0.007867;0.006035;0.004629;0.007867;0.006035;0.004629
0.008585;0.006582;0.005047;0.008585;0.006582;0.005047
0.004603;0.003528;0.002704;0.004603;0.003528;0.002704
0.002806;0.002149;0.001646;0.002806;0.002149;0.001646
0.003519;0.002694;0.002063;0.003519;0.002694;0.002063
0.005663;0.004334;0.003317;0.005663;0.004334;0.003317
0.008066;0.006170;0.004719;0.008066;0.006170;0.004719
0.008538;0.006528;0.004991;0.008538;0.006528;0.004991
0.008661;0.006619;0.005059;0.008661;0.006619;0.005059
0.009634;0.007360;0.005622;0.009634;0.007360;0.005622
0.008648;0.006604;0.005043;0.008648;0.006604;0.005043
0.005506;0.004202;0.003207;0.005506;0.004202;0.003207
0.004534;0.003458;0.002638;0.004534;0.003458;0.002638
0.006670;0.005086;0.003878;0.006670;0.005086;0.003878
0.007041;0.005366;0.004090;0.007041;0.005366;0.004090
0.005175;0.003942;0.003003;0.005175;0.003942;0.003003
0.002679;0.002040;0.001553;0.002679;0.002040;0.001553
0.001843;0.001402;0.001067;0.001843;0.001402;0.001067
0.000900;0.000685;0.000521;0.000900;0.000685;0.000521
0.001363;0.001036;0.000788;0.001363;0.001036;0.000788
0.001212;0.000921;0.000700;0.001212;0.000921;0.000700
0.000928;0.000705;0.000535;0.000928;0.000705;0.000535
0.004708;0.003575;0.002714;0.004708;0.003575;0.002714
0.007080;0.005374;0.004078;0.007080;0.005374;0.004078
0.007675;0.005823;0.004417;0.007675;0.005823;0.004417
0.007497;0.005685;0.004311;0.007497;0.005685;0.004311
0.003939;0.002986;0.002264;0.003939;0.002986;0.002264
0.003368;0.002551;0.001933;0.003368;0.002551;0.001933
0.006266;0.004745;0.003593;0.006266;0.004745;0.003593
0.007336;0.005553;0.004203;0.007336;0.005553;0.004203
0.005076;0.003841;0.002906;0.005076;0.003841;0.002906
0.003804;0.002876;0.002175;0.003804;0.002876;0.002175
0.005873;0.004439;0.003355;0.005873;0.004439;0.003355
0.008164;0.006168;0.004660;0.008164;0.006168;0.004660
0.006600;0.004985;0.003765;0.006600;0.004985;0.003765
0.003800;0.002868;0.002165;0.003800;0.002868;0.002165
0.005774;0.004356;0.003286;0.005774;0.004356;0.003286
0.010968;0.008271;0.006238;0.010968;0.008271;0.006238
0.012538;0.009451;0.007125;0.012538;0.009451;0.007125
0.007951;0.005992;0.004515;0.007951;0.005992;0.004515
0.001781;0.001341;0.001010;0.001781;0.001341;0.001010
0.002751;0.002071;0.001559;0.002751;0.002071;0.001559
0.001973;0.001485;0.001117;0.001973;0.001485;0.001117
0.006636;0.004991;0.003754;0.006636;0.004991;0.003754
0.009513;0.007152;0.005377;0.009513;0.007152;0.005377
0.006510;0.004892;0.003676;0.006510;0.004892;0.003676
0.003341;0.002509;0.001885;0.003341;0.002509;0.001885
0.004762;0.003575;0.002684;0.004762;0.003575;0.002684
0.004768;0.003578;0.002685;0.004768;0.003578;0.002685
0.003806;0.002855;0.002141;0.003806;0.002855;0.002141
0.005664;0.004247;0.003184;0.005664;0.004247;0.003184
0.004968;0.003723;0.002790;0.004968;0.003723;0.002790
0.002799;0.002097;0.001571;0.002799;0.002097;0.001571
0.002456;0.001839;0.001377;0.002456;0.001839;0.001377
0.003305;0.002473;0.001851;0.003305;0.002473;0.001851
0.003145;0.002353;0.001760;0.003145;0.002353;0.001760
0.003140;0.002348;0.001755;0.003140;0.002348;0.001755
0.003132;0.002340;0.001749;0.003132;0.002340;0.001749
0.002676;0.001999;0.001493;0.002676;0.001999;0.001493
0.003326;0.002483;0.001854;0.003326;0.002483;0.001854
0.005401;0.004031;0.003008;0.005401;0.004031;0.003008
0.005628;0.004199;0.003133;0.005628;0.004199;0.003133
0.003431;0.002559;0.001908;0.003431;0.002559;0.001908
0.003087;0.002301;0.001715;0.003087;0.002301;0.001715
0.004440;0.003308;0.002464;0.004440;0.003308;0.002464
0.005049;0.003759;0.002800;0.005049;0.003759;0.002800
0.006123;0.004557;0.003392;0.006123;0.004557;0.003392
0.007262;0.005403;0.004020;0.007262;0.005403;0.004020
0.007199;0.005354;0.003982;0.007199;0.005354;0.003982
0.005124;0.003809;0.002831;0.005124;0.003809;0.002831
0.003772;0.002802;0.002082;0.003772;0.002802;0.002082
0.001391;0.001033;0.000767;0.001391;0.001033;0.000767
0.006324;0.004695;0.003485;0.006324;0.004695;0.003485
0.006132;0.004550;0.003376;0.006132;0.004550;0.003376
0.003014;0.002236;0.001658;0.003014;0.002236;0.001658
0.002438;0.001807;0.001340;0.002438;0.001807;0.001340
0.003752;0.002780;0.002060;0.003752;0.002780;0.002060
0.003079;0.002281;0.001689;0.003079;0.002281;0.001689
0.003514;0.002601;0.001926;0.003514;0.002601;0.001926
0.004744;0.003511;0.002598;0.004744;0.003511;0.002598
0.007204;0.005329;0.003941;0.007204;0.005329;0.003941
0.006180;0.004570;0.003379;0.006180;0.004570;0.003379
0.004668;0.003450;0.002550;0.004668;0.003450;0.002550
0.006022;0.004448;0.003286;0.006022;0.004448;0.003286
0.004578;0.003381;0.002497;0.004578;0.003381;0.002497
0.004134;0.003051;0.002251;0.004134;0.003051;0.002251
0.005957;0.004395;0.003242;0.005957;0.004395;0.003242
0.003983;0.002937;0.002166;0.003983;0.002937;0.002166
0.003080;0.002270;0.001673;0.003080;0.002270;0.001673
0.004312;0.003176;0.002340;0.004312;0.003176;0.002340
0.005083;0.003743;0.002757;0.005083;0.003743;0.002757
0.005529;0.004069;0.002995;0.005529;0.004069;0.002995
0.007737;0.005692;0.004188;0.007737;0.005692;0.004188
0.008920;0.006560;0.004824;0.008920;0.006560;0.004824
0.005828;0.004284;0.003149;0.005828;0.004284;0.003149
0.002969;0.002182;0.001603;0.002969;0.002182;0.001603
0.007055;0.005181;0.003805;0.007055;0.005181;0.003805
0.007293;0.005354;0.003930;0.007293;0.005354;0.003930
0.007953;0.005836;0.004282;0.007953;0.005836;0.004282
0.007568;0.005551;0.004071;0.007568;0.005551;0.004071
0.006412;0.004701;0.003446;0.006412;0.004701;0.003446
0.006583;0.004824;0.003535;0.006583;0.004824;0.003535
0.005330;0.003904;0.002860;0.005330;0.003904;0.002860
0.004890;0.003581;0.002622;0.004890;0.003581;0.002622
0.002994;0.002192;0.001604;0.002994;0.002192;0.001604
0.003590;0.002626;0.001921;0.003590;0.002626;0.001921
0.005160;0.003773;0.002759;0.005160;0.003773;0.002759
0.006354;0.004644;0.003394;0.006354;0.004644;0.003394
0.004023;0.002939;0.002148;0.004023;0.002939;0.002148
0.003943;0.002879;0.002102;0.003943;0.002879;0.002102
0.005967;0.004355;0.003179;0.005967;0.004355;0.003179
0.005871;0.004283;0.003125;0.005871;0.004283;0.003125
0.005031;0.003669;0.002676;0.005031;0.003669;0.002676
0.004135;0.003014;0.002197;0.004135;0.003014;0.002197
0.004465;0.003253;0.002370;0.004465;0.003253;0.002370
0.005449;0.003968;0.002890;0.005449;0.003968;0.002890
0.005951;0.004332;0.003154;0.005951;0.004332;0.003154
0.004841;0.003523;0.002563;0.004841;0.003523;0.002563
0.006208;0.004516;0.003284;0.006208;0.004516;0.003284
0.004795;0.003486;0.002535;0.004795;0.003486;0.002535
0.004674;0.003397;0.002468;0.004674;0.003397;0.002468
0.007822;0.005681;0.004127;0.007822;0.005681;0.004127
0.009335;0.006778;0.004921;0.009335;0.006778;0.004921
0.011036;0.008009;0.005813;0.011036;0.008009;0.005813
0.004392;0.003186;0.002312;0.004392;0.003186;0.002312
0.004174;0.003027;0.002195;0.004174;0.003027;0.002195
0.002588;0.001876;0.001359;0.002588;0.001876;0.001359
0.002450;0.001775;0.001286;0.002450;0.001775;0.001286
0.003998;0.002895;0.002096;0.003998;0.002895;0.002096
0.003250;0.002353;0.001703;0.003250;0.002353;0.001703
0.001734;0.001255;0.000908;0.001734;0.001255;0.000908
0.001346;0.000973;0.000704;0.001346;0.000973;0.000704
0.003531;0.002552;0.001845;0.003531;0.002552;0.001845
0.002831;0.002046;0.001479;0.002831;0.002046;0.001479
0.003574;0.002581;0.001864;0.003574;0.002581;0.001864
0.005409;0.003905;0.002819;0.005409;0.003905;0.002819
0.005515;0.003980;0.002872;0.005515;0.003980;0.002872
0.006181;0.004458;0.003216;0.006181;0.004458;0.003216
0.005552;0.004003;0.002887;0.005552;0.004003;0.002887
0.003833;0.002762;0.001991;0.003833;0.002762;0.001991
0.005869;0.004228;0.003045;0.005869;0.004228;0.003045
0.008009;0.005767;0.004153;0.008009;0.005767;0.004153
0.003748;0.002698;0.001942;0.003748;0.002698;0.001942
0.002242;0.001613;0.001160;0.002242;0.001613;0.001160
0.005036;0.003621;0.002604;0.005036;0.003621;0.002604
0.003424;0.002461;0.001769;0.003424;0.002461;0.001769
0.001842;0.001324;0.000951;0.001842;0.001324;0.000951
0.002591;0.001861;0.001336;0.002591;0.001861;0.001336
0.004219;0.003029;0.002174;0.004219;0.003029;0.002174
0.010104;0.007250;0.005203;0.010104;0.007250;0.005203
0.008956;0.006424;0.004608;0.008956;0.006424;0.004608
0.005342;0.003830;0.002746;0.005342;0.003830;0.002746
0.004629;0.003318;0.002377;0.004629;0.003318;0.002377
0.004438;0.003179;0.002277;0.004438;0.003179;0.002277
0.004784;0.003425;0.002453;0.004784;0.003425;0.002453
0.006091;0.004359;0.003120;0.006091;0.004359;0.003120
0.007328;0.005243;0.003751;0.007328;0.005243;0.003751
0.008077;0.005776;0.004130;0.008077;0.005776;0.004130
0.012303;0.008794;0.006285;0.012303;0.008794;0.006285
0.016632;0.011883;0.008490;0.016632;0.011883;0.008490
0.016336;0.011667;0.008332;0.016336;0.011667;0.008332
0.012251;0.008746;0.006244;0.012251;0.008746;0.006244
0.005887;0.004201;0.002998;0.005887;0.004201;0.002998
0.004455;0.003177;0.002266;0.004455;0.003177;0.002266
0.009692;0.006910;0.004926;0.009692;0.006910;0.004926
0.010950;0.007804;0.005561;0.010950;0.007804;0.005561
0.010683;0.007610;0.005421;0.010683;0.007610;0.005421
0.007372;0.005250;0.003738;0.007372;0.005250;0.003738
0.002430;0.001729;0.001231;0.002430;0.001729;0.001231
0.003626;0.002579;0.001835;0.003626;0.002579;0.001835
0.005671;0.004033;0.002868;0.005671;0.004033;0.002868
0.001632;0.001160;0.000824;0.001632;0.001160;0.000824
0.008286;0.005888;0.004183;0.008286;0.005888;0.004183
0.009980;0.007088;0.005034;0.009980;0.007088;0.005034
0.004055;0.002879;0.002044;0.004055;0.002879;0.002044
0.003261;0.002314;0.001642;0.003261;0.002314;0.001642
0.005301;0.003760;0.002667;0.005301;0.003760;0.002667
0.005544;0.003931;0.002787;0.005544;0.003931;0.002787
0.005083;0.003602;0.002553;0.005083;0.003602;0.002553
0.005501;0.003896;0.002760;0.005501;0.003896;0.002760
0.003405;0.002411;0.001707;0.003405;0.002411;0.001707
0.004623;0.003272;0.002316;0.004623;0.003272;0.002316
0.004803;0.003398;0.002404;0.004803;0.003398;0.002404
0.003035;0.002146;0.001518;0.003035;0.002146;0.001518
0.003077;0.002175;0.001537;0.003077;0.002175;0.001537
0.006165;0.004355;0.003077;0.006165;0.004355;0.003077
0.008130;0.005742;0.004055;0.008130;0.005742;0.004055
0.006439;0.004546;0.003209;0.006439;0.004546;0.003209
0.004699;0.003316;0.002340;0.004699;0.003316;0.002340
0.005623;0.003966;0.002797;0.005623;0.003966;0.002797
0.007790;0.005492;0.003872;0.007790;0.005492;0.003872
0.009486;0.006685;0.004712;0.009486;0.006685;0.004712
0.008620;0.006073;0.004278;0.008620;0.006073;0.004278
0.006471;0.004556;0.003208;0.006471;0.004556;0.003208
0.005029;0.003540;0.002492;0.005029;0.003540;0.002492
0.002906;0.002045;0.001438;0.002906;0.002045;0.001438
0.004795;0.003372;0.002372;0.004795;0.003372;0.002372
0.007103;0.004993;0.003510;0.007103;0.004993;0.003510
0.003058;0.002149;0.001510;0.003058;0.002149;0.001510
0.006675;0.004688;0.003293;0.006675;0.004688;0.003293
0.004047;0.002842;0.001995;0.004047;0.002842;0.001995
0.003720;0.002610;0.001832;0.003720;0.002610;0.001832
0.007015;0.004921;0.003452;0.007015;0.004921;0.003452
0.006367;0.004464;0.003130;0.006367;0.004464;0.003130
0.006698;0.004694;0.003290;0.006698;0.004694;0.003290
0.006146;0.004306;0.003016;0.006146;0.004306;0.003016
0.004768;0.003339;0.002338;0.004768;0.003339;0.002338
0.002532;0.001773;0.001241;0.002532;0.001773;0.001241
0.001660;0.001161;0.000813;0.001660;0.001161;0.000813
0.001616;0.001130;0.000790;0.001616;0.001130;0.000790
0.002657;0.001857;0.001298;0.002657;0.001857;0.001298
0.002036;0.001423;0.000994;0.002036;0.001423;0.000994
0.002538;0.001772;0.001238;0.002538;0.001772;0.001238
0.005203;0.003633;0.002536;0.005203;0.003633;0.002536
0.005572;0.003889;0.002714;0.005572;0.003889;0.002714
0.004132;0.002883;0.002011;0.004132;0.002883;0.002011
0.002655;0.001851;0.001291;0.002655;0.001851;0.001291
0.004645;0.003237;0.002256;0.004645;0.003237;0.002256
0.007595;0.005292;0.003688;0.007595;0.005292;0.003688
0.004948;0.003446;0.002400;0.004948;0.003446;0.002400
0.007016;0.004884;0.003400;0.007016;0.004884;0.003400
0.004313;0.003001;0.002089;0.004313;0.003001;0.002089
0.001842;0.001281;0.000891;0.001842;0.001281;0.000891
0.001753;0.001219;0.000847;0.001753;0.001219;0.000847
