Radial_Acceleration;Radial_Velocity;Radial_Demodulation;Axial_Acceleration;Axial_Velocity;Axial_Demodulation
0.002946;0.002205;0.001650;0.002946;0.002205;0.001650
0.003033;0.002269;0.001697;0.003033;0.002269;0.001697
0.003577;0.002674;0.002000;0.003577;0.002674;0.002000
0.003769;0.002817;0.002105;0.003769;0.002817;0.002105
0.002930;0.002189;0.001635;0.002930;0.002189;0.001635
0.003250;0.002427;0.001812;0.003250;0.002427;0.001812
0.005380;0.004015;0.002997;0.005380;0.004015;0.002997
0.005738;0.004281;0.003194;0.005738;0.004281;0.003194
0.003492;0.002604;0.001942;0.003492;0.002604;0.001942
0.002968;0.002212;0.001649;0.002968;0.002212;0.001649
0.004539;0.003382;0.002519;0.004539;0.003382;0.002519
0.005289;0.003938;0.002933;0.005289;0.003938;0.002933
0.006050;0.004503;0.003352;0.006050;0.004503;0.003352
0.007061;0.005253;0.003909;0.007061;0.005253;0.003909
0.007283;0.005416;0.004028;0.007283;0.005416;0.004028
0.005103;0.003793;0.002820;0.005103;0.003793;0.002820
0.003731;0.002772;0.002060;0.003731;0.002772;0.002060
0.001725;0.001281;0.000951;0.001725;0.001281;0.000951
0.006502;0.004827;0.003583;0.006502;0.004827;0.003583
0.006372;0.004728;0.003508;0.006372;0.004728;0.003508
0.003004;0.002228;0.001653;0.003004;0.002228;0.001653
0.002609;0.001934;0.001434;0.002609;0.001934;0.001434
0.003849;0.002852;0.002113;0.003849;0.002852;0.002113
0.003062;0.002268;0.001680;0.003062;0.002268;0.001680
0.003641;0.002696;0.001996;0.003641;0.002696;0.001996
0.004762;0.003524;0.002608;0.004762;0.003524;0.002608
0.007077;0.005234;0.003872;0.007077;0.005234;0.003872
0.006036;0.004463;0.003300;0.006036;0.004463;0.003300
0.004660;0.003444;0.002545;0.004660;0.003444;0.002545
0.006141;0.004536;0.003351;0.006141;0.004536;0.003351
0.004666;0.003446;0.002545;0.004666;0.003446;0.002545
0.003826;0.002823;0.002083;0.003826;0.002823;0.002083
0.005727;0.004225;0.003117;0.005727;0.004225;0.003117
0.004476;0.003300;0.002434;0.004476;0.003300;0.002434
0.003376;0.002488;0.001834;0.003376;0.002488;0.001834
0.004054;0.002986;0.002200;0.004054;0.002986;0.002200
0.005148;0.003791;0.002792;0.005148;0.003791;0.002792
0.005994;0.004412;0.003247;0.005994;0.004412;0.003247
0.008208;0.006039;0.004443;0.008208;0.006039;0.004443
0.009040;0.006648;0.004889;0.009040;0.006648;0.004889
0.005862;0.004309;0.003168;0.005862;0.004309;0.003168
0.003103;0.002280;0.001675;0.003103;0.002280;0.001675
0.007095;0.005211;0.003827;0.007095;0.005211;0.003827
0.007466;0.005481;0.004023;0.007466;0.005481;0.004023
0.008132;0.005967;0.004378;0.008132;0.005967;0.004378
0.007792;0.005715;0.004192;0.007792;0.005715;0.004192
0.006324;0.004636;0.003399;0.006324;0.004636;0.003399
0.006480;0.004748;0.003480;0.006480;0.004748;0.003480
0.005479;0.004013;0.002940;0.005479;0.004013;0.002940
0.005149;0.003770;0.002760;0.005149;0.003770;0.002760
0.003164;0.002316;0.001695;0.003164;0.002316;0.001695
0.003569;0.002611;0.001910;0.003569;0.002611;0.001910
0.004959;0.003626;0.002651;0.004959;0.003626;0.002651
0.006203;0.004533;0.003313;0.006203;0.004533;0.003313
0.003899;0.002849;0.002082;0.003899;0.002849;0.002082
0.003814;0.002784;0.002033;0.003814;0.002784;0.002033
0.005876;0.004289;0.003131;0.005876;0.004289;0.003131
0.005625;0.004104;0.002995;0.005625;0.004104;0.002995
0.004581;0.003341;0.002437;0.004581;0.003341;0.002437
0.003763;0.002743;0.001999;0.003763;0.002743;0.001999
0.004313;0.003143;0.002290;0.004313;0.003143;0.002290
0.005512;0.004014;0.002923;0.005512;0.004014;0.002923
0.006104;0.004444;0.003235;0.006104;0.004444;0.003235
0.005038;0.003666;0.002667;0.005038;0.003666;0.002667
0.006242;0.004540;0.003302;0.006242;0.004540;0.003302
0.004914;0.003572;0.002597;0.004914;0.003572;0.002597
0.004307;0.003130;0.002275;0.004307;0.003130;0.002275
0.007198;0.005229;0.003798;0.007198;0.005229;0.003798
0.008820;0.006404;0.004650;0.008820;0.006404;0.004650
0.010732;0.007789;0.005653;0.010732;0.007789;0.005653
0.004451;0.003229;0.002342;0.004451;0.003229;0.002342
0.004196;0.003043;0.002206;0.004196;0.003043;0.002206
0.002640;0.001913;0.001387;0.002640;0.001913;0.001387
0.002341;0.001696;0.001229;0.002341;0.001696;0.001229
0.003899;0.002824;0.002045;0.003899;0.002824;0.002045
0.003252;0.002354;0.001704;0.003252;0.002354;0.001704
0.001734;0.001254;0.000908;0.001734;0.001254;0.000908
0.001426;0.001031;0.000746;0.001426;0.001031;0.000746
0.003556;0.002571;0.001858;0.003556;0.002571;0.001858
0.002487;0.001797;0.001299;0.002487;0.001797;0.001299
0.003481;0.002514;0.001815;0.003481;0.002514;0.001815
0.005667;0.004092;0.002954;0.005667;0.004092;0.002954
0.005588;0.004033;0.002910;0.005588;0.004033;0.002910
0.005872;0.004236;0.003055;0.005872;0.004236;0.003055
0.004851;0.003498;0.002522;0.004851;0.003498;0.002522
0.003490;0.002515;0.001812;0.003490;0.002515;0.001812
0.006269;0.004516;0.003253;0.006269;0.004516;0.003253
0.007888;0.005680;0.004090;0.007888;0.005680;0.004090
0.003477;0.002503;0.001801;0.003477;0.002503;0.001801
0.002295;0.001651;0.001188;0.002295;0.001651;0.001188
0.005305;0.003815;0.002743;0.005305;0.003815;0.002743
0.004064;0.002922;0.002100;0.004064;0.002922;0.002100
0.002133;0.001533;0.001101;0.002133;0.001533;0.001101
0.002595;0.001863;0.001338;0.002595;0.001863;0.001338
0.004449;0.003194;0.002293;0.004449;0.003194;0.002293
0.009944;0.007135;0.005120;0.009944;0.007135;0.005120
0.008584;0.006157;0.004416;0.008584;0.006157;0.004416
0.004892;0.003507;0.002515;0.004892;0.003507;0.002515
0.004476;0.003208;0.002299;0.004476;0.003208;0.002299
0.004332;0.003103;0.002223;0.004332;0.003103;0.002223
0.004443;0.003181;0.002278;0.004443;0.003181;0.002278
0.005879;0.004207;0.003011;0.005879;0.004207;0.003011
0.007221;0.005166;0.003696;0.007221;0.005166;0.003696
0.008125;0.005810;0.004155;0.008125;0.005810;0.004155
0.012317;0.008804;0.006293;0.012317;0.008804;0.006293
0.016614;0.011870;0.008481;0.016614;0.011870;0.008481
0.016511;0.011792;0.008422;0.016511;0.011792;0.008422
0.012612;0.009004;0.006428;0.012612;0.009004;0.006428
0.005963;0.004255;0.003037;0.005963;0.004255;0.003037
0.004079;0.002909;0.002074;0.004079;0.002909;0.002074
0.009219;0.006573;0.004686;0.009219;0.006573;0.004686
0.010363;0.007385;0.005263;0.010363;0.007385;0.005263
0.010045;0.007155;0.005097;0.010045;0.007155;0.005097
0.006686;0.004761;0.003390;0.006686;0.004761;0.003390
0.002002;0.001424;0.001014;0.002002;0.001424;0.001014
0.003921;0.002789;0.001984;0.003921;0.002789;0.001984
0.005661;0.004025;0.002863;0.005661;0.004025;0.002863
0.001724;0.001225;0.000871;0.001724;0.001225;0.000871
0.008120;0.005769;0.004099;0.008120;0.005769;0.004099
0.009830;0.006981;0.004958;0.009830;0.006981;0.004958
0.004176;0.002964;0.002104;0.004176;0.002964;0.002104
0.003099;0.002199;0.001560;0.003099;0.002199;0.001560
0.005346;0.003792;0.002690;0.005346;0.003792;0.002690
0.005407;0.003833;0.002718;0.005407;0.003833;0.002718
0.004774;0.003383;0.002398;0.004774;0.003383;0.002398
0.005204;0.003687;0.002611;0.005204;0.003687;0.002611
0.003280;0.002323;0.001645;0.003280;0.002323;0.001645
0.004429;0.003135;0.002218;0.004429;0.003135;0.002218
0.004565;0.003230;0.002285;0.004565;0.003230;0.002285
0.003043;0.002152;0.001522;0.003043;0.002152;0.001522
0.002947;0.002083;0.001472;0.002947;0.002083;0.001472
0.005860;0.004140;0.002925;0.005860;0.004140;0.002925
0.007944;0.005610;0.003962;0.007944;0.005610;0.003962
0.006465;0.004565;0.003223;0.006465;0.004565;0.003223
0.004918;0.003470;0.002449;0.004918;0.003470;0.002449
0.005654;0.003988;0.002813;0.005654;0.003988;0.002813
0.007415;0.005228;0.003686;0.007415;0.005228;0.003686
0.009179;0.006469;0.004559;0.009179;0.006469;0.004559
0.008536;0.006014;0.004236;0.008536;0.006014;0.004236
0.006533;0.004600;0.003239;0.006533;0.004600;0.003239
0.005295;0.003727;0.002624;0.005295;0.003727;0.002624
0.003122;0.002196;0.001545;0.003122;0.002196;0.001545
0.004926;0.003465;0.002436;0.004926;0.003465;0.002436
0.006988;0.004912;0.003453;0.006988;0.004912;0.003453
0.003038;0.002135;0.001500;0.003038;0.002135;0.001500
0.006789;0.004769;0.003349;0.006789;0.004769;0.003349
0.004418;0.003102;0.002178;0.004418;0.003102;0.002178
0.003904;0.002739;0.001922;0.003904;0.002739;0.001922
0.007114;0.004990;0.003501;0.007114;0.004990;0.003501
0.005995;0.004204;0.002948;0.005995;0.004204;0.002948
0.006031;0.004227;0.002963;0.006031;0.004227;0.002963
0.005774;0.004045;0.002834;0.005774;0.004045;0.002834
0.004818;0.003374;0.002363;0.004818;0.003374;0.002363
0.002414;0.001690;0.001183;0.002414;0.001690;0.001183
0.001874;0.001311;0.000917;0.001874;0.001311;0.000917
0.001676;0.001172;0.000820;0.001676;0.001172;0.000820
0.002571;0.001797;0.001256;0.002571;0.001797;0.001256
0.001978;0.001383;0.000966;0.001978;0.001383;0.000966
0.002654;0.001854;0.001294;0.002654;0.001854;0.001294
0.005583;0.003898;0.002722;0.005583;0.003898;0.002722
0.005714;0.003988;0.002783;0.005714;0.003988;0.002783
0.003887;0.002712;0.001892;0.003887;0.002712;0.001892
0.002444;0.001704;0.001188;0.002444;0.001704;0.001188
0.004763;0.003320;0.002314;0.004763;0.003320;0.002314
0.007451;0.005192;0.003618;0.007451;0.005192;0.003618
0.004608;0.003209;0.002235;0.004608;0.003209;0.002235
0.006841;0.004762;0.003316;0.006841;0.004762;0.003316
0.004302;0.002993;0.002083;0.004302;0.002993;0.002083
0.001922;0.001337;0.000930;0.001922;0.001337;0.000930
0.001561;0.001086;0.000755;0.001561;0.001086;0.000755
0.005595;0.003888;0.002702;0.005595;0.003888;0.002702
0.005105;0.003547;0.002464;0.005105;0.003547;0.002464
0.001605;0.001115;0.000774;0.001605;0.001115;0.000774
0.002897;0.002011;0.001396;0.002897;0.002011;0.001396
0.003352;0.002326;0.001614;0.003352;0.002326;0.001614
0.003587;0.002488;0.001725;0.003587;0.002488;0.001725
0.004025;0.002790;0.001934;0.004025;0.002790;0.001934
0.006169;0.004274;0.002962;0.006169;0.004274;0.002962
0.009284;0.006431;0.004454;0.009284;0.006431;0.004454
0.009965;0.006900;0.004777;0.009965;0.006900;0.004777
0.006808;0.004712;0.003262;0.006808;0.004712;0.003262
0.003516;0.002432;0.001683;0.003516;0.002432;0.001683
0.002812;0.001945;0.001345;0.002812;0.001945;0.001345
0.003119;0.002156;0.001490;0.003119;0.002156;0.001490
0.002632;0.001818;0.001256;0.002632;0.001818;0.001256
0.001422;0.000983;0.000679;0.001422;0.000983;0.000679
0.000712;0.000491;0.000339;0.000712;0.000491;0.000339
0.001184;0.000817;0.000564;0.001184;0.000817;0.000564
0.002611;0.001801;0.001242;0.002611;0.001801;0.001242
0.007980;0.005501;0.003793;0.007980;0.005501;0.003793
0.015054;0.010376;0.007151;0.015054;0.010376;0.007151
0.010009;0.006896;0.004751;0.010009;0.006896;0.004751
0.002479;0.001707;0.001175;0.002479;0.001707;0.001175
0.004630;0.003187;0.002194;0.004630;0.003187;0.002194
0.005682;0.003910;0.002690;0.005682;0.003910;0.002690
0.004413;0.003035;0.002088;0.004413;0.003035;0.002088
0.003660;0.002516;0.001730;0.003660;0.002516;0.001730
0.003098;0.002129;0.001463;0.003098;0.002129;0.001463
0.001197;0.000822;0.000565;0.001197;0.000822;0.000565
0.001875;0.001287;0.000884;0.001875;0.001287;0.000884
0.002438;0.001674;0.001149;0.002438;0.001674;0.001149
0.001678;0.001151;0.000790;0.001678;0.001151;0.000790
0.003808;0.002611;0.001791;0.003808;0.002611;0.001791
0.003542;0.002428;0.001665;0.003542;0.002428;0.001665
0.003702;0.002537;0.001738;0.003702;0.002537;0.001738
0.004027;0.002758;0.001889;0.004027;0.002758;0.001889
0.002677;0.001833;0.001255;0.002677;0.001833;0.001255
0.001737;0.001189;0.000813;0.001737;0.001189;0.000813
0.003237;0.002214;0.001515;0.003237;0.002214;0.001515
0.005696;0.003895;0.002663;0.005696;0.003895;0.002663
0.006706;0.004584;0.003133;0.006706;0.004584;0.003133
0.007635;0.005216;0.003564;0.007635;0.005216;0.003564
0.008888;0.006070;0.004146;0.008888;0.006070;0.004146
0.007190;0.004909;0.003351;0.007190;0.004909;0.003351
0.004518;0.003083;0.002104;0.004518;0.003083;0.002104
0.002846;0.001941;0.001324;0.002846;0.001941;0.001324
0.006119;0.004172;0.002844;0.006119;0.004172;0.002844
0.009192;0.006265;0.004270;0.009192;0.006265;0.004270
0.007256;0.004943;0.003368;0.007256;0.004943;0.003368
0.005241;0.003569;0.002430;0.005241;0.003569;0.002430
0.004006;0.002727;0.001857;0.004006;0.002727;0.001857
0.002524;0.001718;0.001169;0.002524;0.001718;0.001169
0.006274;0.004268;0.002903;0.006274;0.004268;0.002903
0.009444;0.006421;0.004365;0.009444;0.006421;0.004365
0.010452;0.007103;0.004827;0.010452;0.007103;0.004827
0.008116;0.005514;0.003746;0.008116;0.005514;0.003746
0.008698;0.005906;0.004011;0.008698;0.005906;0.004011
0.007122;0.004834;0.003281;0.007122;0.004834;0.003281
0.004187;0.002841;0.001928;0.004187;0.002841;0.001928
0.007399;0.005018;0.003403;0.007399;0.005018;0.003403
0.009965;0.006755;0.004580;0.009965;0.006755;0.004580
0.009388;0.006362;0.004311;0.009388;0.006362;0.004311
0.009137;0.006189;0.004192;0.009137;0.006189;0.004192
0.008221;0.005567;0.003769;0.008221;0.005567;0.003769
0.004845;0.003280;0.002220;0.004845;0.003280;0.002220
0.001798;0.001217;0.000823;0.001798;0.001217;0.000823
0.002456;0.001661;0.001123;0.002456;0.001661;0.001123
0.006608;0.004467;0.003019;0.006608;0.004467;0.003019
0.010814;0.007307;0.004937;0.010814;0.007307;0.004937
0.012494;0.008439;0.005700;0.012494;0.008439;0.005700
0.012721;0.008589;0.005799;0.012721;0.008589;0.005799
0.010120;0.006830;0.004610;0.010120;0.006830;0.004610
0.006677;0.004504;0.003039;0.006677;0.004504;0.003039
0.002014;0.001358;0.000916;0.002014;0.001358;0.000916
0.004369;0.002945;0.001985;0.004369;0.002945;0.001985
0.003165;0.002132;0.001437;0.003165;0.002132;0.001437
0.005788;0.003899;0.002626;0.005788;0.003899;0.002626
0.005629;0.003790;0.002551;0.005629;0.003790;0.002551
0.003759;0.002530;0.001703;0.003759;0.002530;0.001703
0.006712;0.004515;0.003037;0.006712;0.004515;0.003037
0.010752;0.007230;0.004861;0.010752;0.007230;0.004861
0.011600;0.007797;0.005241;0.011600;0.007797;0.005241
0.014677;0.009861;0.006626;0.014677;0.009861;0.006626
0.015669;0.010524;0.007068;0.015669;0.010524;0.007068
0.011777;0.007907;0.005309;0.011777;0.007907;0.005309
0.008998;0.006038;0.004052;0.008998;0.006038;0.004052
0.008214;0.005510;0.003696;0.008214;0.005510;0.003696
0.005737;0.003847;0.002580;0.005737;0.003847;0.002580
0.003343;0.002241;0.001502;0.003343;0.002241;0.001502
0.002000;0.001340;0.000898;0.002000;0.001340;0.000898
0.001603;0.001073;0.000719;0.001603;0.001073;0.000719
0.004409;0.002951;0.001975;0.004409;0.002951;0.001975
0.006990;0.004678;0.003130;0.006990;0.004678;0.003130
0.004137;0.002767;0.001851;0.004137;0.002767;0.001851
0.001416;0.000946;0.000633;0.001416;0.000946;0.000633
0.004037;0.002698;0.001803;0.004037;0.002698;0.001803
0.009761;0.006521;0.004356;0.009761;0.006521;0.004356
0.017180;0.011473;0.007662;0.017180;0.011473;0.007662
0.017407;0.011620;0.007757;0.017407;0.011620;0.007757
0.015210;0.010149;0.006772;0.015210;0.010149;0.006772
0.010864;0.007246;0.004834;0.010864;0.007246;0.004834
0.002209;0.001473;0.000982;0.002209;0.001473;0.000982
0.009946;0.006628;0.004418;0.009946;0.006628;0.004418
0.012137;0.008086;0.005387;0.012137;0.008086;0.005387
0.009096;0.006057;0.004034;0.009096;0.006057;0.004034
0.002825;0.001881;0.001252;0.002825;0.001881;0.001252
0.007345;0.004887;0.003252;0.007345;0.004887;0.003252
0.010401;0.006918;0.004601;0.010401;0.006918;0.004601
0.008121;0.005399;0.003590;0.008121;0.005399;0.003590
0.002807;0.001866;0.001240;0.002807;0.001866;0.001240
0.008211;0.005454;0.003623;0.008211;0.005454;0.003623
0.012038;0.007994;0.005309;0.012038;0.007994;0.005309
0.006980;0.004634;0.003076;0.006980;0.004634;0.003076
0.004068;0.002699;0.001791;0.004068;0.002699;0.001791
0.005726;0.003798;0.002519;0.005726;0.003798;0.002519
0.006088;0.004037;0.002677;0.006088;0.004037;0.002677
0.006809;0.004513;0.002991;0.006809;0.004513;0.002991
0.010709;0.007094;0.004699;0.010709;0.007094;0.004699
0.013608;0.009011;0.005968;0.013608;0.009011;0.005968
0.011931;0.007898;0.005228;0.011931;0.007898;0.005228
0.007110;0.004705;0.003114;0.007110;0.004705;0.003114
0.004070;0.002692;0.001780;0.004070;0.002692;0.001780
0.007299;0.004826;0.003191;0.007299;0.004826;0.003191
0.006724;0.004443;0.002936;0.006724;0.004443;0.002936
0.012898;0.008521;0.005629;0.012898;0.008521;0.005629
0.013761;0.009087;0.006001;0.013761;0.009087;0.006001
0.011781;0.007777;0.005134;0.011781;0.007777;0.005134
0.006773;0.004469;0.002949;0.006773;0.004469;0.002949
0.009597;0.006330;0.004175;0.009597;0.006330;0.004175
0.006480;0.004272;0.002817;0.006480;0.004272;0.002817
0.003320;0.002188;0.001442;0.003320;0.002188;0.001442
0.003720;0.002451;0.001614;0.003720;0.002451;0.001614
0.004481;0.002951;0.001943;0.004481;0.002951;0.001943
0.004328;0.002849;0.001876;0.004328;0.002849;0.001876
0.005195;0.003418;0.002249;0.005195;0.003418;0.002249
0.009048;0.005951;0.003914;0.009048;0.005951;0.003914
0.010215;0.006716;0.004416;0.010215;0.006716;0.004416
0.008399;0.005520;0.003628;0.008399;0.005520;0.003628
0.004101;0.002695;0.001771;0.004101;0.002695;0.001771
0.003741;0.002457;0.001613;0.003741;0.002457;0.001613
0.005394;0.003541;0.002325;0.005394;0.003541;0.002325
0.004788;0.003142;0.002062;0.004788;0.003142;0.002062
0.004878;0.003199;0.002099;0.004878;0.003199;0.002099
0.006763;0.004434;0.002907;0.006763;0.004434;0.002907
0.007170;0.004700;0.003080;0.007170;0.004700;0.003080
0.004222;0.002766;0.001812;0.004222;0.002766;0.001812
0.002840;0.001859;0.001218;0.002840;0.001859;0.001218
0.005344;0.003499;0.002290;0.005344;0.003499;0.002290
0.004557;0.002982;0.001951;0.004557;0.002982;0.001951
0.004952;0.003239;0.002119;0.004952;0.003239;0.002119
0.006684;0.004370;0.002858;0.006684;0.004370;0.002858
0.007701;0.005033;0.003290;0.007701;0.005033;0.003290
0.002616;0.001709;0.001117;0.002616;0.001709;0.001117
0.003511;0.002293;0.001497;0.003511;0.002293;0.001497
0.003695;0.002412;0.001575;0.003695;0.002412;0.001575
0.009469;0.006179;0.004032;0.009469;0.006179;0.004032
0.010867;0.007088;0.004624;0.010867;0.007088;0.004624
0.009418;0.006141;0.004004;0.009418;0.006141;0.004004
0.009937;0.006477;0.004222;0.009937;0.006477;0.004222
0.006484;0.004225;0.002753;0.006484;0.004225;0.002753
0.007837;0.005104;0.003324;0.007837;0.005104;0.003324
0.009374;0.006103;0.003973;0.009374;0.006103;0.003973
0.004709;0.003065;0.001995;0.004709;0.003065;0.001995
0.002917;0.001898;0.001234;0.002917;0.001898;0.001234
0.004192;0.002726;0.001772;0.004192;0.002726;0.001772
0.007009;0.004556;0.002961;0.007009;0.004556;0.002961
0.007571;0.004919;0.003197;0.007571;0.004919;0.003197
0.004061;0.002638;0.001714;0.004061;0.002638;0.001714
0.004077;0.002646;0.001718;0.004077;0.002646;0.001718
0.009437;0.006124;0.003974;0.009437;0.006124;0.003974
0.013870;0.008998;0.005837;0.013870;0.008998;0.005837
0.014573;0.009451;0.006129;0.014573;0.009451;0.006129
0.009302;0.006030;0.003909;0.009302;0.006030;0.003909
0.003839;0.002487;0.001612;0.003839;0.002487;0.001612
0.005382;0.003486;0.002258;0.005382;0.003486;0.002258
0.005154;0.003337;0.002161;0.005154;0.003337;0.002161
0.002315;0.001498;0.000970;0.002315;0.001498;0.000970
0.000893;0.000577;0.000374;0.000893;0.000577;0.000374
0.004386;0.002837;0.001835;0.004386;0.002837;0.001835
0.006778;0.004382;0.002833;0.006778;0.004382;0.002833
0.007644;0.004939;0.003192;0.007644;0.004939;0.003192
0.007276;0.004700;0.003036;0.007276;0.004700;0.003036
0.002905;0.001876;0.001212;0.002905;0.001876;0.001212
0.002965;0.001914;0.001235;0.002965;0.001914;0.001235
0.003930;0.002536;0.001636;0.003930;0.002536;0.001636
0.007805;0.005034;0.003246;0.007805;0.005034;0.003246
0.011018;0.007103;0.004579;0.011018;0.007103;0.004579
0.010068;0.006489;0.004182;0.010068;0.006489;0.004182
0.008392;0.005406;0.003483;0.008392;0.005406;0.003483
0.007832;0.005044;0.003248;0.007832;0.005044;0.003248
0.005649;0.003637;0.002341;0.005649;0.003637;0.002341
0.002412;0.001552;0.000999;0.002412;0.001552;0.000999
0.001440;0.000926;0.000595;0.001440;0.000926;0.000595
0.001742;0.001120;0.000720;0.001742;0.001120;0.000720
0.002088;0.001342;0.000862;0.002088;0.001342;0.000862
0.004194;0.002694;0.001731;0.004194;0.002694;0.001731
0.006432;0.004131;0.002653;0.006432;0.004131;0.002653
0.005540;0.003557;0.002284;0.005540;0.003557;0.002284
0.002080;0.001334;0.000856;0.002080;0.001334;0.000856
0.004769;0.003059;0.001962;0.004769;0.003059;0.001962
0.004263;0.002734;0.001753;0.004263;0.002734;0.001753
0.006616;0.004241;0.002718;0.006616;0.004241;0.002718
0.006073;0.003891;0.002493;0.006073;0.003891;0.002493
0.005495;0.003519;0.002254;0.005495;0.003519;0.002254
0.006011;0.003848;0.002464;0.006011;0.003848;0.002464
0.007176;0.004592;0.002939;0.007176;0.004592;0.002939
0.006387;0.004086;0.002614;0.006387;0.004086;0.002614
0.002005;0.001282;0.000820;0.002005;0.001282;0.000820
0.002954;0.001888;0.001207;0.002954;0.001888;0.001207
0.002499;0.001597;0.001020;0.002499;0.001597;0.001020
0.004574;0.002921;0.001866;0.004574;0.002921;0.001866
0.005742;0.003666;0.002341;0.005742;0.003666;0.002341
0.005597;0.003572;0.002280;0.005597;0.003572;0.002280
0.007496;0.004782;0.003051;0.007496;0.004782;0.003051
0.007830;0.004994;0.003185;0.007830;0.004994;0.003185
0.005794;0.003694;0.002355;0.005794;0.003694;0.002355
0.006805;0.004336;0.002763;0.006805;0.004336;0.002763
0.008871;0.005651;0.003600;0.008871;0.005651;0.003600
0.008231;0.005241;0.003338;0.008231;0.005241;0.003338
0.005932;0.003776;0.002404;0.005932;0.003776;0.002404
0.003558;0.002264;0.001441;0.003558;0.002264;0.001441
0.002948;0.001875;0.001193;0.002948;0.001875;0.001193
0.002204;0.001401;0.000891;0.002204;0.001401;0.000891
0.001750;0.001112;0.000707;0.001750;0.001112;0.000707
0.002977;0.001891;0.001201;0.002977;0.001891;0.001201
0.003891;0.002471;0.001569;0.003891;0.002471;0.001569
0.006670;0.004234;0.002688;0.006670;0.004234;0.002688
0.006443;0.004089;0.002595;0.006443;0.004089;0.002595
0.000312;0.000198;0.000125;0.000312;0.000198;0.000125
0.001802;0.001142;0.000724;0.001802;0.001142;0.000724
0.005074;0.003216;0.002039;0.005074;0.003216;0.002039
0.004328;0.002742;0.001738;0.004328;0.002742;0.001738
0.003031;0.001920;0.001216;0.003031;0.001920;0.001216
0.002787;0.001764;0.001117;0.002787;0.001764;0.001117
0.006889;0.004360;0.002759;0.006889;0.004360;0.002759
0.008149;0.005155;0.003261;0.008149;0.005155;0.003261
0.003886;0.002458;0.001554;0.003886;0.002458;0.001554
0.002467;0.001559;0.000986;0.002467;0.001559;0.000986
0.001811;0.001145;0.000723;0.001811;0.001145;0.000723
0.001067;0.000674;0.000426;0.001067;0.000674;0.000426
0.003715;0.002345;0.001481;0.003715;0.002345;0.001481
0.006087;0.003842;0.002425;0.006087;0.003842;0.002425
0.004389;0.002770;0.001748;0.004389;0.002770;0.001748
0.002871;0.001811;0.001142;0.002871;0.001811;0.001142
0.004089;0.002578;0.001625;0.004089;0.002578;0.001625
0.003828;0.002413;0.001521;0.003828;0.002413;0.001521
0.002432;0.001532;0.000965;0.002432;0.001532;0.000965
0.003749;0.002361;0.001487;0.003749;0.002361;0.001487
0.004042;0.002544;0.001602;0.004042;0.002544;0.001602
0.004803;0.003022;0.001902;0.004803;0.003022;0.001902
0.005617;0.003533;0.002222;0.005617;0.003533;0.002222
0.007776;0.004890;0.003074;0.007776;0.004890;0.003074
0.005778;0.003632;0.002283;0.005778;0.003632;0.002283
0.002203;0.001384;0.000870;0.002203;0.001384;0.000870
0.002209;0.001387;0.000871;0.002209;0.001387;0.000871
0.003776;0.002371;0.001488;0.003776;0.002371;0.001488
0.003887;0.002439;0.001531;0.003887;0.002439;0.001531
0.003135;0.001967;0.001234;0.003135;0.001967;0.001234
0.001871;0.001173;0.000736;0.001871;0.001173;0.000736
0.002999;0.001880;0.001179;0.002999;0.001880;0.001179
0.003214;0.002014;0.001262;0.003214;0.002014;0.001262
0.002852;0.001787;0.001119;0.002852;0.001787;0.001119
0.003817;0.002390;0.001497;0.003817;0.002390;0.001497
0.005336;0.003340;0.002091;0.005336;0.003340;0.002091
0.009487;0.005936;0.003714;0.009487;0.005936;0.003714
0.010284;0.006432;0.004023;0.010284;0.006432;0.004023
0.007870;0.004921;0.003077;0.007870;0.004921;0.003077
0.005380;0.003362;0.002102;0.005380;0.003362;0.002102
0.004591;0.002868;0.001792;0.004591;0.002868;0.001792
0.006296;0.003932;0.002455;0.006296;0.003932;0.002455
0.007221;0.004508;0.002814;0.007221;0.004508;0.002814
0.005537;0.003456;0.002157;0.005537;0.003456;0.002157
0.003483;0.002173;0.001356;0.003483;0.002173;0.001356
0.001722;0.001074;0.000669;0.001722;0.001074;0.000669
0.003025;0.001885;0.001175;0.003025;0.001885;0.001175
0.005016;0.003125;0.001947;0.005016;0.003125;0.001947
0.004375;0.002725;0.001697;0.004375;0.002725;0.001697
0.004813;0.002996;0.001866;0.004813;0.002996;0.001866
0.005809;0.003616;0.002250;0.005809;0.003616;0.002250
0.004958;0.003084;0.001919;0.004958;0.003084;0.001919
0.009330;0.005803;0.003609;0.009330;0.005803;0.003609
0.007156;0.004449;0.002766;0.007156;0.004449;0.002766
0.005542;0.003444;0.002140;0.005542;0.003444;0.002140
0.006741;0.004188;0.002601;0.006741;0.004188;0.002601
0.007430;0.004614;0.002865;0.007430;0.004614;0.002865
0.007099;0.004407;0.002736;0.007099;0.004407;0.002736
0.005422;0.003365;0.002088;0.005422;0.003365;0.002088
0.002306;0.001431;0.000888;0.002306;0.001431;0.000888
0.001392;0.000863;0.000535;0.001392;0.000863;0.000535
0.000696;0.000431;0.000267;0.000696;0.000431;0.000267
0.001171;0.000725;0.000449;0.001171;0.000725;0.000449
0.003370;0.002087;0.001293;0.003370;0.002087;0.001293
0.005013;0.003104;0.001922;0.005013;0.003104;0.001922
0.003707;0.002295;0.001420;0.003707;0.002295;0.001420
