Radial_Acceleration;Radial_Velocity;Radial_Demodulation;Axial_Acceleration;Axial_Velocity;Axial_Demodulation
0.009279;0.004616;0.002297;0.009279;0.004616;0.002297
0.006705;0.003335;0.001659;0.006705;0.003335;0.001659
0.006228;0.003097;0.001540;0.006228;0.003097;0.001540
0.006490;0.003226;0.001604;0.006490;0.003226;0.001604
0.004043;0.002009;0.000999;0.004043;0.002009;0.000999
0.002740;0.001361;0.000676;0.002740;0.001361;0.000676
0.004282;0.002127;0.001056;0.004282;0.002127;0.001056
0.004121;0.002046;0.001016;0.004121;0.002046;0.001016
0.002226;0.001105;0.000549;0.002226;0.001105;0.000549
0.002125;0.001054;0.000523;0.002125;0.001054;0.000523
0.002190;0.001086;0.000539;0.002190;0.001086;0.000539
0.001469;0.000728;0.000361;0.001469;0.000728;0.000361
0.001998;0.000991;0.000491;0.001998;0.000991;0.000491
0.003148;0.001560;0.000773;0.003148;0.001560;0.000773
0.005382;0.002666;0.001321;0.005382;0.002666;0.001321
0.006314;0.003128;0.001549;0.006314;0.003128;0.001549
0.002823;0.001398;0.000692;0.002823;0.001398;0.000692
0.002676;0.001325;0.000656;0.002676;0.001325;0.000656
0.004292;0.002124;0.001051;0.004292;0.002124;0.001051
0.004097;0.002027;0.001003;0.004097;0.002027;0.001003
0.005899;0.002917;0.001443;0.005899;0.002917;0.001443
0.006244;0.003087;0.001526;0.006244;0.003087;0.001526
0.007278;0.003598;0.001778;0.007278;0.003598;0.001778
0.002961;0.001463;0.000723;0.002961;0.001463;0.000723
0.004085;0.002018;0.000997;0.004085;0.002018;0.000997
0.002384;0.001177;0.000581;0.002384;0.001177;0.000581
0.001653;0.000816;0.000403;0.001653;0.000816;0.000403
0.001537;0.000759;0.000374;0.001537;0.000759;0.000374
0.003704;0.001828;0.000902;0.003704;0.001828;0.000902
0.006699;0.003304;0.001630;0.006699;0.003304;0.001630
0.006495;0.003203;0.001579;0.006495;0.003203;0.001579
0.005248;0.002587;0.001275;0.005248;0.002587;0.001275
0.005320;0.002622;0.001292;0.005320;0.002622;0.001292
0.006766;0.003333;0.001642;0.006766;0.003333;0.001642
0.007818;0.003851;0.001896;0.007818;0.003851;0.001896
0.008280;0.004077;0.002007;0.008280;0.004077;0.002007
0.008495;0.004181;0.002058;0.008495;0.004181;0.002058
0.007030;0.003459;0.001702;0.007030;0.003459;0.001702
0.004608;0.002267;0.001115;0.004608;0.002267;0.001115
0.004433;0.002180;0.001072;0.004433;0.002180;0.001072
0.006594;0.003242;0.001594;0.006594;0.003242;0.001594
0.008089;0.003975;0.001954;0.008089;0.003975;0.001954
0.007129;0.003503;0.001721;0.007129;0.003503;0.001721
0.005071;0.002491;0.001223;0.005071;0.002491;0.001223
0.005023;0.002467;0.001211;0.005023;0.002467;0.001211
0.002955;0.001451;0.000712;0.002955;0.001451;0.000712
0.005609;0.002753;0.001351;0.005609;0.002753;0.001351
0.006203;0.003043;0.001493;0.006203;0.003043;0.001493
0.004608;0.002260;0.001109;0.004608;0.002260;0.001109
0.004761;0.002335;0.001145;0.004761;0.002335;0.001145
0.003254;0.001595;0.000782;0.003254;0.001595;0.000782
0.001120;0.000549;0.000269;0.001120;0.000549;0.000269
0.004810;0.002356;0.001154;0.004810;0.002356;0.001154
0.007827;0.003833;0.001877;0.007827;0.003833;0.001877
0.004486;0.002196;0.001075;0.004486;0.002196;0.001075
0.002617;0.001281;0.000627;0.002617;0.001281;0.000627
0.001628;0.000797;0.000390;0.001628;0.000797;0.000390
0.001310;0.000641;0.000313;0.001310;0.000641;0.000313
0.002381;0.001164;0.000569;0.002381;0.001164;0.000569
0.004223;0.002064;0.001009;0.004223;0.002064;0.001009
0.004077;0.001993;0.000974;0.004077;0.001993;0.000974
0.002008;0.000981;0.000479;0.002008;0.000981;0.000479
0.002386;0.001165;0.000569;0.002386;0.001165;0.000569
0.003952;0.001930;0.000942;0.003952;0.001930;0.000942
0.003697;0.001804;0.000881;0.003697;0.001804;0.000881
0.005820;0.002840;0.001386;0.005820;0.002840;0.001386
0.007077;0.003453;0.001685;0.007077;0.003453;0.001685
0.006032;0.002942;0.001435;0.006032;0.002942;0.001435
0.006344;0.003093;0.001508;0.006344;0.003093;0.001508
0.005918;0.002885;0.001406;0.005918;0.002885;0.001406
0.005785;0.002819;0.001374;0.005785;0.002819;0.001374
0.003496;0.001703;0.000830;0.003496;0.001703;0.000830
0.002095;0.001020;0.000497;0.002095;0.001020;0.000497
0.007759;0.003778;0.001839;0.007759;0.003778;0.001839
0.010803;0.005258;0.002559;0.010803;0.005258;0.002559
0.007061;0.003436;0.001672;0.007061;0.003436;0.001672
0.002408;0.001171;0.000570;0.002408;0.001171;0.000570
0.002297;0.001117;0.000543;0.002297;0.001117;0.000543
0.003271;0.001590;0.000773;0.003271;0.001590;0.000773
0.006472;0.003145;0.001529;0.006472;0.003145;0.001529
0.006467;0.003142;0.001527;0.006467;0.003142;0.001527
0.005501;0.002672;0.001298;0.005501;0.002672;0.001298
0.003055;0.001483;0.000720;0.003055;0.001483;0.000720
0.004405;0.002138;0.001038;0.004405;0.002138;0.001038
0.004161;0.002020;0.000980;0.004161;0.002020;0.000980
0.003741;0.001815;0.000880;0.003741;0.001815;0.000880
0.004442;0.002155;0.001045;0.004442;0.002155;0.001045
0.004817;0.002336;0.001132;0.004817;0.002336;0.001132
0.005766;0.002795;0.001355;0.005766;0.002795;0.001355
0.003842;0.001862;0.000902;0.003842;0.001862;0.000902
0.002871;0.001391;0.000674;0.002871;0.001391;0.000674
0.005588;0.002706;0.001311;0.005588;0.002706;0.001311
0.006934;0.003357;0.001626;0.006934;0.003357;0.001626
0.004283;0.002073;0.001003;0.004283;0.002073;0.001003
0.002749;0.001330;0.000644;0.002749;0.001330;0.000644
0.003185;0.001541;0.000745;0.003185;0.001541;0.000745
0.001326;0.000641;0.000310;0.001326;0.000641;0.000310
0.006671;0.003225;0.001559;0.006671;0.003225;0.001559
0.001915;0.000925;0.000447;0.001915;0.000925;0.000447
0.005121;0.002474;0.001196;0.005121;0.002474;0.001196
0.002097;0.001013;0.000489;0.002097;0.001013;0.000489
0.002636;0.001273;0.000615;0.002636;0.001273;0.000615
0.001928;0.000931;0.000449;0.001928;0.000931;0.000449
0.004525;0.002184;0.001054;0.004525;0.002184;0.001054
0.008029;0.003873;0.001869;0.008029;0.003873;0.001869
0.004117;0.001986;0.000958;0.004117;0.001986;0.000958
0.004891;0.002358;0.001137;0.004891;0.002358;0.001137
0.008163;0.003935;0.001897;0.008163;0.003935;0.001897
0.011636;0.005607;0.002702;0.011636;0.005607;0.002702
0.011035;0.005316;0.002561;0.011035;0.005316;0.002561
0.006260;0.003015;0.001452;0.006260;0.003015;0.001452
0.003176;0.001529;0.000736;0.003176;0.001529;0.000736
0.002527;0.001216;0.000585;0.002527;0.001216;0.000585
0.001452;0.000699;0.000336;0.001452;0.000699;0.000336
0.000917;0.000441;0.000212;0.000917;0.000441;0.000212
0.002895;0.001392;0.000669;0.002895;0.001392;0.000669
0.005458;0.002624;0.001262;0.005458;0.002624;0.001262
0.005434;0.002612;0.001255;0.005434;0.002612;0.001255
0.007136;0.003429;0.001648;0.007136;0.003429;0.001648
0.005841;0.002806;0.001348;0.005841;0.002806;0.001348
0.003470;0.001667;0.000800;0.003470;0.001667;0.000800
0.007817;0.003753;0.001802;0.007817;0.003753;0.001802
0.007524;0.003611;0.001733;0.007524;0.003611;0.001733
0.007902;0.003792;0.001819;0.007902;0.003792;0.001819
0.006720;0.003223;0.001546;0.006720;0.003223;0.001546
0.003386;0.001624;0.000779;0.003386;0.001624;0.000779
0.001657;0.000794;0.000381;0.001657;0.000794;0.000381
0.000769;0.000369;0.000177;0.000769;0.000369;0.000177
0.002749;0.001317;0.000631;0.002749;0.001317;0.000631
0.003910;0.001873;0.000897;0.003910;0.001873;0.000897
0.003106;0.001487;0.000712;0.003106;0.001487;0.000712
0.004341;0.002078;0.000995;0.004341;0.002078;0.000995
0.006312;0.003021;0.001446;0.006312;0.003021;0.001446
0.006254;0.002992;0.001432;0.006254;0.002992;0.001432
0.008790;0.004204;0.002011;0.008790;0.004204;0.002011
0.010367;0.004957;0.002370;0.010367;0.004957;0.002370
0.009191;0.004393;0.002100;0.009191;0.004393;0.002100
0.007094;0.003390;0.001620;0.007094;0.003390;0.001620
0.004796;0.002291;0.001095;0.004796;0.002291;0.001095
0.005332;0.002546;0.001216;0.005332;0.002546;0.001216
0.008539;0.004077;0.001946;0.008539;0.004077;0.001946
0.010799;0.005154;0.002460;0.010799;0.005154;0.002460
0.010874;0.005189;0.002476;0.010874;0.005189;0.002476
0.007550;0.003602;0.001718;0.007550;0.003602;0.001718
0.006191;0.002952;0.001408;0.006191;0.002952;0.001408
0.007954;0.003792;0.001808;0.007954;0.003792;0.001808
0.005949;0.002836;0.001352;0.005949;0.002836;0.001352
0.002142;0.001021;0.000486;0.002142;0.001021;0.000486
0.001925;0.000917;0.000437;0.001925;0.000917;0.000437
0.010106;0.004813;0.002292;0.010106;0.004813;0.002292
0.012811;0.006099;0.002904;0.012811;0.006099;0.002904
0.007027;0.003345;0.001592;0.007027;0.003345;0.001592
0.007108;0.003382;0.001609;0.007108;0.003382;0.001609
0.005024;0.002390;0.001137;0.005024;0.002390;0.001137
0.003014;0.001433;0.000682;0.003014;0.001433;0.000682
0.005918;0.002814;0.001338;0.005918;0.002814;0.001338
0.008322;0.003955;0.001880;0.008322;0.003955;0.001880
0.010724;0.005095;0.002421;0.010724;0.005095;0.002421
0.013229;0.006283;0.002985;0.013229;0.006283;0.002985
0.010028;0.004762;0.002261;0.010028;0.004762;0.002261
0.007078;0.003360;0.001595;0.007078;0.003360;0.001595
0.008031;0.003811;0.001809;0.008031;0.003811;0.001809
0.011888;0.005640;0.002676;0.011888;0.005640;0.002676
0.013629;0.006465;0.003066;0.013629;0.006465;0.003066
0.011550;0.005477;0.002597;0.011550;0.005477;0.002597
0.011421;0.005414;0.002566;0.011421;0.005414;0.002566
0.010443;0.004949;0.002346;0.010443;0.004949;0.002346
0.005559;0.002634;0.001248;0.005559;0.002634;0.001248
0.003290;0.001558;0.000738;0.003290;0.001558;0.000738
0.006753;0.003197;0.001514;0.006753;0.003197;0.001514
0.008190;0.003877;0.001835;0.008190;0.003877;0.001835
0.003796;0.001796;0.000850;0.003796;0.001796;0.000850
0.003945;0.001866;0.000883;0.003945;0.001866;0.000883
0.004763;0.002253;0.001065;0.004763;0.002253;0.001065
0.007047;0.003332;0.001576;0.007047;0.003332;0.001576
0.012174;0.005755;0.002720;0.012174;0.005755;0.002720
0.012167;0.005750;0.002717;0.012167;0.005750;0.002717
0.007432;0.003511;0.001659;0.007432;0.003511;0.001659
0.005254;0.002481;0.001172;0.005254;0.002481;0.001172
0.005735;0.002708;0.001278;0.005735;0.002708;0.001278
0.009049;0.004271;0.002016;0.009049;0.004271;0.002016
0.005254;0.002480;0.001170;0.005254;0.002480;0.001170
0.010347;0.004881;0.002302;0.010347;0.004881;0.002302
0.016895;0.007968;0.003758;0.016895;0.007968;0.003758
0.013780;0.006497;0.003064;0.013780;0.006497;0.003064
0.011831;0.005577;0.002629;0.011831;0.005577;0.002629
0.014363;0.006768;0.003189;0.014363;0.006768;0.003189
0.012774;0.006018;0.002835;0.012774;0.006018;0.002835
0.007841;0.003693;0.001739;0.007841;0.003693;0.001739
0.007952;0.003744;0.001762;0.007952;0.003744;0.001762
0.010735;0.005053;0.002378;0.010735;0.005053;0.002378
0.009960;0.004687;0.002205;0.009960;0.004687;0.002205
0.012569;0.005912;0.002781;0.012569;0.005912;0.002781
0.018730;0.008809;0.004142;0.018730;0.008809;0.004142
0.015514;0.007294;0.003429;0.015514;0.007294;0.003429
0.006880;0.003233;0.001520;0.006880;0.003233;0.001520
0.011409;0.005361;0.002519;0.011409;0.005361;0.002519
0.011582;0.005441;0.002556;0.011582;0.005441;0.002556
0.011472;0.005387;0.002530;0.011472;0.005387;0.002530
0.008700;0.004084;0.001918;0.008700;0.004084;0.001918
0.007772;0.003648;0.001712;0.007772;0.003648;0.001712
0.020655;0.009692;0.004547;0.020655;0.009692;0.004547
0.020700;0.009710;0.004555;0.020700;0.009710;0.004555
0.016525;0.007749;0.003634;0.016525;0.007749;0.003634
0.015281;0.007164;0.003359;0.015281;0.007164;0.003359
0.014761;0.006918;0.003243;0.014761;0.006918;0.003243
0.013917;0.006521;0.003055;0.013917;0.006521;0.003055
0.005316;0.002491;0.001167;0.005316;0.002491;0.001167
0.004341;0.002032;0.000952;0.004341;0.002032;0.000952
0.002911;0.001363;0.000638;0.002911;0.001363;0.000638
0.003315;0.001551;0.000726;0.003315;0.001551;0.000726
0.007149;0.003345;0.001565;0.007149;0.003345;0.001565
0.010223;0.004782;0.002237;0.010223;0.004782;0.002237
0.009133;0.004271;0.001997;0.009133;0.004271;0.001997
0.008860;0.004142;0.001936;0.008860;0.004142;0.001936
0.011130;0.005202;0.002431;0.011130;0.005202;0.002431
0.009377;0.004382;0.002047;0.009377;0.004382;0.002047
0.006448;0.003012;0.001407;0.006448;0.003012;0.001407
0.006271;0.002928;0.001367;0.006271;0.002928;0.001367
0.009221;0.004304;0.002009;0.009221;0.004304;0.002009
0.007518;0.003509;0.001638;0.007518;0.003509;0.001638
0.002059;0.000960;0.000448;0.002059;0.000960;0.000448
0.003204;0.001495;0.000697;0.003204;0.001495;0.000697
0.004656;0.002171;0.001012;0.004656;0.002171;0.001012
0.005024;0.002342;0.001092;0.005024;0.002342;0.001092
0.015524;0.007235;0.003372;0.015524;0.007235;0.003372
0.019049;0.008875;0.004135;0.019049;0.008875;0.004135
0.025361;0.011813;0.005502;0.025361;0.011813;0.005502
0.022635;0.010540;0.004908;0.022635;0.010540;0.004908
0.016597;0.007726;0.003597;0.016597;0.007726;0.003597
0.012061;0.005613;0.002612;0.012061;0.005613;0.002612
0.011459;0.005332;0.002481;0.011459;0.005332;0.002481
0.011873;0.005523;0.002569;0.011873;0.005523;0.002569
0.010268;0.004774;0.002220;0.010268;0.004774;0.002220
0.013038;0.006061;0.002817;0.013038;0.006061;0.002817
0.017670;0.008212;0.003816;0.017670;0.008212;0.003816
0.021910;0.010180;0.004729;0.021910;0.010180;0.004729
0.024272;0.011274;0.005236;0.024272;0.011274;0.005236
0.023494;0.010909;0.005066;0.023494;0.010909;0.005066
0.021290;0.009883;0.004588;0.021290;0.009883;0.004588
0.021217;0.009846;0.004569;0.021217;0.009846;0.004569
0.020934;0.009713;0.004506;0.020934;0.009713;0.004506
0.016814;0.007799;0.003617;0.016814;0.007799;0.003617
0.015670;0.007266;0.003369;0.015670;0.007266;0.003369
0.017701;0.008206;0.003804;0.017701;0.008206;0.003804
0.016537;0.007664;0.003552;0.016537;0.007664;0.003552
0.018287;0.008472;0.003925;0.018287;0.008472;0.003925
0.021924;0.010155;0.004704;0.021924;0.010155;0.004704
0.017870;0.008275;0.003832;0.017870;0.008275;0.003832
0.016556;0.007664;0.003548;0.016556;0.007664;0.003548
0.020592;0.009530;0.004410;0.020592;0.009530;0.004410
0.021940;0.010151;0.004696;0.021940;0.010151;0.004696
0.017013;0.007869;0.003640;0.017013;0.007869;0.003640
0.015642;0.007233;0.003345;0.015642;0.007233;0.003345
0.016909;0.007817;0.003613;0.016909;0.007817;0.003613
0.013199;0.006100;0.002819;0.013199;0.006100;0.002819
0.011311;0.005226;0.002414;0.011311;0.005226;0.002414
0.016321;0.007539;0.003482;0.016321;0.007539;0.003482
0.020667;0.009543;0.004407;0.020667;0.009543;0.004407
0.018710;0.008637;0.003987;0.018710;0.008637;0.003987
0.013543;0.006250;0.002885;0.013543;0.006250;0.002885
0.013017;0.006006;0.002771;0.013017;0.006006;0.002771
0.015306;0.007060;0.003256;0.015306;0.007060;0.003256
0.015854;0.007310;0.003371;0.015854;0.007310;0.003371
0.015253;0.007032;0.003241;0.015253;0.007032;0.003241
0.014094;0.006495;0.002993;0.014094;0.006495;0.002993
0.015261;0.007031;0.003239;0.015261;0.007031;0.003239
0.019759;0.009101;0.004192;0.019759;0.009101;0.004192
0.018244;0.008401;0.003869;0.018244;0.008401;0.003869
0.011826;0.005444;0.002506;0.011826;0.005444;0.002506
0.013614;0.006265;0.002883;0.013614;0.006265;0.002883
0.015580;0.007168;0.003298;0.015580;0.007168;0.003298
0.012196;0.005610;0.002580;0.012196;0.005610;0.002580
0.011574;0.005322;0.002447;0.011574;0.005322;0.002447
0.010091;0.004639;0.002133;0.010091;0.004639;0.002133
0.019258;0.008851;0.004068;0.019258;0.008851;0.004068
0.027503;0.012636;0.005806;0.027503;0.012636;0.005806
0.008173;0.003754;0.001725;0.008173;0.003754;0.001725
0.003949;0.001813;0.000833;0.003949;0.001813;0.000833
0.006986;0.003207;0.001472;0.006986;0.003207;0.001472
0.008569;0.003933;0.001805;0.008569;0.003933;0.001805
0.002975;0.001365;0.000626;0.002975;0.001365;0.000626
0.001903;0.000873;0.000400;0.001903;0.000873;0.000400
0.005334;0.002446;0.001122;0.005334;0.002446;0.001122
0.003511;0.001610;0.000738;0.003511;0.001610;0.000738
0.003897;0.001786;0.000818;0.003897;0.001786;0.000818
0.008265;0.003787;0.001735;0.008265;0.003787;0.001735
0.015533;0.007115;0.003259;0.015533;0.007115;0.003259
0.018690;0.008559;0.003919;0.018690;0.008559;0.003919
0.017622;0.008067;0.003693;0.017622;0.008067;0.003693
0.016263;0.007443;0.003407;0.016263;0.007443;0.003407
0.014907;0.006821;0.003121;0.014907;0.006821;0.003121
0.014699;0.006724;0.003075;0.014699;0.006724;0.003075
0.013881;0.006348;0.002903;0.013881;0.006348;0.002903
0.012260;0.005605;0.002562;0.012260;0.005605;0.002562
0.013552;0.006194;0.002831;0.013552;0.006194;0.002831
0.011174;0.005106;0.002333;0.011174;0.005106;0.002333
0.005398;0.002466;0.001126;0.005398;0.002466;0.001126
0.002303;0.001051;0.000480;0.002303;0.001051;0.000480
0.005026;0.002295;0.001048;0.005026;0.002295;0.001048
0.007900;0.003605;0.001646;0.007900;0.003605;0.001646
0.016546;0.007550;0.003445;0.016546;0.007550;0.003445
0.018013;0.008217;0.003748;0.018013;0.008217;0.003748
0.020014;0.009127;0.004162;0.020014;0.009127;0.004162
0.014606;0.006659;0.003036;0.014606;0.006659;0.003036
0.008730;0.003979;0.001814;0.008730;0.003979;0.001814
0.011797;0.005375;0.002449;0.011797;0.005375;0.002449
0.017202;0.007836;0.003570;0.017202;0.007836;0.003570
0.013276;0.006046;0.002754;0.013276;0.006046;0.002754
0.015032;0.006844;0.003116;0.015032;0.006844;0.003116
0.016502;0.007511;0.003419;0.016502;0.007511;0.003419
0.010439;0.004750;0.002162;0.010439;0.004750;0.002162
0.009232;0.004200;0.001910;0.009232;0.004200;0.001910
0.008896;0.004046;0.001840;0.008896;0.004046;0.001840
0.008978;0.004082;0.001856;0.008978;0.004082;0.001856
0.015023;0.006828;0.003104;0.015023;0.006828;0.003104
0.022347;0.010155;0.004614;0.022347;0.010155;0.004614
0.021350;0.009699;0.004406;0.021350;0.009699;0.004406
0.014555;0.006611;0.003002;0.014555;0.006611;0.003002
0.012244;0.005559;0.002524;0.012244;0.005559;0.002524
0.007951;0.003609;0.001638;0.007951;0.003609;0.001638
0.006516;0.002957;0.001342;0.006516;0.002957;0.001342
0.005323;0.002415;0.001096;0.005323;0.002415;0.001096
0.006757;0.003064;0.001390;0.006757;0.003064;0.001390
0.016873;0.007651;0.003469;0.016873;0.007651;0.003469
0.021086;0.009558;0.004333;0.021086;0.009558;0.004333
0.012053;0.005462;0.002475;0.012053;0.005462;0.002475
0.004943;0.002240;0.001015;0.004943;0.002240;0.001015
0.016081;0.007283;0.003299;0.016081;0.007283;0.003299
0.023049;0.010436;0.004726;0.023049;0.010436;0.004726
0.020085;0.009092;0.004116;0.020085;0.009092;0.004116
0.017144;0.007759;0.003511;0.017144;0.007759;0.003511
0.017267;0.007812;0.003534;0.017267;0.007812;0.003534
0.020889;0.009448;0.004273;0.020889;0.009448;0.004273
0.016627;0.007519;0.003400;0.016627;0.007519;0.003400
0.009652;0.004363;0.001973;0.009652;0.004363;0.001973
0.011106;0.005019;0.002268;0.011106;0.005019;0.002268
0.011393;0.005148;0.002326;0.011393;0.005148;0.002326
0.005797;0.002619;0.001183;0.005797;0.002619;0.001183
0.004872;0.002200;0.000993;0.004872;0.002200;0.000993
0.005697;0.002572;0.001161;0.005697;0.002572;0.001161
0.006041;0.002726;0.001230;0.006041;0.002726;0.001230
0.008490;0.003830;0.001728;0.008490;0.003830;0.001728
0.011051;0.004984;0.002248;0.011051;0.004984;0.002248
0.014373;0.006482;0.002923;0.014373;0.006482;0.002923
0.011697;0.005274;0.002378;0.011697;0.005274;0.002378
0.006979;0.003146;0.001418;0.006979;0.003146;0.001418
0.004883;0.002200;0.000991;0.004883;0.002200;0.000991
0.006628;0.002986;0.001345;0.006628;0.002986;0.001345
0.012703;0.005721;0.002576;0.012703;0.005721;0.002576
0.006750;0.003039;0.001368;0.006750;0.003039;0.001368
0.008008;0.003604;0.001622;0.008008;0.003604;0.001622
0.015405;0.006932;0.003119;0.015405;0.006932;0.003119
0.024499;0.011021;0.004958;0.024499;0.011021;0.004958
0.022353;0.010053;0.004521;0.022353;0.010053;0.004521
0.007645;0.003437;0.001545;0.007645;0.003437;0.001545
0.015677;0.007046;0.003167;0.015677;0.007046;0.003167
0.005743;0.002581;0.001160;0.005743;0.002581;0.001160
0.006574;0.002953;0.001327;0.006574;0.002953;0.001327
0.009489;0.004261;0.001914;0.009489;0.004261;0.001914
0.014951;0.006713;0.003014;0.014951;0.006713;0.003014
0.020171;0.009054;0.004064;0.020171;0.009054;0.004064
0.017797;0.007987;0.003584;0.017797;0.007987;0.003584
0.010691;0.004797;0.002152;0.010691;0.004797;0.002152
0.007799;0.003498;0.001569;0.007799;0.003498;0.001569
0.008679;0.003891;0.001745;0.008679;0.003891;0.001745
0.007335;0.003288;0.001474;0.007335;0.003288;0.001474
0.005975;0.002678;0.001200;0.005975;0.002678;0.001200
0.007375;0.003304;0.001480;0.007375;0.003304;0.001480
0.009417;0.004218;0.001889;0.009417;0.004218;0.001889
0.011191;0.005011;0.002244;0.011191;0.005011;0.002244
0.009485;0.004246;0.001901;0.009485;0.004246;0.001901
0.008957;0.004009;0.001794;0.008957;0.004009;0.001794
0.005662;0.002533;0.001133;0.005662;0.002533;0.001133
0.007821;0.003498;0.001565;0.007821;0.003498;0.001565
0.011412;0.005103;0.002282;0.011412;0.005103;0.002282
0.007052;0.003152;0.001409;0.007052;0.003152;0.001409
0.007232;0.003232;0.001445;0.007232;0.003232;0.001445
0.006283;0.002808;0.001254;0.006283;0.002808;0.001254
0.001742;0.000778;0.000348;0.001742;0.000778;0.000348
0.008362;0.003734;0.001668;0.008362;0.003734;0.001668
0.008663;0.003867;0.001727;0.008663;0.003867;0.001727
0.005592;0.002496;0.001114;0.005592;0.002496;0.001114
0.008651;0.003860;0.001722;0.008651;0.003860;0.001722
0.007122;0.003177;0.001417;0.007122;0.003177;0.001417
0.003069;0.001369;0.000610;0.003069;0.001369;0.000610
0.002954;0.001317;0.000587;0.002954;0.001317;0.000587
0.002556;0.001139;0.000508;0.002556;0.001139;0.000508
0.002731;0.001217;0.000542;0.002731;0.001217;0.000542
0.005800;0.002584;0.001151;0.005800;0.002584;0.001151
0.007913;0.003524;0.001570;0.007913;0.003524;0.001570
0.006461;0.002877;0.001281;0.006461;0.002877;0.001281
0.004897;0.002180;0.000970;0.004897;0.002180;0.000970
0.006137;0.002731;0.001215;0.006137;0.002731;0.001215
0.008039;0.003576;0.001591;0.008039;0.003576;0.001591
0.007992;0.003555;0.001581;0.007992;0.003555;0.001581
0.005777;0.002569;0.001142;0.005777;0.002569;0.001142
0.002457;0.001092;0.000486;0.002457;0.001092;0.000486
0.003238;0.001439;0.000639;0.003238;0.001439;0.000639
0.005170;0.002297;0.001021;0.005170;0.002297;0.001021
0.004669;0.002074;0.000921;0.004669;0.002074;0.000921
0.007280;0.003233;0.001435;0.007280;0.003233;0.001435
0.007440;0.003303;0.001466;0.007440;0.003303;0.001466
0.005147;0.002284;0.001014;0.005147;0.002284;0.001014
0.007107;0.003153;0.001399;0.007107;0.003153;0.001399
0.009573;0.004246;0.001884;0.009573;0.004246;0.001884
0.005701;0.002528;0.001121;0.005701;0.002528;0.001121
0.007905;0.003505;0.001554;0.007905;0.003505;0.001554
0.010125;0.004488;0.001989;0.010125;0.004488;0.001989
0.007764;0.003440;0.001524;0.007764;0.003440;0.001524
0.005835;0.002585;0.001145;0.005835;0.002585;0.001145
0.006122;0.002711;0.001201;0.006122;0.002711;0.001201
0.005384;0.002384;0.001055;0.005384;0.002384;0.001055
0.002257;0.000999;0.000442;0.002257;0.000999;0.000442
0.002016;0.000892;0.000395;0.002016;0.000892;0.000395
0.004624;0.002046;0.000905;0.004624;0.002046;0.000905
0.006707;0.002966;0.001312;0.006707;0.002966;0.001312
0.006712;0.002968;0.001312;0.006712;0.002968;0.001312
0.004238;0.001874;0.000828;0.004238;0.001874;0.000828
0.002195;0.000970;0.000429;0.002195;0.000970;0.000429
0.002537;0.001121;0.000495;0.002537;0.001121;0.000495
0.001941;0.000858;0.000379;0.001941;0.000858;0.000379
0.001097;0.000484;0.000214;0.001097;0.000484;0.000214
0.002300;0.001015;0.000448;0.002300;0.001015;0.000448
0.003825;0.001688;0.000745;0.003825;0.001688;0.000745
0.006170;0.002722;0.001201;0.006170;0.002722;0.001201
0.005582;0.002462;0.001086;0.005582;0.002462;0.001086
0.004221;0.001861;0.000821;0.004221;0.001861;0.000821
0.007149;0.003152;0.001389;0.007149;0.003152;0.001389
0.005334;0.002351;0.001036;0.005334;0.002351;0.001036
0.006075;0.002677;0.001180;0.006075;0.002677;0.001180
0.007051;0.003106;0.001368;0.007051;0.003106;0.001368
0.007761;0.003418;0.001505;0.007761;0.003418;0.001505
0.011236;0.004947;0.002178;0.011236;0.004947;0.002178
0.006574;0.002894;0.001274;0.006574;0.002894;0.001274
0.003569;0.001571;0.000691;0.003569;0.001571;0.000691
0.004588;0.002018;0.000888;0.004588;0.002018;0.000888
0.003558;0.001565;0.000688;0.003558;0.001565;0.000688
0.001739;0.000765;0.000336;0.001739;0.000765;0.000336
0.004381;0.001926;0.000847;0.004381;0.001926;0.000847
0.011122;0.004887;0.002148;0.011122;0.004887;0.002148
0.013806;0.006066;0.002665;0.013806;0.006066;0.002665
0.011871;0.005214;0.002290;0.011871;0.005214;0.002290
0.008740;0.003838;0.001685;0.008740;0.003838;0.001685
0.005125;0.002250;0.000988;0.005125;0.002250;0.000988
0.003188;0.001399;0.000614;0.003188;0.001399;0.000614
0.003102;0.001361;0.000597;0.003102;0.001361;0.000597
0.005171;0.002268;0.000995;0.005171;0.002268;0.000995
0.009663;0.004237;0.001858;0.009663;0.004237;0.001858
0.012318;0.005401;0.002368;0.012318;0.005401;0.002368
0.009782;0.004287;0.001879;0.009782;0.004287;0.001879
0.007060;0.003094;0.001356;0.007060;0.003094;0.001356
0.006323;0.002770;0.001213;0.006323;0.002770;0.001213
0.005983;0.002620;0.001148;0.005983;0.002620;0.001148
0.002298;0.001006;0.000441;0.002298;0.001006;0.000441
0.003835;0.001679;0.000735;0.003835;0.001679;0.000735
0.009334;0.004085;0.001788;0.009334;0.004085;0.001788
0.005297;0.002318;0.001014;0.005297;0.002318;0.001014
0.004806;0.002102;0.000919;0.004806;0.002102;0.000919
0.007238;0.003165;0.001384;0.007238;0.003165;0.001384
0.006294;0.002751;0.001203;0.006294;0.002751;0.001203
0.004193;0.001832;0.000801;0.004193;0.001832;0.000801
0.003019;0.001319;0.000576;0.003019;0.001319;0.000576
0.002334;0.001020;0.000445;0.002334;0.001020;0.000445
