Radial_Velocity;Radial_Demodulation;Axial_Acceleration;Axial_Velocity;Axial_Demodulation;Radial_Acceleration
0.003262;0.001703;0.000889;0.003262;0.001703;0.000889
0.004634;0.002418;0.001262;0.004634;0.002418;0.001262
0.003848;0.002007;0.001047;0.003848;0.002007;0.001047
0.001895;0.000988;0.000515;0.001895;0.000988;0.000515
0.003246;0.001692;0.000882;0.003246;0.001692;0.000882
0.003944;0.002055;0.001071;0.003944;0.002055;0.001071
0.007023;0.003659;0.001906;0.007023;0.003659;0.001906
0.004872;0.002538;0.001322;0.004872;0.002538;0.001322
0.004693;0.002444;0.001272;0.004693;0.002444;0.001272
0.006607;0.003439;0.001790;0.006607;0.003439;0.001790
0.005044;0.002624;0.001366;0.005044;0.002624;0.001366
0.002711;0.001410;0.000734;0.002711;0.001410;0.000734
0.004125;0.002145;0.001115;0.004125;0.002145;0.001115
0.007008;0.003643;0.001894;0.007008;0.003643;0.001894
0.005982;0.003109;0.001616;0.005982;0.003109;0.001616
0.006617;0.003437;0.001786;0.006617;0.003437;0.001786
0.006816;0.003540;0.001838;0.006816;0.003540;0.001838
0.006092;0.003163;0.001642;0.006092;0.003163;0.001642
0.009145;0.004746;0.002463;0.009145;0.004746;0.002463
0.010546;0.005472;0.002839;0.010546;0.005472;0.002839
0.006678;0.003464;0.001797;0.006678;0.003464;0.001797
0.004613;0.002392;0.001240;0.004613;0.002392;0.001240
0.004554;0.002361;0.001224;0.004554;0.002361;0.001224
0.002668;0.001382;0.000716;0.002668;0.001382;0.000716
0.003438;0.001781;0.000923;0.003438;0.001781;0.000923
0.005828;0.003018;0.001563;0.005828;0.003018;0.001563
0.004246;0.002198;0.001138;0.004246;0.002198;0.001138
0.002987;0.001546;0.000800;0.002987;0.001546;0.000800
0.007056;0.003650;0.001888;0.007056;0.003650;0.001888
0.006865;0.003551;0.001836;0.006865;0.003551;0.001836
0.003580;0.001851;0.000957;0.003580;0.001851;0.000957
0.005877;0.003038;0.001570;0.005877;0.003038;0.001570
0.006026;0.003114;0.001609;0.006026;0.003114;0.001609
0.007200;0.003719;0.001921;0.007200;0.003719;0.001921
0.005892;0.003043;0.001571;0.005892;0.003043;0.001571
0.005126;0.002646;0.001366;0.005126;0.002646;0.001366
0.005851;0.003019;0.001558;0.005851;0.003019;0.001558
0.006580;0.003395;0.001751;0.006580;0.003395;0.001751
0.003678;0.001897;0.000978;0.003678;0.001897;0.000978
0.005738;0.002958;0.001525;0.005738;0.002958;0.001525
0.009473;0.004882;0.002516;0.009473;0.004882;0.002516
0.004952;0.002551;0.001315;0.004952;0.002551;0.001315
0.004178;0.002152;0.001108;0.004178;0.002152;0.001108
0.004685;0.002412;0.001242;0.004685;0.002412;0.001242
0.002713;0.001397;0.000719;0.002713;0.001397;0.000719
0.002587;0.001331;0.000685;0.002587;0.001331;0.000685
0.005751;0.002959;0.001522;0.005751;0.002959;0.001522
0.005050;0.002597;0.001336;0.005050;0.002597;0.001336
0.005741;0.002951;0.001517;0.005741;0.002951;0.001517
0.007630;0.003921;0.002015;0.007630;0.003921;0.002015
0.006672;0.003428;0.001761;0.006672;0.003428;0.001761
0.004908;0.002521;0.001295;0.004908;0.002521;0.001295
0.004955;0.002544;0.001306;0.004955;0.002544;0.001306
0.003857;0.001980;0.001016;0.003857;0.001980;0.001016
0.002003;0.001028;0.000527;0.002003;0.001028;0.000527
0.002773;0.001423;0.000730;0.002773;0.001423;0.000730
0.002705;0.001387;0.000711;0.002705;0.001387;0.000711
0.004661;0.002389;0.001225;0.004661;0.002389;0.001225
0.004836;0.002478;0.001270;0.004836;0.002478;0.001270
0.002329;0.001193;0.000611;0.002329;0.001193;0.000611
0.001875;0.000960;0.000492;0.001875;0.000960;0.000492
0.003292;0.001685;0.000863;0.003292;0.001685;0.000863
0.004969;0.002543;0.001302;0.004969;0.002543;0.001302
0.005269;0.002696;0.001379;0.005269;0.002696;0.001379
0.003941;0.002016;0.001031;0.003941;0.002016;0.001031
0.002778;0.001421;0.000726;0.002778;0.001421;0.000726
0.002093;0.001070;0.000547;0.002093;0.001070;0.000547
0.002344;0.001198;0.000612;0.002344;0.001198;0.000612
0.003582;0.001830;0.000935;0.003582;0.001830;0.000935
0.004560;0.002329;0.001189;0.004560;0.002329;0.001189
0.006053;0.003090;0.001578;0.006053;0.003090;0.001578
0.007694;0.003927;0.002004;0.007694;0.003927;0.002004
0.005639;0.002877;0.001468;0.005639;0.002877;0.001468
0.002001;0.001021;0.000521;0.002001;0.001021;0.000521
0.004831;0.002464;0.001256;0.004831;0.002464;0.001256
0.005063;0.002581;0.001316;0.005063;0.002581;0.001316
0.004200;0.002140;0.001091;0.004200;0.002140;0.001091
0.004504;0.002294;0.001169;0.004504;0.002294;0.001169
0.005206;0.002651;0.001350;0.005206;0.002651;0.001350
0.004831;0.002460;0.001252;0.004831;0.002460;0.001252
0.005637;0.002869;0.001460;0.005637;0.002869;0.001460
0.006343;0.003227;0.001642;0.006343;0.003227;0.001642
0.004914;0.002499;0.001271;0.004914;0.002499;0.001271
0.002286;0.001162;0.000591;0.002286;0.001162;0.000591
0.002414;0.001227;0.000624;0.002414;0.001227;0.000624
0.003357;0.001706;0.000867;0.003357;0.001706;0.000867
0.005541;0.002815;0.001430;0.005541;0.002815;0.001430
0.003383;0.001718;0.000872;0.003383;0.001718;0.000872
0.000713;0.000362;0.000184;0.000713;0.000362;0.000184
0.002910;0.001477;0.000749;0.002910;0.001477;0.000749
0.002612;0.001325;0.000672;0.002612;0.001325;0.000672
0.000796;0.000404;0.000205;0.000796;0.000404;0.000205
0.001802;0.000914;0.000463;0.001802;0.000914;0.000463
0.004325;0.002192;0.001111;0.004325;0.002192;0.001111
0.005703;0.002890;0.001464;0.005703;0.002890;0.001464
0.004581;0.002320;0.001176;0.004581;0.002320;0.001176
0.001528;0.000774;0.000392;0.001528;0.000774;0.000392
0.003072;0.001555;0.000787;0.003072;0.001555;0.000787
0.003501;0.001772;0.000897;0.003501;0.001772;0.000897
0.005793;0.002931;0.001483;0.005793;0.002931;0.001483
0.003989;0.002018;0.001021;0.003989;0.002018;0.001021
0.003996;0.002020;0.001022;0.003996;0.002020;0.001022
0.005497;0.002779;0.001404;0.005497;0.002779;0.001404
0.005552;0.002806;0.001418;0.005552;0.002806;0.001418
0.004150;0.002096;0.001059;0.004150;0.002096;0.001059
0.001889;0.000954;0.000482;0.001889;0.000954;0.000482
0.002957;0.001493;0.000754;0.002957;0.001493;0.000754
0.005657;0.002855;0.001441;0.005657;0.002855;0.001441
0.007352;0.003709;0.001871;0.007352;0.003709;0.001871
0.007098;0.003580;0.001806;0.007098;0.003580;0.001806
0.004001;0.002018;0.001017;0.004001;0.002018;0.001017
0.002155;0.001086;0.000547;0.002155;0.001086;0.000547
0.003157;0.001591;0.000802;0.003157;0.001591;0.000802
0.004110;0.002071;0.001043;0.004110;0.002071;0.001043
0.003490;0.001758;0.000885;0.003490;0.001758;0.000885
0.002525;0.001271;0.000640;0.002525;0.001271;0.000640
0.002970;0.001495;0.000752;0.002970;0.001495;0.000752
0.001316;0.000662;0.000333;0.001316;0.000662;0.000333
0.001553;0.000781;0.000393;0.001553;0.000781;0.000393
0.004845;0.002436;0.001225;0.004845;0.002436;0.001225
0.005856;0.002944;0.001480;0.005856;0.002944;0.001480
0.002951;0.001483;0.000745;0.002951;0.001483;0.000745
0.003486;0.001751;0.000880;0.003486;0.001751;0.000880
0.005412;0.002718;0.001365;0.005412;0.002718;0.001365
0.005586;0.002804;0.001408;0.005586;0.002804;0.001408
0.004228;0.002122;0.001065;0.004228;0.002122;0.001065
0.007697;0.003862;0.001938;0.007697;0.003862;0.001938
0.007702;0.003863;0.001938;0.007702;0.003863;0.001938
0.003206;0.001608;0.000806;0.003206;0.001608;0.000806
0.007536;0.003778;0.001894;0.007536;0.003778;0.001894
0.004537;0.002273;0.001139;0.004537;0.002273;0.001139
0.004852;0.002431;0.001218;0.004852;0.002431;0.001218
0.003111;0.001558;0.000780;0.003111;0.001558;0.000780
0.006034;0.003021;0.001512;0.006034;0.003021;0.001512
0.005244;0.002625;0.001314;0.005244;0.002625;0.001314
0.001808;0.000905;0.000453;0.001808;0.000905;0.000453
0.003380;0.001691;0.000846;0.003380;0.001691;0.000846
0.000883;0.000441;0.000221;0.000883;0.000441;0.000221
0.004137;0.002068;0.001034;0.004137;0.002068;0.001034
0.002759;0.001379;0.000689;0.002759;0.001379;0.000689
0.002805;0.001401;0.000700;0.002805;0.001401;0.000700
0.001525;0.000762;0.000380;0.001525;0.000762;0.000380
0.001285;0.000642;0.000320;0.001285;0.000642;0.000320
0.002292;0.001144;0.000571;0.002292;0.001144;0.000571
0.003096;0.001545;0.000771;0.003096;0.001545;0.000771
0.004050;0.002020;0.001008;0.004050;0.002020;0.001008
0.004092;0.002040;0.001017;0.004092;0.002040;0.001017
0.005153;0.002569;0.001281;0.005153;0.002569;0.001281
0.005183;0.002583;0.001287;0.005183;0.002583;0.001287
0.002901;0.001445;0.000720;0.002901;0.001445;0.000720
0.001324;0.000659;0.000328;0.001324;0.000659;0.000328
0.001501;0.000747;0.000372;0.001501;0.000747;0.000372
0.002139;0.001065;0.000530;0.002139;0.001065;0.000530
0.003384;0.001684;0.000838;0.003384;0.001684;0.000838
0.005000;0.002487;0.001237;0.005000;0.002487;0.001237
0.005377;0.002674;0.001330;0.005377;0.002674;0.001330
0.005141;0.002556;0.001270;0.005141;0.002556;0.001270
0.004866;0.002419;0.001202;0.004866;0.002419;0.001202
0.003383;0.001681;0.000835;0.003383;0.001681;0.000835
0.002241;0.001113;0.000553;0.002241;0.001113;0.000553
0.004054;0.002013;0.000999;0.004054;0.002013;0.000999
0.007653;0.003799;0.001886;0.007653;0.003799;0.001886
0.006649;0.003299;0.001637;0.006649;0.003299;0.001637
0.003345;0.001659;0.000823;0.003345;0.001659;0.000823
0.002906;0.001441;0.000715;0.002906;0.001441;0.000715
0.002462;0.001221;0.000605;0.002462;0.001221;0.000605
0.002731;0.001354;0.000671;0.002731;0.001354;0.000671
0.003667;0.001817;0.000900;0.003667;0.001817;0.000900
0.003877;0.001920;0.000951;0.003877;0.001920;0.000951
0.003473;0.001720;0.000851;0.003473;0.001720;0.000851
0.010377;0.005137;0.002543;0.010377;0.005137;0.002543
0.009029;0.004468;0.002211;0.009029;0.004468;0.002211
0.005804;0.002872;0.001421;0.005804;0.002872;0.001421
0.006689;0.003308;0.001636;0.006689;0.003308;0.001636
0.003317;0.001640;0.000811;0.003317;0.001640;0.000811
0.007995;0.003952;0.001953;0.007995;0.003952;0.001953
0.002554;0.001262;0.000624;0.002554;0.001262;0.000624
0.005266;0.002601;0.001285;0.005266;0.002601;0.001285
0.005254;0.002594;0.001281;0.005254;0.002594;0.001281
0.004735;0.002337;0.001154;0.004735;0.002337;0.001154
0.003730;0.001841;0.000909;0.003730;0.001841;0.000909
0.003541;0.001747;0.000862;0.003541;0.001747;0.000862
0.005989;0.002954;0.001457;0.005989;0.002954;0.001457
0.003880;0.001913;0.000943;0.003880;0.001913;0.000943
0.002978;0.001468;0.000724;0.002978;0.001468;0.000724
0.001934;0.000953;0.000470;0.001934;0.000953;0.000470
0.002987;0.001471;0.000725;0.002987;0.001471;0.000725
0.002974;0.001465;0.000721;0.002974;0.001465;0.000721
0.008658;0.004262;0.002098;0.008658;0.004262;0.002098
0.009351;0.004602;0.002265;0.009351;0.004602;0.002265
0.003362;0.001654;0.000814;0.003362;0.001654;0.000814
0.002358;0.001160;0.000570;0.002358;0.001160;0.000570
0.003684;0.001811;0.000891;0.003684;0.001811;0.000891
0.005266;0.002589;0.001272;0.005266;0.002589;0.001272
0.005072;0.002493;0.001225;0.005072;0.002493;0.001225
0.003416;0.001679;0.000825;0.003416;0.001679;0.000825
0.002326;0.001142;0.000561;0.002326;0.001142;0.000561
0.004351;0.002136;0.001049;0.004351;0.002136;0.001049
0.006138;0.003013;0.001479;0.006138;0.003013;0.001479
0.003919;0.001923;0.000944;0.003919;0.001923;0.000944
0.002759;0.001353;0.000664;0.002759;0.001353;0.000664
0.005329;0.002613;0.001281;0.005329;0.002613;0.001281
0.007269;0.003564;0.001747;0.007269;0.003564;0.001747
0.005189;0.002543;0.001247;0.005189;0.002543;0.001247
0.003381;0.001656;0.000812;0.003381;0.001656;0.000812
0.003437;0.001684;0.000825;0.003437;0.001684;0.000825
0.003343;0.001637;0.000801;0.003343;0.001637;0.000801
0.007503;0.003673;0.001798;0.007503;0.003673;0.001798
0.007913;0.003873;0.001895;0.007913;0.003873;0.001895
0.008412;0.004115;0.002013;0.008412;0.004115;0.002013
0.009521;0.004656;0.002277;0.009521;0.004656;0.002277
0.009856;0.004819;0.002356;0.009856;0.004819;0.002356
0.011569;0.005655;0.002764;0.011569;0.005655;0.002764
0.012259;0.005990;0.002927;0.012259;0.005990;0.002927
0.012177;0.005948;0.002905;0.012177;0.005948;0.002905
0.016423;0.008020;0.003917;0.016423;0.008020;0.003917
0.011186;0.005461;0.002666;0.011186;0.005461;0.002666
0.007694;0.003755;0.001833;0.007694;0.003755;0.001833
0.005484;0.002676;0.001305;0.005484;0.002676;0.001305
0.014446;0.007046;0.003437;0.014446;0.007046;0.003437
0.006811;0.003321;0.001619;0.006811;0.003321;0.001619
0.009359;0.004562;0.002224;0.009359;0.004562;0.002224
0.007461;0.003636;0.001772;0.007461;0.003636;0.001772
0.021496;0.010472;0.005102;0.021496;0.010472;0.005102
0.010413;0.005072;0.002470;0.010413;0.005072;0.002470
0.007254;0.003532;0.001720;0.007254;0.003532;0.001720
0.011040;0.005373;0.002615;0.011040;0.005373;0.002615
0.005884;0.002863;0.001393;0.005884;0.002863;0.001393
0.006900;0.003357;0.001633;0.006900;0.003357;0.001633
0.009338;0.004541;0.002208;0.009338;0.004541;0.002208
0.007210;0.003505;0.001704;0.007210;0.003505;0.001704
0.007172;0.003486;0.001694;0.007172;0.003486;0.001694
0.008363;0.004063;0.001974;0.008363;0.004063;0.001974
0.009988;0.004851;0.002356;0.009988;0.004851;0.002356
0.006460;0.003137;0.001523;0.006460;0.003137;0.001523
0.009787;0.004751;0.002306;0.009787;0.004751;0.002306
0.010660;0.005173;0.002511;0.010660;0.005173;0.002511
0.006940;0.003367;0.001634;0.006940;0.003367;0.001634
0.005249;0.002546;0.001235;0.005249;0.002546;0.001235
0.006188;0.003000;0.001455;0.006188;0.003000;0.001455
0.005891;0.002855;0.001384;0.005891;0.002855;0.001384
0.008354;0.004048;0.001961;0.008354;0.004048;0.001961
0.008855;0.004290;0.002078;0.008855;0.004290;0.002078
0.003925;0.001901;0.000921;0.003925;0.001901;0.000921
0.004174;0.002020;0.000978;0.004174;0.002020;0.000978
0.010747;0.005201;0.002517;0.010747;0.005201;0.002517
0.013241;0.006407;0.003100;0.013241;0.006407;0.003100
0.010354;0.005008;0.002422;0.010354;0.005008;0.002422
0.010778;0.005212;0.002520;0.010778;0.005212;0.002520
0.011519;0.005569;0.002692;0.011519;0.005569;0.002692
0.011930;0.005765;0.002786;0.011930;0.005765;0.002786
0.010044;0.004853;0.002345;0.010044;0.004853;0.002345
0.005463;0.002639;0.001274;0.005463;0.002639;0.001274
0.005435;0.002624;0.001267;0.005435;0.002624;0.001267
0.005644;0.002724;0.001315;0.005644;0.002724;0.001315
0.006884;0.003322;0.001603;0.006884;0.003322;0.001603
0.006450;0.003112;0.001501;0.006450;0.003112;0.001501
0.004123;0.001988;0.000959;0.004123;0.001988;0.000959
0.006508;0.003138;0.001513;0.006508;0.003138;0.001513
0.007114;0.003429;0.001653;0.007114;0.003429;0.001653
0.008147;0.003926;0.001891;0.008147;0.003926;0.001891
0.010452;0.005035;0.002425;0.010452;0.005035;0.002425
0.010908;0.005253;0.002530;0.010908;0.005253;0.002530
0.006110;0.002941;0.001416;0.006110;0.002941;0.001416
0.007447;0.003584;0.001725;0.007447;0.003584;0.001725
0.005709;0.002747;0.001321;0.005709;0.002747;0.001321
0.003385;0.001628;0.000783;0.003385;0.001628;0.000783
0.004538;0.002182;0.001049;0.004538;0.002182;0.001049
0.006797;0.003267;0.001570;0.006797;0.003267;0.001570
0.007487;0.003598;0.001729;0.007487;0.003598;0.001729
0.005999;0.002882;0.001385;0.005999;0.002882;0.001385
0.005032;0.002417;0.001161;0.005032;0.002417;0.001161
0.008463;0.004063;0.001951;0.008463;0.004063;0.001951
0.004038;0.001938;0.000930;0.004038;0.001938;0.000930
0.005855;0.002809;0.001348;0.005855;0.002809;0.001348
0.005031;0.002413;0.001158;0.005031;0.002413;0.001158
0.007665;0.003676;0.001763;0.007665;0.003676;0.001763
0.008828;0.004232;0.002029;0.008828;0.004232;0.002029
0.005162;0.002474;0.001186;0.005162;0.002474;0.001186
0.006282;0.003010;0.001442;0.006282;0.003010;0.001442
0.004327;0.002073;0.000993;0.004327;0.002073;0.000993
0.006079;0.002911;0.001394;0.006079;0.002911;0.001394
0.008742;0.004185;0.002003;0.008742;0.004185;0.002003
0.008438;0.004038;0.001933;0.008438;0.004038;0.001933
0.005981;0.002862;0.001369;0.005981;0.002862;0.001369
0.002426;0.001160;0.000555;0.002426;0.001160;0.000555
0.004572;0.002186;0.001045;0.004572;0.002186;0.001045
0.008817;0.004215;0.002015;0.008817;0.004215;0.002015
0.007188;0.003435;0.001642;0.007188;0.003435;0.001642
0.004414;0.002109;0.001007;0.004414;0.002109;0.001007
0.002958;0.001413;0.000675;0.002958;0.001413;0.000675
0.002080;0.000993;0.000474;0.002080;0.000993;0.000474
0.004975;0.002374;0.001133;0.004975;0.002374;0.001133
0.006253;0.002984;0.001424;0.006253;0.002984;0.001424
0.003832;0.001828;0.000872;0.003832;0.001828;0.000872
0.006568;0.003132;0.001494;0.006568;0.003132;0.001494
0.008406;0.004008;0.001911;0.008406;0.004008;0.001911
0.008005;0.003815;0.001819;0.008005;0.003815;0.001819
0.007017;0.003343;0.001593;0.007017;0.003343;0.001593
0.012389;0.005902;0.002811;0.012389;0.005902;0.002811
0.006831;0.003253;0.001549;0.006831;0.003253;0.001549
0.005754;0.002739;0.001304;0.005754;0.002739;0.001304
0.004264;0.002029;0.000966;0.004264;0.002029;0.000966
0.009447;0.004495;0.002139;0.009447;0.004495;0.002139
0.009187;0.004369;0.002078;0.009187;0.004369;0.002078
0.014888;0.007079;0.003366;0.014888;0.007079;0.003366
0.012961;0.006161;0.002929;0.012961;0.006161;0.002929
0.003026;0.001438;0.000683;0.003026;0.001438;0.000683
0.007862;0.003735;0.001775;0.007862;0.003735;0.001775
0.003762;0.001787;0.000849;0.003762;0.001787;0.000849
0.006741;0.003201;0.001520;0.006741;0.003201;0.001520
0.006474;0.003073;0.001459;0.006474;0.003073;0.001459
0.008635;0.004097;0.001944;0.008635;0.004097;0.001944
0.014427;0.006844;0.003247;0.014427;0.006844;0.003247
0.016907;0.008018;0.003803;0.016907;0.008018;0.003803
0.016739;0.007936;0.003763;0.016739;0.007936;0.003763
0.014315;0.006785;0.003216;0.014315;0.006785;0.003216
0.018427;0.008732;0.004137;0.018427;0.008732;0.004137
0.013186;0.006246;0.002959;0.013186;0.006246;0.002959
0.008294;0.003928;0.001860;0.008294;0.003928;0.001860
0.009955;0.004713;0.002231;0.009955;0.004713;0.002231
0.007106;0.003363;0.001592;0.007106;0.003363;0.001592
0.006278;0.002970;0.001405;0.006278;0.002970;0.001405
0.005318;0.002516;0.001190;0.005318;0.002516;0.001190
0.006824;0.003227;0.001526;0.006824;0.003227;0.001526
0.012193;0.005764;0.002725;0.012193;0.005764;0.002725
0.011648;0.005505;0.002602;0.011648;0.005505;0.002602
0.005977;0.002824;0.001334;0.005977;0.002824;0.001334
0.003725;0.001760;0.000831;0.003725;0.001760;0.000831
0.005799;0.002738;0.001293;0.005799;0.002738;0.001293
0.006877;0.003246;0.001532;0.006877;0.003246;0.001532
0.005061;0.002389;0.001127;0.005061;0.002389;0.001127
0.006361;0.003001;0.001416;0.006361;0.003001;0.001416
0.008576;0.004045;0.001908;0.008576;0.004045;0.001908
0.006457;0.003044;0.001436;0.006457;0.003044;0.001436
0.003731;0.001759;0.000829;0.003731;0.001759;0.000829
0.001157;0.000545;0.000257;0.001157;0.000545;0.000257
0.002488;0.001172;0.000552;0.002488;0.001172;0.000552
0.008015;0.003775;0.001778;0.008015;0.003775;0.001778
0.010285;0.004843;0.002280;0.010285;0.004843;0.002280
0.007894;0.003716;0.001749;0.007894;0.003716;0.001749
0.004327;0.002036;0.000958;0.004327;0.002036;0.000958
0.005976;0.002811;0.001323;0.005976;0.002811;0.001323
0.003923;0.001845;0.000868;0.003923;0.001845;0.000868
0.006106;0.002870;0.001350;0.006106;0.002870;0.001350
0.009790;0.004602;0.002163;0.009790;0.004602;0.002163
0.007563;0.003554;0.001670;0.007563;0.003554;0.001670
0.002817;0.001323;0.000621;0.002817;0.001323;0.000621
0.011380;0.005344;0.002510;0.011380;0.005344;0.002510
0.015073;0.007076;0.003322;0.015073;0.007076;0.003322
0.018552;0.008707;0.004087;0.018552;0.008707;0.004087
0.022259;0.010444;0.004900;0.022259;0.010444;0.004900
0.021425;0.010050;0.004714;0.021425;0.010050;0.004714
0.011409;0.005350;0.002509;0.011409;0.005350;0.002509
0.001905;0.000893;0.000419;0.001905;0.000893;0.000419
0.014377;0.006738;0.003158;0.014377;0.006738;0.003158
0.016279;0.007627;0.003574;0.016279;0.007627;0.003574
0.010810;0.005064;0.002372;0.010810;0.005064;0.002372
0.006365;0.002980;0.001396;0.006365;0.002980;0.001396
0.003490;0.001634;0.000765;0.003490;0.001634;0.000765
0.008101;0.003791;0.001774;0.008101;0.003791;0.001774
0.011356;0.005313;0.002486;0.011356;0.005313;0.002486
0.009545;0.004465;0.002088;0.009545;0.004465;0.002088
0.004706;0.002201;0.001029;0.004706;0.002201;0.001029
0.006317;0.002953;0.001380;0.006317;0.002953;0.001380
0.003479;0.001626;0.000760;0.003479;0.001626;0.000760
0.005575;0.002604;0.001217;0.005575;0.002604;0.001217
0.003382;0.001580;0.000738;0.003382;0.001580;0.000738
0.007654;0.003573;0.001668;0.007654;0.003573;0.001668
0.008103;0.003782;0.001766;0.008103;0.003782;0.001766
0.003994;0.001864;0.000870;0.003994;0.001864;0.000870
0.004786;0.002233;0.001041;0.004786;0.002233;0.001041
0.006912;0.003224;0.001503;0.006912;0.003224;0.001503
0.004899;0.002284;0.001065;0.004899;0.002284;0.001065
0.004469;0.002083;0.000971;0.004469;0.002083;0.000971
0.007790;0.003630;0.001691;0.007790;0.003630;0.001691
0.006179;0.002879;0.001341;0.006179;0.002879;0.001341
0.004766;0.002220;0.001034;0.004766;0.002220;0.001034
0.006430;0.002994;0.001394;0.006430;0.002994;0.001394
0.004081;0.001900;0.000884;0.004081;0.001900;0.000884
0.002600;0.001210;0.000563;0.002600;0.001210;0.000563
0.003129;0.001455;0.000677;0.003129;0.001455;0.000677
0.004487;0.002087;0.000970;0.004487;0.002087;0.000970
0.004366;0.002030;0.000944;0.004366;0.002030;0.000944
0.004659;0.002166;0.001007;0.004659;0.002166;0.001007
0.004268;0.001983;0.000922;0.004268;0.001983;0.000922
0.002986;0.001387;0.000644;0.002986;0.001387;0.000644
0.001388;0.000644;0.000299;0.001388;0.000644;0.000299
0.002959;0.001374;0.000638;0.002959;0.001374;0.000638
0.004546;0.002110;0.000979;0.004546;0.002110;0.000979
0.003451;0.001601;0.000743;0.003451;0.001601;0.000743
0.002115;0.000981;0.000455;0.002115;0.000981;0.000455
0.003170;0.001470;0.000682;0.003170;0.001470;0.000682
0.004416;0.002047;0.000949;0.004416;0.002047;0.000949
0.006181;0.002865;0.001328;0.006181;0.002865;0.001328
0.002522;0.001169;0.000541;0.002522;0.001169;0.000541
0.001674;0.000776;0.000359;0.001674;0.000776;0.000359
0.003063;0.001418;0.000657;0.003063;0.001418;0.000657
0.003210;0.001486;0.000688;0.003210;0.001486;0.000688
0.005447;0.002521;0.001167;0.005447;0.002521;0.001167
0.005466;0.002529;0.001170;0.005466;0.002529;0.001170
0.006291;0.002910;0.001346;0.006291;0.002910;0.001346
0.007228;0.003342;0.001545;0.007228;0.003342;0.001545
0.004233;0.001957;0.000905;0.004233;0.001957;0.000905
0.002915;0.001347;0.000623;0.002915;0.001347;0.000623
0.001584;0.000732;0.000338;0.001584;0.000732;0.000338
0.002336;0.001079;0.000498;0.002336;0.001079;0.000498
0.001334;0.000616;0.000284;0.001334;0.000616;0.000284
0.004467;0.002062;0.000952;0.004467;0.002062;0.000952
0.003110;0.001435;0.000662;0.003110;0.001435;0.000662
0.004573;0.002110;0.000973;0.004573;0.002110;0.000973
0.005617;0.002591;0.001195;0.005617;0.002591;0.001195
0.003488;0.001609;0.000742;0.003488;0.001609;0.000742
0.001828;0.000842;0.000388;0.001828;0.000842;0.000388
0.001706;0.000786;0.000362;0.001706;0.000786;0.000362
0.001675;0.000771;0.000355;0.001675;0.000771;0.000355
0.001943;0.000895;0.000412;0.001943;0.000895;0.000412
0.002622;0.001207;0.000556;0.002622;0.001207;0.000556
0.003158;0.001454;0.000669;0.003158;0.001454;0.000669
0.004144;0.001907;0.000877;0.004144;0.001907;0.000877
0.003013;0.001386;0.000638;0.003013;0.001386;0.000638
0.003138;0.001443;0.000664;0.003138;0.001443;0.000664
0.004416;0.002030;0.000934;0.004416;0.002030;0.000934
0.004274;0.001964;0.000903;0.004274;0.001964;0.000903
0.004416;0.002029;0.000933;0.004416;0.002029;0.000933
0.003533;0.001623;0.000746;0.003533;0.001623;0.000746
0.005185;0.002381;0.001094;0.005185;0.002381;0.001094
0.004440;0.002039;0.000936;0.004440;0.002039;0.000936
0.003800;0.001744;0.000801;0.003800;0.001744;0.000801
0.005924;0.002718;0.001247;0.005924;0.002718;0.001247
0.006913;0.003171;0.001455;0.006913;0.003171;0.001455
0.004390;0.002014;0.000924;0.004390;0.002014;0.000924
0.001729;0.000793;0.000363;0.001729;0.000793;0.000363
0.002282;0.001046;0.000480;0.002282;0.001046;0.000480
0.001618;0.000741;0.000340;0.001618;0.000741;0.000340
0.003809;0.001745;0.000799;0.003809;0.001745;0.000799
0.005518;0.002527;0.001157;0.005518;0.002527;0.001157
0.005897;0.002700;0.001236;0.005897;0.002700;0.001236
0.005051;0.002312;0.001058;0.005051;0.002312;0.001058
0.002924;0.001338;0.000612;0.002924;0.001338;0.000612
0.000510;0.000233;0.000107;0.000510;0.000233;0.000107
0.006060;0.002771;0.001267;0.006060;0.002771;0.001267
0.004966;0.002270;0.001038;0.004966;0.002270;0.001038
0.002758;0.001261;0.000576;0.002758;0.001261;0.000576
0.002391;0.001093;0.000499;0.002391;0.001093;0.000499
0.002658;0.001214;0.000555;0.002658;0.001214;0.000555
0.002653;0.001212;0.000553;0.002653;0.001212;0.000553
0.001203;0.000549;0.000251;0.001203;0.000549;0.000251
0.001983;0.000905;0.000413;0.001983;0.000905;0.000413
0.004888;0.002230;0.001018;0.004888;0.002230;0.001018
0.004016;0.001832;0.000836;0.004016;0.001832;0.000836
0.001560;0.000711;0.000324;0.001560;0.000711;0.000324
0.002521;0.001149;0.000524;0.002521;0.001149;0.000524
0.002886;0.001316;0.000600;0.002886;0.001316;0.000600
0.004528;0.002063;0.000940;0.004528;0.002063;0.000940
0.004030;0.001836;0.000836;0.004030;0.001836;0.000836
0.003843;0.001750;0.000797;0.003843;0.001750;0.000797
0.004022;0.001831;0.000834;0.004022;0.001831;0.000834
0.002670;0.001215;0.000553;0.002670;0.001215;0.000553
0.001650;0.000751;0.000342;0.001650;0.000751;0.000342
0.002539;0.001155;0.000525;0.002539;0.001155;0.000525
0.003343;0.001521;0.000692;0.003343;0.001521;0.000692
0.004390;0.001996;0.000908;0.004390;0.001996;0.000908
0.005137;0.002335;0.001061;0.005137;0.002335;0.001061
