Radial_Velocity;Radial_Demodulation;Axial_Acceleration;Axial_Velocity;Axial_Demodulation;Radial_Acceleration
0.002124;0.002077;0.002031;0.002124;0.002077;0.002031
0.003001;0.002932;0.002866;0.003001;0.002932;0.002866
0.002994;0.002924;0.002856;0.002994;0.002924;0.002856
0.001755;0.001714;0.001673;0.001755;0.001714;0.001673
0.001584;0.001545;0.001507;0.001584;0.001545;0.001507
0.002079;0.002027;0.001977;0.002079;0.002027;0.001977
0.002310;0.002251;0.002193;0.002310;0.002251;0.002193
0.002948;0.002871;0.002796;0.002948;0.002871;0.002796
0.002583;0.002514;0.002446;0.002583;0.002514;0.002446
0.002059;0.002003;0.001948;0.002059;0.002003;0.001948
0.002200;0.002139;0.002079;0.002200;0.002139;0.002079
0.002541;0.002469;0.002398;0.002541;0.002469;0.002398
0.002836;0.002753;0.002673;0.002836;0.002753;0.002673
0.003153;0.003060;0.002969;0.003153;0.003060;0.002969
0.002877;0.002790;0.002706;0.002877;0.002790;0.002706
0.002186;0.002119;0.002054;0.002186;0.002119;0.002054
0.000625;0.000605;0.000586;0.000625;0.000605;0.000586
0.001369;0.001325;0.001283;0.001369;0.001325;0.001283
0.002091;0.002023;0.001957;0.002091;0.002023;0.001957
0.003404;0.003291;0.003182;0.003404;0.003291;0.003182
0.004172;0.004031;0.003895;0.004172;0.004031;0.003895
0.004280;0.004133;0.003991;0.004280;0.004133;0.003991
0.003570;0.003445;0.003325;0.003570;0.003445;0.003325
0.003970;0.003829;0.003693;0.003970;0.003829;0.003693
0.003135;0.003022;0.002913;0.003135;0.003022;0.002913
0.002019;0.001945;0.001874;0.002019;0.001945;0.001874
0.001296;0.001248;0.001201;0.001296;0.001248;0.001201
0.001069;0.001029;0.000990;0.001069;0.001029;0.000990
0.000895;0.000861;0.000828;0.000895;0.000861;0.000828
0.002100;0.002018;0.001940;0.002100;0.002018;0.001940
0.001391;0.001336;0.001283;0.001391;0.001336;0.001283
0.002363;0.002269;0.002178;0.002363;0.002269;0.002178
0.002513;0.002411;0.002313;0.002513;0.002411;0.002313
0.001837;0.001761;0.001689;0.001837;0.001761;0.001689
0.002052;0.001966;0.001884;0.002052;0.001966;0.001884
0.003491;0.003343;0.003202;0.003491;0.003343;0.003202
0.003345;0.003202;0.003064;0.003345;0.003202;0.003064
0.002211;0.002115;0.002024;0.002211;0.002115;0.002024
0.001806;0.001727;0.001651;0.001806;0.001727;0.001651
0.002629;0.002512;0.002400;0.002629;0.002512;0.002400
0.003448;0.003292;0.003144;0.003448;0.003292;0.003144
0.002826;0.002697;0.002574;0.002826;0.002697;0.002574
0.003104;0.002960;0.002823;0.003104;0.002960;0.002823
0.002980;0.002841;0.002708;0.002980;0.002841;0.002708
0.001547;0.001475;0.001405;0.001547;0.001475;0.001405
0.000920;0.000876;0.000834;0.000920;0.000876;0.000834
0.001207;0.001149;0.001093;0.001207;0.001149;0.001093
0.001440;0.001369;0.001302;0.001440;0.001369;0.001302
0.000949;0.000902;0.000858;0.000949;0.000902;0.000858
0.001141;0.001084;0.001030;0.001141;0.001084;0.001030
0.003004;0.002851;0.002707;0.003004;0.002851;0.002707
0.004029;0.003823;0.003627;0.004029;0.003823;0.003627
0.003054;0.002897;0.002747;0.003054;0.002897;0.002747
0.001637;0.001551;0.001470;0.001637;0.001551;0.001470
0.001176;0.001114;0.001055;0.001176;0.001114;0.001055
0.001045;0.000990;0.000937;0.001045;0.000990;0.000937
0.000805;0.000762;0.000721;0.000805;0.000762;0.000721
0.000663;0.000627;0.000592;0.000663;0.000627;0.000592
0.001458;0.001378;0.001302;0.001458;0.001378;0.001302
0.001743;0.001646;0.001554;0.001743;0.001646;0.001554
0.001543;0.001457;0.001375;0.001543;0.001457;0.001375
0.000979;0.000923;0.000871;0.000979;0.000923;0.000871
0.002146;0.002023;0.001907;0.002146;0.002023;0.001907
0.003220;0.003034;0.002859;0.003220;0.003034;0.002859
0.003812;0.003590;0.003381;0.003812;0.003590;0.003381
0.002589;0.002437;0.002294;0.002589;0.002437;0.002294
0.000878;0.000826;0.000777;0.000878;0.000826;0.000777
0.000725;0.000681;0.000640;0.000725;0.000681;0.000640
0.001721;0.001617;0.001519;0.001721;0.001617;0.001519
0.002016;0.001893;0.001777;0.002016;0.001893;0.001777
0.002421;0.002272;0.002132;0.002421;0.002272;0.002132
0.003255;0.003053;0.002863;0.003255;0.003053;0.002863
0.002209;0.002071;0.001941;0.002209;0.002071;0.001941
0.001965;0.001841;0.001724;0.001965;0.001841;0.001724
0.002434;0.002279;0.002134;0.002434;0.002279;0.002134
0.000734;0.000687;0.000643;0.000734;0.000687;0.000643
0.001065;0.000996;0.000931;0.001065;0.000996;0.000931
0.000892;0.000834;0.000779;0.000892;0.000834;0.000779
0.001776;0.001659;0.001549;0.001776;0.001659;0.001549
0.001452;0.001355;0.001265;0.001452;0.001355;0.001265
0.001560;0.001455;0.001358;0.001560;0.001455;0.001358
0.003154;0.002941;0.002742;0.003154;0.002941;0.002742
0.003538;0.003298;0.003073;0.003538;0.003298;0.003073
0.003129;0.002914;0.002715;0.003129;0.002914;0.002715
0.003627;0.003376;0.003143;0.003627;0.003376;0.003143
0.003489;0.003246;0.003020;0.003489;0.003246;0.003020
0.002553;0.002374;0.002208;0.002553;0.002374;0.002208
0.002535;0.002356;0.002189;0.002535;0.002356;0.002189
0.002861;0.002658;0.002468;0.002861;0.002658;0.002468
0.002784;0.002584;0.002398;0.002784;0.002584;0.002398
0.002785;0.002584;0.002397;0.002785;0.002584;0.002397
0.002738;0.002539;0.002354;0.002738;0.002539;0.002354
0.002533;0.002347;0.002175;0.002533;0.002347;0.002175
0.002773;0.002568;0.002378;0.002773;0.002568;0.002378
0.002598;0.002405;0.002226;0.002598;0.002405;0.002226
0.002193;0.002028;0.001876;0.002193;0.002028;0.001876
0.002365;0.002187;0.002022;0.002365;0.002187;0.002022
0.001880;0.001737;0.001605;0.001880;0.001737;0.001605
0.001255;0.001159;0.001071;0.001255;0.001159;0.001071
0.001222;0.001128;0.001041;0.001222;0.001128;0.001041
0.002624;0.002421;0.002233;0.002624;0.002421;0.002233
0.003716;0.003426;0.003158;0.003716;0.003426;0.003158
0.002854;0.002630;0.002424;0.002854;0.002630;0.002424
0.002211;0.002036;0.001875;0.002211;0.002036;0.001875
0.001895;0.001744;0.001605;0.001895;0.001744;0.001605
0.001202;0.001105;0.001017;0.001202;0.001105;0.001017
0.001801;0.001656;0.001522;0.001801;0.001656;0.001522
0.002735;0.002513;0.002309;0.002735;0.002513;0.002309
0.003609;0.003314;0.003044;0.003609;0.003314;0.003044
0.004022;0.003691;0.003388;0.004022;0.003691;0.003388
0.003450;0.003164;0.002903;0.003450;0.003164;0.002903
0.002606;0.002389;0.002190;0.002606;0.002389;0.002190
0.001576;0.001444;0.001323;0.001576;0.001444;0.001323
0.001595;0.001460;0.001337;0.001595;0.001460;0.001337
0.002731;0.002500;0.002288;0.002731;0.002500;0.002288
0.002840;0.002598;0.002376;0.002840;0.002598;0.002376
0.002052;0.001876;0.001715;0.002052;0.001876;0.001715
0.001719;0.001570;0.001435;0.001719;0.001570;0.001435
0.002678;0.002446;0.002233;0.002678;0.002446;0.002233
0.002597;0.002370;0.002163;0.002597;0.002370;0.002163
0.001320;0.001204;0.001098;0.001320;0.001204;0.001098
0.000955;0.000871;0.000794;0.000955;0.000871;0.000794
0.001789;0.001630;0.001485;0.001789;0.001630;0.001485
0.001821;0.001658;0.001510;0.001821;0.001658;0.001510
0.001562;0.001421;0.001293;0.001562;0.001421;0.001293
0.002221;0.002020;0.001838;0.002221;0.002020;0.001838
0.003515;0.003195;0.002905;0.003515;0.003195;0.002905
0.004432;0.004026;0.003658;0.004432;0.004026;0.003658
0.003959;0.003595;0.003264;0.003959;0.003595;0.003264
0.002694;0.002445;0.002219;0.002694;0.002445;0.002219
0.001840;0.001669;0.001514;0.001840;0.001669;0.001514
0.002261;0.002050;0.001858;0.002261;0.002050;0.001858
0.002652;0.002403;0.002177;0.002652;0.002403;0.002177
0.002508;0.002271;0.002056;0.002508;0.002271;0.002056
0.002536;0.002295;0.002077;0.002536;0.002295;0.002077
0.002197;0.001987;0.001797;0.002197;0.001987;0.001797
0.001356;0.001226;0.001108;0.001356;0.001226;0.001108
0.001109;0.001002;0.000906;0.001109;0.001002;0.000906
0.001419;0.001282;0.001157;0.001419;0.001282;0.001157
0.001695;0.001530;0.001381;0.001695;0.001530;0.001381
0.001994;0.001798;0.001622;0.001994;0.001798;0.001622
0.002360;0.002127;0.001918;0.002360;0.002127;0.001918
0.003126;0.002816;0.002537;0.003126;0.002816;0.002537
0.004270;0.003846;0.003463;0.004270;0.003846;0.003463
0.004516;0.004065;0.003659;0.004516;0.004065;0.003659
0.002907;0.002615;0.002353;0.002907;0.002615;0.002353
0.001321;0.001187;0.001067;0.001321;0.001187;0.001067
0.001188;0.001068;0.000959;0.001188;0.001068;0.000959
0.000719;0.000646;0.000580;0.000719;0.000646;0.000580
0.000648;0.000581;0.000522;0.000648;0.000581;0.000522
0.002431;0.002180;0.001956;0.002431;0.002180;0.001956
0.004118;0.003692;0.003310;0.004118;0.003692;0.003310
0.003297;0.002954;0.002647;0.003297;0.002954;0.002647
0.001894;0.001696;0.001519;0.001894;0.001696;0.001519
0.002124;0.001901;0.001701;0.002124;0.001901;0.001701
0.002574;0.002303;0.002060;0.002574;0.002303;0.002060
0.002506;0.002241;0.002004;0.002506;0.002241;0.002004
0.002405;0.002149;0.001920;0.002405;0.002149;0.001920
0.002160;0.001929;0.001723;0.002160;0.001929;0.001723
0.001760;0.001571;0.001402;0.001760;0.001571;0.001402
0.001304;0.001163;0.001038;0.001304;0.001163;0.001038
0.000405;0.000361;0.000322;0.000405;0.000361;0.000322
0.000639;0.000569;0.000507;0.000639;0.000569;0.000507
0.001967;0.001752;0.001561;0.001967;0.001752;0.001561
0.002158;0.001921;0.001710;0.002158;0.001921;0.001710
0.001481;0.001318;0.001172;0.001481;0.001318;0.001172
0.001893;0.001683;0.001496;0.001893;0.001683;0.001496
0.002099;0.001865;0.001658;0.002099;0.001865;0.001658
0.002815;0.002501;0.002221;0.002815;0.002501;0.002221
0.004536;0.004026;0.003574;0.004536;0.004026;0.003574
0.004221;0.003745;0.003323;0.004221;0.003745;0.003323
0.003030;0.002687;0.002383;0.003030;0.002687;0.002383
0.002315;0.002052;0.001819;0.002315;0.002052;0.001819
0.002418;0.002142;0.001897;0.002418;0.002142;0.001897
0.003225;0.002855;0.002527;0.003225;0.002855;0.002527
0.003788;0.003352;0.002966;0.003788;0.003352;0.002966
0.004260;0.003768;0.003332;0.004260;0.003768;0.003332
0.004620;0.004083;0.003609;0.004620;0.004083;0.003609
0.005051;0.004462;0.003942;0.005051;0.004462;0.003942
0.005275;0.004658;0.004112;0.005275;0.004658;0.004112
0.005043;0.004450;0.003927;0.005043;0.004450;0.003927
0.004564;0.004026;0.003551;0.004564;0.004026;0.003551
0.004024;0.003547;0.003127;0.004024;0.003547;0.003127
0.003873;0.003412;0.003006;0.003873;0.003412;0.003006
0.004154;0.003658;0.003221;0.004154;0.003658;0.003221
0.003957;0.003483;0.003065;0.003957;0.003483;0.003065
0.002772;0.002438;0.002145;0.002772;0.002438;0.002145
0.001430;0.001257;0.001105;0.001430;0.001257;0.001105
0.001851;0.001626;0.001428;0.001851;0.001626;0.001428
0.004302;0.003777;0.003317;0.004302;0.003777;0.003317
0.004886;0.004289;0.003764;0.004886;0.004289;0.003764
0.002866;0.002514;0.002206;0.002866;0.002514;0.002206
0.000774;0.000679;0.000595;0.000774;0.000679;0.000595
0.001241;0.001088;0.000953;0.001241;0.001088;0.000953
0.002185;0.001914;0.001676;0.002185;0.001914;0.001676
0.003413;0.002988;0.002615;0.003413;0.002988;0.002615
0.003742;0.003274;0.002864;0.003742;0.003274;0.002864
0.004816;0.004211;0.003682;0.004816;0.004211;0.003682
0.007077;0.006185;0.005405;0.007077;0.006185;0.005405
0.006259;0.005467;0.004776;0.006259;0.005467;0.004776
0.002369;0.002068;0.001805;0.002369;0.002068;0.001805
0.001764;0.001539;0.001343;0.001764;0.001539;0.001343
0.001416;0.001235;0.001077;0.001416;0.001235;0.001077
0.005128;0.004469;0.003896;0.005128;0.004469;0.003896
0.005667;0.004937;0.004301;0.005667;0.004937;0.004301
0.003635;0.003165;0.002756;0.003635;0.003165;0.002756
0.002990;0.002602;0.002264;0.002990;0.002602;0.002264
0.001935;0.001683;0.001464;0.001935;0.001683;0.001464
0.002656;0.002309;0.002007;0.002656;0.002309;0.002007
0.004088;0.003551;0.003085;0.004088;0.003551;0.003085
0.004394;0.003815;0.003313;0.004394;0.003815;0.003313
0.002685;0.002331;0.002023;0.002685;0.002331;0.002023
0.004088;0.003546;0.003076;0.004088;0.003546;0.003076
0.003205;0.002779;0.002409;0.003205;0.002779;0.002409
0.003370;0.002920;0.002530;0.003370;0.002920;0.002530
0.004700;0.004070;0.003525;0.004700;0.004070;0.003525
0.003246;0.002810;0.002433;0.003246;0.002810;0.002433
0.002660;0.002301;0.001991;0.002660;0.002301;0.001991
0.003879;0.003354;0.002900;0.003879;0.003354;0.002900
0.006355;0.005492;0.004746;0.006355;0.005492;0.004746
0.008753;0.007560;0.006530;0.008753;0.007560;0.006530
0.008404;0.007255;0.006264;0.008404;0.007255;0.006264
0.004082;0.003523;0.003040;0.004082;0.003523;0.003040
0.003074;0.002650;0.002285;0.003074;0.002650;0.002285
0.002607;0.002247;0.001937;0.002607;0.002247;0.001937
0.002211;0.001904;0.001640;0.002211;0.001904;0.001640
0.003401;0.002928;0.002521;0.003401;0.002928;0.002521
0.002938;0.002529;0.002176;0.002938;0.002529;0.002176
0.003222;0.002771;0.002383;0.003222;0.002771;0.002383
0.003711;0.003190;0.002743;0.003711;0.003190;0.002743
0.002560;0.002200;0.001890;0.002560;0.002200;0.001890
0.001793;0.001540;0.001323;0.001793;0.001540;0.001323
0.001574;0.001351;0.001159;0.001574;0.001351;0.001159
0.002779;0.002384;0.002045;0.002779;0.002384;0.002045
0.003194;0.002738;0.002348;0.003194;0.002738;0.002348
0.002011;0.001723;0.001477;0.002011;0.001723;0.001477
0.001199;0.001027;0.000879;0.001199;0.001027;0.000879
0.002382;0.002039;0.001745;0.002382;0.002039;0.001745
0.002439;0.002087;0.001785;0.002439;0.002087;0.001785
0.002207;0.001887;0.001614;0.002207;0.001887;0.001614
0.002376;0.002031;0.001736;0.002376;0.002031;0.001736
0.001231;0.001051;0.000898;0.001231;0.001051;0.000898
0.000540;0.000461;0.000393;0.000540;0.000461;0.000393
0.001297;0.001106;0.000944;0.001297;0.001106;0.000944
0.003792;0.003234;0.002758;0.003792;0.003234;0.002758
0.005244;0.004470;0.003810;0.005244;0.004470;0.003810
0.005777;0.004922;0.004194;0.005777;0.004922;0.004194
0.003419;0.002911;0.002479;0.003419;0.002911;0.002479
0.003018;0.002568;0.002186;0.003018;0.002568;0.002186
0.005721;0.004867;0.004140;0.005721;0.004867;0.004140
0.005634;0.004790;0.004072;0.005634;0.004790;0.004072
0.004988;0.004238;0.003602;0.004988;0.004238;0.003602
0.005263;0.004470;0.003797;0.005263;0.004470;0.003797
0.006217;0.005277;0.004480;0.006217;0.005277;0.004480
0.006456;0.005478;0.004648;0.006456;0.005478;0.004648
0.004739;0.004019;0.003408;0.004739;0.004019;0.003408
0.004484;0.003800;0.003221;0.004484;0.003800;0.003221
0.006570;0.005565;0.004714;0.006570;0.005565;0.004714
0.007943;0.006725;0.005694;0.007943;0.006725;0.005694
0.008045;0.006808;0.005761;0.008045;0.006808;0.005761
0.006420;0.005431;0.004593;0.006420;0.005431;0.004593
0.004866;0.004114;0.003478;0.004866;0.004114;0.003478
0.004400;0.003718;0.003141;0.004400;0.003718;0.003141
0.003512;0.002966;0.002505;0.003512;0.002966;0.002505
0.002765;0.002333;0.001970;0.002765;0.002333;0.001970
0.001790;0.001510;0.001274;0.001790;0.001510;0.001274
0.001268;0.001069;0.000902;0.001268;0.001069;0.000902
0.001602;0.001350;0.001138;0.001602;0.001350;0.001138
0.002558;0.002155;0.001815;0.002558;0.002155;0.001815
0.003647;0.003070;0.002585;0.003647;0.003070;0.002585
0.005664;0.004765;0.004009;0.005664;0.004765;0.004009
0.007976;0.006707;0.005641;0.007976;0.006707;0.005641
0.007942;0.006676;0.005612;0.007942;0.006676;0.005612
0.006328;0.005317;0.004467;0.006328;0.005317;0.004467
0.005412;0.004545;0.003816;0.005412;0.004545;0.003816
0.004786;0.004017;0.003371;0.004786;0.004017;0.003371
0.004031;0.003382;0.002837;0.004031;0.003382;0.002837
0.004285;0.003592;0.003011;0.004285;0.003592;0.003011
0.005634;0.004721;0.003956;0.005634;0.004721;0.003956
0.006632;0.005555;0.004652;0.006632;0.005555;0.004652
0.006253;0.005235;0.004382;0.006253;0.005235;0.004382
0.006331;0.005297;0.004432;0.006331;0.005297;0.004432
0.008057;0.006738;0.005635;0.008057;0.006738;0.005635
0.006286;0.005254;0.004392;0.006286;0.005254;0.004392
0.001911;0.001597;0.001334;0.001911;0.001597;0.001334
0.000869;0.000725;0.000606;0.000869;0.000725;0.000606
0.003855;0.003217;0.002685;0.003855;0.003217;0.002685
0.007486;0.006244;0.005208;0.007486;0.006244;0.005208
0.006813;0.005680;0.004735;0.006813;0.005680;0.004735
0.004258;0.003548;0.002956;0.004258;0.003548;0.002956
0.002569;0.002140;0.001782;0.002569;0.002140;0.001782
0.003038;0.002529;0.002105;0.003038;0.002529;0.002105
0.003641;0.003029;0.002520;0.003641;0.003029;0.002520
0.005946;0.004945;0.004112;0.005946;0.004945;0.004112
0.003561;0.002960;0.002460;0.003561;0.002960;0.002460
0.000660;0.000548;0.000456;0.000660;0.000548;0.000456
0.001553;0.001289;0.001070;0.001553;0.001289;0.001070
0.003077;0.002553;0.002119;0.003077;0.002553;0.002119
0.002958;0.002454;0.002035;0.002958;0.002454;0.002035
0.003493;0.002895;0.002400;0.003493;0.002895;0.002400
0.002949;0.002444;0.002025;0.002949;0.002444;0.002025
0.003798;0.003146;0.002605;0.003798;0.003146;0.002605
0.003468;0.002871;0.002376;0.003468;0.002871;0.002376
0.001155;0.000955;0.000791;0.001155;0.000955;0.000791
0.000878;0.000726;0.000600;0.000878;0.000726;0.000600
0.000524;0.000433;0.000358;0.000524;0.000433;0.000358
0.001100;0.000908;0.000750;0.001100;0.000908;0.000750
0.001687;0.001393;0.001150;0.001687;0.001393;0.001150
0.001182;0.000976;0.000805;0.001182;0.000976;0.000805
0.000971;0.000801;0.000661;0.000971;0.000801;0.000661
0.001692;0.001394;0.001150;0.001692;0.001394;0.001150
0.002101;0.001732;0.001427;0.002101;0.001732;0.001427
0.002266;0.001867;0.001537;0.002266;0.001867;0.001537
0.003594;0.002958;0.002435;0.003594;0.002958;0.002435
0.005430;0.004468;0.003675;0.005430;0.004468;0.003675
0.006959;0.005722;0.004705;0.006959;0.005722;0.004705
0.007886;0.006482;0.005327;0.007886;0.006482;0.005327
0.007169;0.005889;0.004838;0.007169;0.005889;0.004838
0.005021;0.004123;0.003385;0.005021;0.004123;0.003385
0.003709;0.003044;0.002498;0.003709;0.003044;0.002498
0.003958;0.003247;0.002663;0.003958;0.003247;0.002663
0.004154;0.003405;0.002792;0.004154;0.003405;0.002792
0.004263;0.003493;0.002862;0.004263;0.003493;0.002862
0.003871;0.003170;0.002596;0.003871;0.003170;0.002596
0.003974;0.003253;0.002663;0.003974;0.003253;0.002663
0.004045;0.003309;0.002707;0.004045;0.003309;0.002707
0.004019;0.003286;0.002687;0.004019;0.003286;0.002687
0.005804;0.004744;0.003877;0.005804;0.004744;0.003877
0.006879;0.005620;0.004591;0.006879;0.005620;0.004591
0.005876;0.004798;0.003917;0.005876;0.004798;0.003917
0.005650;0.004611;0.003763;0.005650;0.004611;0.003763
0.005155;0.004205;0.003431;0.005155;0.004205;0.003431
0.001896;0.001546;0.001261;0.001896;0.001546;0.001261
0.000946;0.000771;0.000628;0.000946;0.000771;0.000628
0.002862;0.002331;0.001899;0.002862;0.002331;0.001899
0.005517;0.004491;0.003656;0.005517;0.004491;0.003656
0.007212;0.005868;0.004775;0.007212;0.005868;0.004775
0.006387;0.005194;0.004224;0.006387;0.005194;0.004224
0.005551;0.004512;0.003668;0.005551;0.004512;0.003668
0.008067;0.006554;0.005325;0.008067;0.006554;0.005325
0.010517;0.008540;0.006935;0.010517;0.008540;0.006935
0.007664;0.006220;0.005049;0.007664;0.006220;0.005049
0.005007;0.004062;0.003295;0.005007;0.004062;0.003295
0.003394;0.002752;0.002232;0.003394;0.002752;0.002232
0.004022;0.003260;0.002642;0.004022;0.003260;0.002642
0.010749;0.008707;0.007052;0.010749;0.008707;0.007052
0.015163;0.012276;0.009938;0.015163;0.012276;0.009938
0.010789;0.008731;0.007066;0.010789;0.008731;0.007066
0.003566;0.002885;0.002334;0.003566;0.002885;0.002334
0.004661;0.003768;0.003046;0.004661;0.003768;0.003046
0.008330;0.006730;0.005438;0.008330;0.006730;0.005438
0.007707;0.006224;0.005027;0.007707;0.006224;0.005027
0.005186;0.004187;0.003380;0.005186;0.004187;0.003380
0.002628;0.002120;0.001711;0.002628;0.002120;0.001711
0.002175;0.001754;0.001414;0.002175;0.001754;0.001414
0.001413;0.001139;0.000918;0.001413;0.001139;0.000918
0.001298;0.001046;0.000842;0.001298;0.001046;0.000842
0.003263;0.002627;0.002115;0.003263;0.002627;0.002115
0.005102;0.004106;0.003304;0.005102;0.004106;0.003304
0.003166;0.002547;0.002050;0.003166;0.002547;0.002050
0.001486;0.001194;0.000960;0.001486;0.001194;0.000960
0.002031;0.001632;0.001312;0.002031;0.001632;0.001312
0.001624;0.001304;0.001048;0.001624;0.001304;0.001048
0.002318;0.001861;0.001494;0.002318;0.001861;0.001494
0.003425;0.002749;0.002206;0.003425;0.002749;0.002206
0.004266;0.003421;0.002744;0.004266;0.003421;0.002744
0.005427;0.004350;0.003487;0.005427;0.004350;0.003487
0.004160;0.003333;0.002671;0.004160;0.003333;0.002671
0.001701;0.001362;0.001091;0.001701;0.001362;0.001091
0.001394;0.001116;0.000893;0.001394;0.001116;0.000893
0.001268;0.001014;0.000811;0.001268;0.001014;0.000811
0.002383;0.001905;0.001524;0.002383;0.001905;0.001524
0.003604;0.002881;0.002303;0.003604;0.002881;0.002303
0.002311;0.001846;0.001475;0.002311;0.001846;0.001475
0.001429;0.001141;0.000911;0.001429;0.001141;0.000911
0.001938;0.001547;0.001235;0.001938;0.001547;0.001235
0.000715;0.000570;0.000455;0.000715;0.000570;0.000455
0.000525;0.000419;0.000334;0.000525;0.000419;0.000334
0.000734;0.000585;0.000466;0.000734;0.000585;0.000466
0.001173;0.000935;0.000744;0.001173;0.000935;0.000744
0.000841;0.000669;0.000533;0.000841;0.000669;0.000533
0.001493;0.001188;0.000945;0.001493;0.001188;0.000945
0.001135;0.000903;0.000718;0.001135;0.000903;0.000718
0.001196;0.000951;0.000756;0.001196;0.000951;0.000756
0.003245;0.002578;0.002049;0.003245;0.002578;0.002049
0.003433;0.002727;0.002166;0.003433;0.002727;0.002166
0.001458;0.001158;0.000919;0.001458;0.001158;0.000919
0.001722;0.001366;0.001084;0.001722;0.001366;0.001084
0.002202;0.001746;0.001385;0.002202;0.001746;0.001385
0.002690;0.002132;0.001690;0.002690;0.002132;0.001690
0.001973;0.001563;0.001238;0.001973;0.001563;0.001238
0.001465;0.001160;0.000919;0.001465;0.001160;0.000919
0.002707;0.002142;0.001695;0.002707;0.002142;0.001695
0.003156;0.002497;0.001975;0.003156;0.002497;0.001975
0.003813;0.003015;0.002384;0.003813;0.003015;0.002384
0.004408;0.003484;0.002754;0.004408;0.003484;0.002754
0.004887;0.003860;0.003049;0.004887;0.003860;0.003049
0.003690;0.002914;0.002301;0.003690;0.002914;0.002301
0.001887;0.001489;0.001175;0.001887;0.001489;0.001175
0.002600;0.002051;0.001618;0.002600;0.002051;0.001618
0.003696;0.002914;0.002297;0.003696;0.002914;0.002297
0.002822;0.002224;0.001753;0.002822;0.002224;0.001753
0.001056;0.000832;0.000655;0.001056;0.000832;0.000655
0.001449;0.001141;0.000898;0.001449;0.001141;0.000898
0.003735;0.002939;0.002312;0.003735;0.002939;0.002312
0.005071;0.003988;0.003137;0.005071;0.003988;0.003137
0.004947;0.003889;0.003057;0.004947;0.003889;0.003057
0.004391;0.003450;0.002711;0.004391;0.003450;0.002711
0.004066;0.003193;0.002508;0.004066;0.003193;0.002508
0.003380;0.002654;0.002083;0.003380;0.002654;0.002083
0.003146;0.002469;0.001937;0.003146;0.002469;0.001937
0.003985;0.003125;0.002451;0.003985;0.003125;0.002451
0.003265;0.002560;0.002006;0.003265;0.002560;0.002006
0.003148;0.002466;0.001933;0.003148;0.002466;0.001933
0.003126;0.002448;0.001917;0.003126;0.002448;0.001917
0.002212;0.001731;0.001355;0.002212;0.001731;0.001355
0.001594;0.001247;0.000976;0.001594;0.001247;0.000976
0.002522;0.001972;0.001542;0.002522;0.001972;0.001542
0.002609;0.002039;0.001594;0.002609;0.002039;0.001594
0.002802;0.002189;0.001710;0.002802;0.002189;0.001710
0.003441;0.002687;0.002098;0.003441;0.002687;0.002098
0.003399;0.002653;0.002071;0.003399;0.002653;0.002071
0.002524;0.001969;0.001536;0.002524;0.001969;0.001536
0.001687;0.001316;0.001026;0.001687;0.001316;0.001026
0.002237;0.001744;0.001359;0.002237;0.001744;0.001359
0.001763;0.001373;0.001070;0.001763;0.001373;0.001070
0.002595;0.002021;0.001574;0.002595;0.002021;0.001574
0.003784;0.002945;0.002292;0.003784;0.002945;0.002292
0.004671;0.003634;0.002827;0.004671;0.003634;0.002827
0.004280;0.003328;0.002588;0.004280;0.003328;0.002588
0.004645;0.003610;0.002806;0.004645;0.003610;0.002806
0.005101;0.003962;0.003078;0.005101;0.003962;0.003078
0.004688;0.003640;0.002826;0.004688;0.003640;0.002826
0.002786;0.002162;0.001678;0.002786;0.002162;0.001678
0.001833;0.001421;0.001103;0.001833;0.001421;0.001103
0.000678;0.000526;0.000408;0.000678;0.000526;0.000408
0.002411;0.001869;0.001448;0.002411;0.001869;0.001448
0.003328;0.002578;0.001996;0.003328;0.002578;0.001996
0.002559;0.001982;0.001534;0.002559;0.001982;0.001534
0.001716;0.001328;0.001028;0.001716;0.001328;0.001028
0.001491;0.001153;0.000892;0.001491;0.001153;0.000892
0.002822;0.002181;0.001686;0.002822;0.002181;0.001686
0.002975;0.002299;0.001777;0.002975;0.002299;0.001777
0.001795;0.001387;0.001071;0.001795;0.001387;0.001071
0.002458;0.001897;0.001465;0.002458;0.001897;0.001465
0.002898;0.002236;0.001726;0.002898;0.002236;0.001726
0.001816;0.001401;0.001080;0.001816;0.001401;0.001080
0.001062;0.000819;0.000631;0.001062;0.000819;0.000631
0.000985;0.000759;0.000585;0.000985;0.000759;0.000585
0.001605;0.001236;0.000952;0.001605;0.001236;0.000952
0.002884;0.002220;0.001709;0.002884;0.002220;0.001709
0.003341;0.002570;0.001978;0.003341;0.002570;0.001978
0.002907;0.002235;0.001719;0.002907;0.002235;0.001719
0.002611;0.002007;0.001543;0.002611;0.002007;0.001543
0.001667;0.001281;0.000984;0.001667;0.001281;0.000984
0.000775;0.000595;0.000457;0.000775;0.000595;0.000457
0.001409;0.001082;0.000830;0.001409;0.001082;0.000830
0.001964;0.001507;0.001156;0.001964;0.001507;0.001156
0.001722;0.001321;0.001013;0.001722;0.001321;0.001013
0.001629;0.001249;0.000957;0.001629;0.001249;0.000957
0.001724;0.001321;0.001012;0.001724;0.001321;0.001012
0.002892;0.002214;0.001696;0.002892;0.002214;0.001696
0.004040;0.003092;0.002367;0.004040;0.003092;0.002367
0.002631;0.002013;0.001540;0.002631;0.002013;0.001540
