Axial_Velocity;Axial_Demodulation;Radial_Acceleration;Radial_Velocity;Radial_Demodulation;Axial_Acceleration
0.002239;0.002565;0.002938;0.002239;0.002565;0.002938
0.002175;0.002490;0.002850;0.002175;0.002490;0.002850
0.001250;0.001430;0.001636;0.001250;0.001430;0.001636
0.001250;0.001429;0.001632;0.001250;0.001429;0.001632
0.002709;0.003094;0.003534;0.002709;0.003094;0.003534
0.003327;0.003797;0.004335;0.003327;0.003797;0.004335
0.002349;0.002680;0.003057;0.002349;0.002680;0.003057
0.001310;0.001493;0.001702;0.001310;0.001493;0.001702
0.002107;0.002400;0.002734;0.002107;0.002400;0.002734
0.001046;0.001190;0.001355;0.001046;0.001190;0.001355
0.001388;0.001579;0.001796;0.001388;0.001579;0.001796
0.001723;0.001958;0.002226;0.001723;0.001958;0.002226
0.000623;0.000707;0.000803;0.000623;0.000707;0.000803
0.001140;0.001294;0.001469;0.001140;0.001294;0.001469
0.001336;0.001515;0.001718;0.001336;0.001515;0.001718
0.002779;0.003150;0.003571;0.002779;0.003150;0.003571
0.005024;0.005692;0.006447;0.005024;0.005692;0.006447
0.002417;0.002736;0.003098;0.002417;0.002736;0.003098
0.002492;0.002819;0.003189;0.002492;0.002819;0.003189
0.002447;0.002767;0.003128;0.002447;0.002767;0.003128
0.001791;0.002023;0.002286;0.001791;0.002023;0.002286
0.001893;0.002138;0.002413;0.001893;0.002138;0.002413
0.000885;0.000999;0.001127;0.000885;0.000999;0.001127
0.001318;0.001485;0.001675;0.001318;0.001485;0.001675
0.001549;0.001745;0.001966;0.001549;0.001745;0.001966
0.002276;0.002562;0.002884;0.002276;0.002562;0.002884
0.002738;0.003081;0.003466;0.002738;0.003081;0.003466
0.003029;0.003405;0.003828;0.003029;0.003405;0.003828
0.002221;0.002496;0.002804;0.002221;0.002496;0.002804
0.000816;0.000917;0.001030;0.000816;0.000917;0.001030
0.000805;0.000903;0.001013;0.000805;0.000903;0.001013
0.000953;0.001069;0.001198;0.000953;0.001069;0.001198
0.000693;0.000776;0.000870;0.000693;0.000776;0.000870
0.000930;0.001041;0.001165;0.000930;0.001041;0.001165
0.001632;0.001826;0.002043;0.001632;0.001826;0.002043
0.003133;0.003503;0.003916;0.003133;0.003503;0.003916
0.004037;0.004512;0.005041;0.004037;0.004512;0.005041
0.003169;0.003539;0.003953;0.003169;0.003539;0.003953
0.002460;0.002745;0.003063;0.002460;0.002745;0.003063
0.003797;0.004234;0.004722;0.003797;0.004234;0.004722
0.003769;0.004200;0.004680;0.003769;0.004200;0.004680
0.003358;0.003739;0.004164;0.003358;0.003739;0.004164
0.004115;0.004580;0.005097;0.004115;0.004580;0.005097
0.003479;0.003869;0.004303;0.003479;0.003869;0.004303
0.001839;0.002043;0.002271;0.001839;0.002043;0.002271
0.003953;0.004390;0.004875;0.003953;0.004390;0.004875
0.004884;0.005421;0.006017;0.004884;0.005421;0.006017
0.003272;0.003629;0.004025;0.003272;0.003629;0.004025
0.002578;0.002857;0.003167;0.002578;0.002857;0.003167
0.004649;0.005149;0.005703;0.004649;0.005149;0.005703
0.003762;0.004165;0.004610;0.003762;0.004165;0.004610
0.003130;0.003462;0.003829;0.003130;0.003462;0.003829
0.003388;0.003745;0.004140;0.003388;0.003745;0.004140
0.004468;0.004936;0.005452;0.004468;0.004936;0.005452
0.004176;0.004610;0.005089;0.004176;0.004610;0.005089
0.003652;0.004029;0.004445;0.003652;0.004029;0.004445
0.002363;0.002606;0.002873;0.002363;0.002606;0.002873
0.001408;0.001551;0.001709;0.001408;0.001551;0.001709
0.001010;0.001113;0.001225;0.001010;0.001113;0.001225
0.001255;0.001381;0.001519;0.001255;0.001381;0.001519
0.002553;0.002806;0.003085;0.002553;0.002806;0.003085
0.003090;0.003395;0.003730;0.003090;0.003395;0.003730
0.001772;0.001947;0.002138;0.001772;0.001947;0.002138
0.002676;0.002936;0.003220;0.002676;0.002936;0.003220
0.005596;0.006137;0.006729;0.005596;0.006137;0.006729
0.005565;0.006098;0.006683;0.005565;0.006098;0.006683
0.004930;0.005399;0.005912;0.004930;0.005399;0.005912
0.003482;0.003811;0.004172;0.003482;0.003811;0.004172
0.001156;0.001264;0.001382;0.001156;0.001264;0.001382
0.001918;0.002096;0.002290;0.001918;0.002096;0.002290
0.001968;0.002150;0.002348;0.001968;0.002150;0.002348
0.001393;0.001520;0.001659;0.001393;0.001520;0.001659
0.002403;0.002621;0.002859;0.002403;0.002621;0.002859
0.001950;0.002126;0.002317;0.001950;0.002126;0.002317
0.001881;0.002050;0.002233;0.001881;0.002050;0.002233
0.002897;0.003154;0.003434;0.002897;0.003154;0.003434
0.002660;0.002894;0.003148;0.002660;0.002894;0.003148
0.001301;0.001415;0.001538;0.001301;0.001415;0.001538
0.002340;0.002542;0.002762;0.002340;0.002542;0.002762
0.002137;0.002320;0.002519;0.002137;0.002320;0.002519
0.001983;0.002151;0.002334;0.001983;0.002151;0.002334
0.001406;0.001524;0.001653;0.001406;0.001524;0.001653
0.001419;0.001537;0.001666;0.001419;0.001537;0.001666
0.002859;0.003095;0.003351;0.002859;0.003095;0.003351
0.003486;0.003772;0.004082;0.003486;0.003772;0.004082
0.001834;0.001984;0.002146;0.001834;0.001984;0.002146
0.002343;0.002532;0.002736;0.002343;0.002532;0.002736
0.004162;0.004494;0.004854;0.004162;0.004494;0.004854
0.002493;0.002691;0.002906;0.002493;0.002691;0.002906
0.002055;0.002217;0.002390;0.002055;0.002217;0.002390
0.003412;0.003677;0.003964;0.003412;0.003677;0.003964
0.002391;0.002577;0.002776;0.002391;0.002577;0.002776
0.000934;0.001006;0.001083;0.000934;0.001006;0.001083
0.001515;0.001630;0.001753;0.001515;0.001630;0.001753
0.002700;0.002903;0.003121;0.002700;0.002903;0.003121
0.002882;0.003097;0.003327;0.002882;0.003097;0.003327
0.002939;0.003155;0.003387;0.002939;0.003155;0.003387
0.003735;0.004008;0.004301;0.003735;0.004008;0.004301
0.002588;0.002776;0.002976;0.002588;0.002776;0.002976
0.001913;0.002050;0.002197;0.001913;0.002050;0.002197
0.001966;0.002106;0.002255;0.001966;0.002106;0.002255
0.002384;0.002551;0.002730;0.002384;0.002551;0.002730
0.002381;0.002547;0.002724;0.002381;0.002547;0.002724
0.003835;0.004099;0.004381;0.003835;0.004099;0.004381
0.002379;0.002541;0.002714;0.002379;0.002541;0.002714
0.000995;0.001062;0.001133;0.000995;0.001062;0.001133
0.003198;0.003411;0.003639;0.003198;0.003411;0.003639
0.006618;0.007055;0.007521;0.006618;0.007055;0.007521
0.007684;0.008186;0.008721;0.007684;0.008186;0.008721
0.006160;0.006559;0.006983;0.006160;0.006559;0.006983
0.002310;0.002458;0.002616;0.002310;0.002458;0.002616
0.002074;0.002205;0.002345;0.002074;0.002205;0.002345
0.002751;0.002923;0.003106;0.002751;0.002923;0.003106
0.001916;0.002035;0.002162;0.001916;0.002035;0.002162
0.001623;0.001722;0.001828;0.001623;0.001722;0.001828
0.001397;0.001482;0.001572;0.001397;0.001482;0.001572
0.001890;0.002003;0.002123;0.001890;0.002003;0.002123
0.002464;0.002610;0.002764;0.002464;0.002610;0.002764
0.001546;0.001637;0.001733;0.001546;0.001637;0.001733
0.000782;0.000827;0.000875;0.000782;0.000827;0.000875
0.001036;0.001095;0.001158;0.001036;0.001095;0.001158
0.002609;0.002756;0.002911;0.002609;0.002756;0.002911
0.004445;0.004693;0.004955;0.004445;0.004693;0.004955
0.004139;0.004367;0.004608;0.004139;0.004367;0.004608
0.002574;0.002714;0.002862;0.002574;0.002714;0.002862
0.001788;0.001884;0.001985;0.001788;0.001884;0.001985
0.002111;0.002223;0.002341;0.002111;0.002223;0.002341
0.002279;0.002398;0.002523;0.002279;0.002398;0.002523
0.003243;0.003411;0.003588;0.003243;0.003411;0.003588
0.004206;0.004421;0.004647;0.004206;0.004421;0.004647
0.004432;0.004655;0.004890;0.004432;0.004655;0.004890
0.006859;0.007201;0.007559;0.006859;0.007201;0.007559
0.005414;0.005680;0.005959;0.005414;0.005680;0.005959
0.000461;0.000484;0.000507;0.000461;0.000484;0.000507
0.002640;0.002766;0.002898;0.002640;0.002766;0.002898
0.004306;0.004509;0.004721;0.004306;0.004509;0.004721
0.002059;0.002155;0.002255;0.002059;0.002155;0.002255
0.000968;0.001012;0.001059;0.000968;0.001012;0.001059
0.001898;0.001983;0.002072;0.001898;0.001983;0.002072
0.000769;0.000804;0.000839;0.000769;0.000804;0.000839
0.003109;0.003245;0.003386;0.003109;0.003245;0.003386
0.003603;0.003758;0.003920;0.003603;0.003758;0.003920
0.002153;0.002245;0.002340;0.002153;0.002245;0.002340
0.001258;0.001310;0.001365;0.001258;0.001310;0.001365
0.000878;0.000915;0.000952;0.000878;0.000915;0.000952
0.001618;0.001683;0.001751;0.001618;0.001683;0.001751
0.001515;0.001575;0.001638;0.001515;0.001575;0.001638
0.001237;0.001286;0.001336;0.001237;0.001286;0.001336
0.001011;0.001050;0.001091;0.001011;0.001050;0.001091
0.001992;0.002067;0.002145;0.001992;0.002067;0.002145
0.003453;0.003581;0.003714;0.003453;0.003581;0.003714
0.003027;0.003138;0.003253;0.003027;0.003138;0.003253
0.001633;0.001692;0.001753;0.001633;0.001692;0.001753
0.001016;0.001051;0.001088;0.001016;0.001051;0.001088
0.001803;0.001865;0.001929;0.001803;0.001865;0.001929
0.003365;0.003479;0.003597;0.003365;0.003479;0.003597
0.002815;0.002909;0.003006;0.002815;0.002909;0.003006
0.001764;0.001821;0.001880;0.001764;0.001821;0.001880
0.002555;0.002637;0.002721;0.002555;0.002637;0.002721
0.002902;0.002993;0.003087;0.002902;0.002993;0.003087
0.002860;0.002947;0.003038;0.002860;0.002947;0.003038
0.003776;0.003889;0.004006;0.003776;0.003889;0.004006
0.002267;0.002334;0.002403;0.002267;0.002334;0.002403
0.000928;0.000955;0.000982;0.000928;0.000955;0.000982
0.001493;0.001535;0.001578;0.001493;0.001535;0.001578
0.002816;0.002893;0.002973;0.002816;0.002893;0.002973
0.004402;0.004520;0.004641;0.004402;0.004520;0.004641
0.004898;0.005027;0.005158;0.004898;0.005027;0.005158
0.005933;0.006085;0.006240;0.005933;0.006085;0.006240
0.008072;0.008273;0.008479;0.008072;0.008273;0.008479
0.009960;0.010201;0.010449;0.009960;0.010201;0.010449
0.008093;0.008284;0.008480;0.008093;0.008284;0.008480
0.002958;0.003027;0.003097;0.002958;0.003027;0.003097
0.003328;0.003402;0.003478;0.003328;0.003402;0.003478
0.005446;0.005565;0.005685;0.005446;0.005565;0.005685
0.008278;0.008452;0.008630;0.008278;0.008452;0.008630
0.009177;0.009365;0.009557;0.009177;0.009365;0.009557
0.007840;0.007996;0.008155;0.007840;0.007996;0.008155
0.005326;0.005428;0.005533;0.005326;0.005428;0.005533
0.003982;0.004056;0.004131;0.003982;0.004056;0.004131
0.003412;0.003473;0.003536;0.003412;0.003473;0.003536
0.002902;0.002952;0.003003;0.002902;0.002952;0.003003
0.003725;0.003787;0.003850;0.003725;0.003787;0.003850
0.004516;0.004589;0.004663;0.004516;0.004589;0.004663
0.003650;0.003707;0.003764;0.003650;0.003707;0.003764
0.002590;0.002628;0.002667;0.002590;0.002628;0.002667
0.002849;0.002889;0.002930;0.002849;0.002889;0.002930
0.002048;0.002075;0.002104;0.002048;0.002075;0.002104
0.002983;0.003021;0.003060;0.002983;0.003021;0.003060
0.004672;0.004730;0.004788;0.004672;0.004730;0.004788
0.003835;0.003880;0.003925;0.003835;0.003880;0.003925
0.003552;0.003591;0.003631;0.003552;0.003591;0.003631
0.004790;0.004840;0.004891;0.004790;0.004840;0.004891
0.004942;0.004991;0.005040;0.004942;0.004991;0.005040
0.003545;0.003578;0.003611;0.003545;0.003578;0.003611
0.004851;0.004893;0.004935;0.004851;0.004893;0.004935
0.002977;0.003001;0.003025;0.002977;0.003001;0.003025
0.003209;0.003232;0.003256;0.003209;0.003232;0.003256
0.004052;0.004079;0.004106;0.004052;0.004079;0.004106
0.003453;0.003474;0.003496;0.003453;0.003474;0.003496
0.003036;0.003053;0.003070;0.003036;0.003053;0.003070
0.002399;0.002411;0.002422;0.002399;0.002411;0.002422
0.001484;0.001490;0.001497;0.001484;0.001490;0.001497
0.001064;0.001068;0.001072;0.001064;0.001068;0.001072
0.002384;0.002391;0.002398;0.002384;0.002391;0.002398
0.006501;0.006517;0.006532;0.006501;0.006517;0.006532
0.008059;0.008074;0.008089;0.008059;0.008074;0.008089
0.007513;0.007523;0.007532;0.007513;0.007523;0.007532
0.005841;0.005845;0.005849;0.005841;0.005845;0.005849
0.003254;0.003254;0.003255;0.003254;0.003254;0.003255
0.003423;0.003420;0.003418;0.003423;0.003420;0.003418
0.005220;0.005214;0.005208;0.005220;0.005214;0.005208
0.004909;0.004900;0.004892;0.004909;0.004900;0.004892
0.004227;0.004217;0.004207;0.004227;0.004217;0.004207
0.004509;0.004495;0.004482;0.004509;0.004495;0.004482
0.005016;0.004998;0.004980;0.005016;0.004998;0.004980
0.004542;0.004523;0.004504;0.004542;0.004523;0.004504
0.003362;0.003346;0.003330;0.003362;0.003346;0.003330
0.004233;0.004210;0.004187;0.004233;0.004210;0.004187
0.005638;0.005604;0.005570;0.005638;0.005604;0.005570
0.004830;0.004799;0.004767;0.004830;0.004799;0.004767
0.002384;0.002367;0.002350;0.002384;0.002367;0.002350
0.000907;0.000900;0.000893;0.000907;0.000900;0.000893
0.002613;0.002591;0.002570;0.002613;0.002591;0.002570
0.003156;0.003128;0.003100;0.003156;0.003128;0.003100
0.004918;0.004870;0.004824;0.004918;0.004870;0.004824
0.005686;0.005628;0.005571;0.005686;0.005628;0.005571
0.003989;0.003946;0.003904;0.003989;0.003946;0.003904
0.003220;0.003183;0.003147;0.003220;0.003183;0.003147
0.002680;0.002648;0.002617;0.002680;0.002648;0.002617
0.001525;0.001506;0.001487;0.001525;0.001506;0.001487
0.000951;0.000938;0.000926;0.000951;0.000938;0.000926
0.002462;0.002428;0.002394;0.002462;0.002428;0.002394
0.005056;0.004983;0.004911;0.005056;0.004983;0.004911
0.005650;0.005566;0.005483;0.005650;0.005566;0.005483
0.005350;0.005267;0.005185;0.005350;0.005267;0.005185
0.004905;0.004826;0.004749;0.004905;0.004826;0.004749
0.004933;0.004851;0.004770;0.004933;0.004851;0.004770
0.005566;0.005469;0.005375;0.005566;0.005469;0.005375
0.003249;0.003192;0.003136;0.003249;0.003192;0.003136
0.003039;0.002982;0.002926;0.003039;0.002982;0.002926
0.005577;0.005471;0.005367;0.005577;0.005471;0.005367
0.003581;0.003511;0.003443;0.003581;0.003511;0.003443
0.001683;0.001649;0.001616;0.001683;0.001649;0.001616
0.001457;0.001427;0.001398;0.001457;0.001427;0.001398
0.001371;0.001341;0.001312;0.001371;0.001341;0.001312
0.004000;0.003912;0.003827;0.004000;0.003912;0.003827
0.005402;0.005280;0.005160;0.005402;0.005280;0.005160
0.011554;0.011286;0.011025;0.011554;0.011286;0.011025
0.014082;0.013749;0.013424;0.014082;0.013749;0.013424
0.005848;0.005707;0.005568;0.005848;0.005707;0.005568
0.002763;0.002694;0.002627;0.002763;0.002694;0.002627
0.003252;0.003170;0.003089;0.003252;0.003170;0.003089
0.001668;0.001625;0.001582;0.001668;0.001625;0.001582
0.007312;0.007118;0.006929;0.007312;0.007118;0.006929
0.007607;0.007400;0.007200;0.007607;0.007400;0.007200
0.003862;0.003755;0.003651;0.003862;0.003755;0.003651
0.001961;0.001906;0.001852;0.001961;0.001906;0.001852
0.003763;0.003654;0.003549;0.003763;0.003654;0.003549
0.004340;0.004212;0.004088;0.004340;0.004212;0.004088
0.003039;0.002948;0.002860;0.003039;0.002948;0.002860
0.002753;0.002668;0.002587;0.002753;0.002668;0.002587
0.003977;0.003853;0.003733;0.003977;0.003853;0.003733
0.004195;0.004062;0.003933;0.004195;0.004062;0.003933
0.003401;0.003291;0.003185;0.003401;0.003291;0.003185
0.001826;0.001767;0.001709;0.001826;0.001767;0.001709
0.000955;0.000923;0.000892;0.000955;0.000923;0.000892
0.001028;0.000993;0.000959;0.001028;0.000993;0.000959
0.002098;0.002025;0.001955;0.002098;0.002025;0.001955
0.004368;0.004214;0.004066;0.004368;0.004214;0.004066
0.006501;0.006269;0.006045;0.006501;0.006269;0.006045
0.006430;0.006197;0.005973;0.006430;0.006197;0.005973
0.004187;0.004034;0.003885;0.004187;0.004034;0.003885
0.003743;0.003602;0.003467;0.003743;0.003602;0.003467
0.006017;0.005789;0.005569;0.006017;0.005789;0.005569
0.005355;0.005149;0.004951;0.005355;0.005149;0.004951
0.003391;0.003258;0.003131;0.003391;0.003258;0.003131
0.002590;0.002487;0.002389;0.002590;0.002487;0.002389
0.004131;0.003965;0.003805;0.004131;0.003965;0.003805
0.004592;0.004405;0.004226;0.004592;0.004405;0.004226
0.005876;0.005633;0.005400;0.005876;0.005633;0.005400
0.006478;0.006207;0.005947;0.006478;0.006207;0.005947
0.005743;0.005500;0.005266;0.005743;0.005500;0.005266
0.003773;0.003611;0.003456;0.003773;0.003611;0.003456
0.005276;0.005046;0.004826;0.005276;0.005046;0.004826
0.008433;0.008061;0.007705;0.008433;0.008061;0.007705
0.007804;0.007455;0.007123;0.007804;0.007455;0.007123
0.005270;0.005032;0.004804;0.005270;0.005032;0.004804
0.005906;0.005636;0.005378;0.005906;0.005636;0.005378
0.008808;0.008400;0.008011;0.008808;0.008400;0.008011
0.006644;0.006333;0.006037;0.006644;0.006333;0.006037
0.004218;0.004018;0.003828;0.004218;0.004018;0.003828
0.005101;0.004856;0.004623;0.005101;0.004856;0.004623
0.006041;0.005748;0.005470;0.006041;0.005748;0.005470
0.004987;0.004743;0.004511;0.004987;0.004743;0.004511
0.003531;0.003356;0.003189;0.003531;0.003356;0.003189
0.004213;0.004001;0.003800;0.004213;0.004001;0.003800
0.006798;0.006453;0.006125;0.006798;0.006453;0.006125
0.007173;0.006806;0.006458;0.007173;0.006806;0.006458
0.004215;0.003997;0.003791;0.004215;0.003997;0.003791
0.001837;0.001741;0.001650;0.001837;0.001741;0.001650
0.002881;0.002728;0.002584;0.002881;0.002728;0.002584
0.004654;0.004406;0.004170;0.004654;0.004406;0.004170
0.003170;0.002999;0.002838;0.003170;0.002999;0.002838
0.001974;0.001866;0.001764;0.001974;0.001866;0.001764
0.004473;0.004226;0.003993;0.004473;0.004226;0.003993
0.004817;0.004549;0.004297;0.004817;0.004549;0.004297
0.003455;0.003261;0.003078;0.003455;0.003261;0.003078
0.004966;0.004684;0.004418;0.004966;0.004684;0.004418
0.008884;0.008376;0.007897;0.008884;0.008376;0.007897
0.008690;0.008188;0.007716;0.008690;0.008188;0.007716
0.005887;0.005543;0.005220;0.005887;0.005543;0.005220
0.006790;0.006390;0.006015;0.006790;0.006390;0.006015
0.007361;0.006924;0.006513;0.007361;0.006924;0.006513
0.005657;0.005318;0.004999;0.005657;0.005318;0.004999
0.002619;0.002460;0.002312;0.002619;0.002460;0.002312
0.001922;0.001804;0.001694;0.001922;0.001804;0.001694
0.002307;0.002165;0.002032;0.002307;0.002165;0.002032
0.005085;0.004769;0.004473;0.005085;0.004769;0.004473
0.006249;0.005858;0.005492;0.006249;0.005858;0.005492
0.006395;0.005991;0.005613;0.006395;0.005991;0.005613
0.007815;0.007318;0.006852;0.007815;0.007318;0.006852
0.007791;0.007291;0.006823;0.007791;0.007291;0.006823
0.005482;0.005127;0.004796;0.005482;0.005127;0.004796
0.005371;0.005020;0.004692;0.005371;0.005020;0.004692
0.009948;0.009293;0.008681;0.009948;0.009293;0.008681
0.014614;0.013645;0.012740;0.014614;0.013645;0.012740
0.014284;0.013330;0.012440;0.014284;0.013330;0.012440
0.011091;0.010344;0.009648;0.011091;0.010344;0.009648
0.008310;0.007746;0.007220;0.008310;0.007746;0.007220
0.006501;0.006057;0.005642;0.006501;0.006057;0.005642
0.007714;0.007182;0.006686;0.007714;0.007182;0.006686
0.011542;0.010740;0.009994;0.011542;0.010740;0.009994
0.011999;0.011159;0.010379;0.011999;0.011159;0.010379
0.007236;0.006726;0.006252;0.007236;0.006726;0.006252
0.003171;0.002945;0.002736;0.003171;0.002945;0.002736
0.003501;0.003250;0.003017;0.003501;0.003250;0.003017
0.006099;0.005659;0.005251;0.006099;0.005659;0.005251
0.007900;0.007326;0.006794;0.007900;0.007326;0.006794
0.006704;0.006214;0.005760;0.006704;0.006214;0.005760
0.003074;0.002848;0.002638;0.003074;0.002848;0.002638
0.001375;0.001273;0.001178;0.001375;0.001273;0.001178
0.001643;0.001521;0.001407;0.001643;0.001521;0.001407
0.000761;0.000704;0.000651;0.000761;0.000704;0.000651
0.002635;0.002435;0.002251;0.002635;0.002435;0.002251
0.005564;0.005140;0.004748;0.005564;0.005140;0.004748
0.005803;0.005358;0.004947;0.005803;0.005358;0.004947
0.004634;0.004276;0.003945;0.004634;0.004276;0.003945
0.002086;0.001924;0.001774;0.002086;0.001924;0.001774
0.002710;0.002498;0.002302;0.002710;0.002498;0.002302
0.004995;0.004601;0.004238;0.004995;0.004601;0.004238
0.004761;0.004384;0.004036;0.004761;0.004384;0.004036
0.002799;0.002576;0.002371;0.002799;0.002576;0.002371
0.003584;0.003295;0.003030;0.003584;0.003295;0.003030
0.005410;0.004972;0.004570;0.005410;0.004972;0.004570
0.004528;0.004160;0.003821;0.004528;0.004160;0.003821
0.001893;0.001738;0.001596;0.001893;0.001738;0.001596
0.002124;0.001948;0.001788;0.002124;0.001948;0.001788
0.004040;0.003705;0.003398;0.004040;0.003705;0.003398
0.004773;0.004375;0.004009;0.004773;0.004375;0.004009
0.004482;0.004106;0.003762;0.004482;0.004106;0.003762
0.002426;0.002222;0.002034;0.002426;0.002222;0.002034
0.001339;0.001225;0.001120;0.001339;0.001225;0.001120
0.003844;0.003515;0.003215;0.003844;0.003515;0.003215
0.004348;0.003975;0.003633;0.004348;0.003975;0.003633
0.002772;0.002532;0.002313;0.002772;0.002532;0.002313
0.002661;0.002429;0.002218;0.002661;0.002429;0.002218
0.003604;0.003289;0.003001;0.003604;0.003289;0.003001
0.003704;0.003378;0.003080;0.003704;0.003378;0.003080
0.005265;0.004799;0.004375;0.005265;0.004799;0.004375
0.003979;0.003625;0.003302;0.003979;0.003625;0.003302
0.001590;0.001447;0.001318;0.001590;0.001447;0.001318
0.003040;0.002766;0.002517;0.003040;0.002766;0.002517
0.006066;0.005516;0.005017;0.006066;0.005516;0.005017
0.005162;0.004692;0.004265;0.005162;0.004692;0.004265
0.001327;0.001206;0.001096;0.001327;0.001206;0.001096
0.004178;0.003794;0.003444;0.004178;0.003794;0.003444
0.006716;0.006094;0.005530;0.006716;0.006094;0.005530
0.006145;0.005574;0.005055;0.006145;0.005574;0.005055
0.004569;0.004142;0.003754;0.004569;0.004142;0.003754
0.003416;0.003095;0.002804;0.003416;0.003095;0.002804
0.002774;0.002512;0.002274;0.002774;0.002512;0.002274
0.003016;0.002729;0.002470;0.003016;0.002729;0.002470
0.002841;0.002570;0.002324;0.002841;0.002570;0.002324
0.003135;0.002834;0.002562;0.003135;0.002834;0.002562
0.004500;0.004065;0.003673;0.004500;0.004065;0.003673
0.004863;0.004392;0.003966;0.004863;0.004392;0.003966
0.005118;0.004619;0.004169;0.005118;0.004619;0.004169
0.006362;0.005738;0.005175;0.006362;0.005738;0.005175
0.006041;0.005446;0.004910;0.006041;0.005446;0.004910
0.003190;0.002874;0.002590;0.003190;0.002874;0.002590
0.002254;0.002030;0.001827;0.002254;0.002030;0.001827
0.005415;0.004873;0.004386;0.005415;0.004873;0.004386
0.007344;0.006606;0.005943;0.007344;0.006606;0.005943
0.006879;0.006184;0.005560;0.006879;0.006184;0.005560
0.006196;0.005567;0.005003;0.006196;0.005567;0.005003
0.005151;0.004626;0.004155;0.005151;0.004626;0.004155
0.002755;0.002473;0.002220;0.002755;0.002473;0.002220
0.002162;0.001940;0.001740;0.002162;0.001940;0.001740
0.001835;0.001646;0.001475;0.001835;0.001646;0.001475
0.002601;0.002330;0.002088;0.002601;0.002330;0.002088
0.003579;0.003205;0.002870;0.003579;0.003205;0.002870
0.004527;0.004052;0.003627;0.004527;0.004052;0.003627
0.004877;0.004363;0.003903;0.004877;0.004363;0.003903
0.003474;0.003106;0.002777;0.003474;0.003106;0.002777
0.003764;0.003364;0.003006;0.003764;0.003364;0.003006
0.005737;0.005124;0.004577;0.005737;0.005124;0.004577
0.005938;0.005301;0.004732;0.005938;0.005301;0.004732
0.004675;0.004171;0.003722;0.004675;0.004171;0.003722
0.003174;0.002831;0.002524;0.003174;0.002831;0.002524
0.001583;0.001411;0.001258;0.001583;0.001411;0.001258
0.000869;0.000774;0.000690;0.000869;0.000774;0.000690
0.000391;0.000348;0.000310;0.000391;0.000348;0.000310
0.001203;0.001070;0.000952;0.001203;0.001070;0.000952
0.001975;0.001756;0.001562;0.001975;0.001756;0.001562
0.002337;0.002078;0.001847;0.002337;0.002078;0.001847
0.002998;0.002663;0.002366;0.002998;0.002663;0.002366
0.004460;0.003960;0.003516;0.004460;0.003960;0.003516
0.005718;0.005074;0.004503;0.005718;0.005074;0.004503
0.005197;0.004610;0.004089;0.005197;0.004610;0.004089
0.003688;0.003269;0.002898;0.003688;0.003269;0.002898
0.002429;0.002152;0.001907;0.002429;0.002152;0.001907
0.001367;0.001211;0.001072;0.001367;0.001211;0.001072
0.001426;0.001262;0.001117;0.001426;0.001262;0.001117
0.002490;0.002203;0.001948;0.002490;0.002203;0.001948
0.002591;0.002290;0.002025;0.002591;0.002290;0.002025
0.002375;0.002099;0.001854;0.002375;0.002099;0.001854
0.002992;0.002642;0.002334;0.002992;0.002642;0.002334
0.001981;0.001748;0.001543;0.001981;0.001748;0.001543
0.001311;0.001156;0.001020;0.001311;0.001156;0.001020
0.003180;0.002803;0.002472;0.003180;0.002803;0.002472
0.002448;0.002157;0.001901;0.002448;0.002157;0.001901
0.002290;0.002017;0.001776;0.002290;0.002017;0.001776
0.003988;0.003511;0.003090;0.003988;0.003511;0.003090
0.005319;0.004680;0.004118;0.005319;0.004680;0.004118
0.005430;0.004775;0.004199;0.005430;0.004775;0.004199
0.003514;0.003089;0.002715;0.003514;0.003089;0.002715
0.002468;0.002168;0.001904;0.002468;0.002168;0.001904
0.002660;0.002335;0.002050;0.002660;0.002335;0.002050
0.001797;0.001577;0.001384;0.001797;0.001577;0.001384
0.003410;0.002990;0.002622;0.003410;0.002990;0.002622
0.004006;0.003512;0.003078;0.004006;0.003512;0.003078
0.002679;0.002348;0.002057;0.002679;0.002348;0.002057
0.002583;0.002262;0.001980;0.002583;0.002262;0.001980
0.002723;0.002383;0.002086;0.002723;0.002383;0.002086
0.002039;0.001784;0.001560;0.002039;0.001784;0.001560
0.001955;0.001709;0.001494;0.001955;0.001709;0.001494
0.002716;0.002373;0.002074;0.002716;0.002373;0.002074
0.002003;0.001750;0.001528;0.002003;0.001750;0.001528
0.000452;0.000394;0.000344;0.000452;0.000394;0.000344
0.000511;0.000446;0.000389;0.000511;0.000446;0.000389
0.001377;0.001200;0.001046;0.001377;0.001200;0.001046
0.001979;0.001725;0.001503;0.001979;0.001725;0.001503
0.001877;0.001635;0.001424;0.001877;0.001635;0.001424
0.002967;0.002582;0.002248;0.002967;0.002582;0.002248
0.003966;0.003450;0.003002;0.003966;0.003450;0.003002
0.005123;0.004455;0.003874;0.005123;0.004455;0.003874
0.006080;0.005284;0.004593;0.006080;0.005284;0.004593
0.006949;0.006037;0.005244;0.006949;0.006037;0.005244
0.007198;0.006250;0.005426;0.007198;0.006250;0.005426
0.006624;0.005748;0.004988;0.006624;0.005748;0.004988
0.005705;0.004948;0.004292;0.005705;0.004948;0.004292
0.003621;0.003139;0.002721;0.003621;0.003139;0.002721
0.004393;0.003806;0.003298;0.004393;0.003806;0.003298
