1993   6   1993    6.23869e+8  1.72102e+08    5.16306e+08 
1993   11   1993   1.24004e+09  3.4208e+08    1.02624e+09  
1994   6   1994    2.39424e+09   6.60481e+08   1.98144e+09 
1994  11   1994   4.21899e+09  1.16386e+09   3.49158e+09 
1995  6   1995   7.67126e+09   2.11621e+09     6.34863e+09 
1995 11   1995  1.05667e+10  2.91495e+09    8.74486e+09 























































  
