0;16;1;0.000000;194.467664;0.005377;0.947618;R;Double;Float
1;16;1;0.000000;194.467664;0.001654;0.291559;K;Double;Float
2;16;1;0.000000;194.467664;0.528374;93.117343;W;Double;Float
0;32;1;0.000000;-nan;0.005326;0.983678;R;Double;Float
1;32;1;0.000000;-nan;0.000956;0.176613;K;Double;Float
2;32;1;0.000000;-nan;0.415622;76.758874;W;Double;Float
0;64;1;0.000000;97.135330;0.004419;0.890823;R;Double;Float
1;64;1;0.000000;97.135330;0.000532;0.107226;K;Double;Float
2;64;1;0.000000;97.135330;0.278224;56.085868;W;Double;Float
0;128;1;0.000000;97.097326;0.007070;2.850440;R;Double;Float
1;128;1;0.000000;97.097326;0.000329;0.132458;K;Double;Float
2;128;1;0.000000;97.097326;0.144696;58.337028;W;Double;Float
0;16;2;0.000000;137.702933;0.006290;1.108460;R;Double;Float
1;16;2;0.000000;137.702933;0.001030;0.181515;K;Double;Float
2;16;2;0.000000;137.702933;0.449922;79.291401;W;Double;Float
0;32;2;0.000000;-nan;0.005778;1.067119;R;Double;Float
1;32;2;0.000000;-nan;0.000541;0.099997;K;Double;Float
2;32;2;0.000000;-nan;0.369722;68.281853;W;Double;Float
0;64;2;0.000000;68.726769;0.005377;1.083934;R;Double;Float
1;64;2;0.000000;68.726769;0.000300;0.060462;K;Double;Float
2;64;2;0.000000;68.726769;0.271070;54.643731;W;Double;Float
0;128;2;0.000000;68.793924;0.007812;3.149672;R;Double;Float
1;128;2;0.000000;68.793924;0.000327;0.131977;K;Double;Float
2;128;2;0.000000;68.793924;0.308660;124.442547;W;Double;Float
0;16;4;0.000000;97.261215;0.005235;0.922659;R;Double;Float
1;16;4;0.000000;97.261215;0.000659;0.116136;K;Double;Float
2;16;4;0.000000;97.261215;0.408421;71.977563;W;Double;Float
0;32;4;0.000000;-nan;0.005096;0.941231;R;Double;Float
1;32;4;0.000000;-nan;0.000345;0.063670;K;Double;Float
2;32;4;0.000000;-nan;0.333396;61.572898;W;Double;Float
0;64;4;0.000000;48.468301;0.008946;1.803417;R;Double;Float
1;64;4;0.000000;48.468301;0.000208;0.041958;K;Double;Float
2;64;4;0.000000;48.468301;0.257748;51.958190;W;Double;Float
0;128;4;0.000000;48.586678;0.007694;3.101898;R;Double;Float
1;128;4;0.000000;48.586678;0.000204;0.082185;K;Double;Float
2;128;4;0.000000;48.586678;0.226984;91.513017;W;Double;Float
0;16;8;0.000000;69.153472;0.006028;1.062409;R;Double;Float
1;16;8;0.000000;69.153472;0.000481;0.084791;K;Double;Float
2;16;8;0.000000;69.153472;0.401491;70.756244;W;Double;Float
0;32;8;0.000000;-nan;0.006242;1.152761;R;Double;Float
1;32;8;0.000000;-nan;0.000268;0.049536;K;Double;Float
2;32;8;0.000000;-nan;0.328060;60.587503;W;Double;Float
0;64;8;0.000000;34.662423;0.006414;1.292954;R;Double;Float
1;64;8;0.000000;34.662423;0.000148;0.029798;K;Double;Float
2;64;8;0.000000;34.662423;0.266970;53.817215;W;Double;Float
0;128;8;0.000000;34.547540;0.007438;2.998662;R;Double;Float
1;128;8;0.000000;34.547540;0.000234;0.094393;K;Double;Float
2;128;8;0.000000;34.547540;0.236645;95.408029;W;Double;Float
0;16;16;0.000000;48.971198;0.005687;1.002156;R;Double;Float
1;16;16;0.000000;48.971198;0.000393;0.069287;K;Double;Float
2;16;16;0.000000;48.971198;0.358054;63.101183;W;Double;Float
0;32;16;0.000000;-nan;0.005156;0.952151;R;Double;Float
1;32;16;0.000000;-nan;0.000208;0.038440;K;Double;Float
2;32;16;0.000000;-nan;0.318130;58.753477;W;Double;Float
0;64;16;0.000000;24.552164;0.004689;0.945180;R;Double;Float
1;64;16;0.000000;24.552164;0.000167;0.033643;K;Double;Float
2;64;16;0.000000;24.552164;0.225692;45.496063;W;Double;Float
0;128;16;0.000000;24.401539;0.007886;3.179566;R;Double;Float
1;128;16;0.000000;24.401539;0.000170;0.068440;K;Double;Float
2;128;16;0.000000;24.401539;0.247248;99.683112;W;Double;Float
