0;16;1;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.023707;4.178039;R;Float;Float
1;16;1;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.008200;1.445061;K;Float;Float
2;16;1;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;2.411909;425.059406;W;Float;Float
0;32;1;0.000000;489.551192;0.021190;3.913443;R;Float;Float
1;32;1;0.000000;489.551192;0.004041;0.746389;K;Float;Float
2;32;1;0.000000;489.551192;1.986891;366.947193;W;Float;Float
0;64;1;0.000000;190.757833;0.020013;4.034342;R;Float;Float
1;64;1;0.000000;190.757833;0.002037;0.410687;K;Float;Float
2;64;1;0.000000;190.757833;1.752903;353.359174;W;Float;Float
0;128;1;0.000000;137.420414;0.024236;9.771124;R;Float;Float
1;128;1;0.000000;137.420414;0.001125;0.453702;K;Float;Float
2;128;1;0.000000;137.420414;1.518402;612.174516;W;Float;Float
0;16;2;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.024302;4.282915;R;Float;Float
1;16;2;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.004641;0.817910;K;Float;Float
2;16;2;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;2.133845;376.055261;W;Float;Float
0;32;2;0.000000;310.652667;0.020929;3.865228;R;Float;Float
1;32;2;0.000000;310.652667;0.002259;0.417248;K;Float;Float
2;32;2;0.000000;310.652667;1.660741;306.712520;W;Float;Float
0;64;2;0.000000;136.015438;0.021500;4.334006;R;Float;Float
1;64;2;0.000000;136.015438;0.001206;0.243096;K;Float;Float
2;64;2;0.000000;136.015438;1.527821;307.985958;W;Float;Float
0;128;2;0.000000;97.255673;0.020861;8.410403;R;Float;Float
1;128;2;0.000000;97.255673;0.000578;0.233003;K;Float;Float
2;128;2;0.000000;97.255673;1.346088;542.702852;W;Float;Float
0;16;4;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.022411;3.949549;R;Float;Float
1;16;4;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.002755;0.485511;K;Float;Float
2;16;4;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;1.954174;344.391222;W;Float;Float
0;32;4;0.000000;231.571230;0.022082;4.078256;R;Float;Float
1;32;4;0.000000;231.571230;0.001362;0.251556;K;Float;Float
2;32;4;0.000000;231.571230;1.557258;287.600815;W;Float;Float
0;64;4;0.000000;97.652760;0.020422;4.116720;R;Float;Float
1;64;4;0.000000;97.652760;0.000726;0.146300;K;Float;Float
2;64;4;0.000000;97.652760;1.324730;267.045803;W;Float;Float
0;128;4;0.000000;68.585144;0.021527;8.678972;R;Float;Float
1;128;4;0.000000;68.585144;0.000386;0.155816;K;Float;Float
2;128;4;0.000000;68.585144;1.266457;510.597962;W;Float;Float
0;16;8;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.022522;3.969213;R;Float;Float
1;16;8;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.001931;0.340257;K;Float;Float
2;16;8;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;1.851591;326.312660;W;Float;Float
0;32;8;0.000000;176.293388;0.021389;3.950254;R;Float;Float
1;32;8;0.000000;176.293388;0.000985;0.181853;K;Float;Float
2;32;8;0.000000;176.293388;1.477023;272.782684;W;Float;Float
0;64;8;0.000000;71.301103;0.020699;4.172519;R;Float;Float
1;64;8;0.000000;71.301103;0.000502;0.101122;K;Float;Float
2;64;8;0.000000;71.301103;1.294576;260.967255;W;Float;Float
0;128;8;0.000000;49.037921;0.025904;10.443699;R;Float;Float
1;128;8;0.000000;49.037921;0.000277;0.111503;K;Float;Float
2;128;8;0.000000;49.037921;1.331105;536.661984;W;Float;Float
0;16;16;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.035515;6.258866;R;Float;Float
1;16;16;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;0.001441;0.253953;K;Float;Float
2;16;16;0.000000;509260601215549374510723925714289645235786544514115538056269396686737252867375104.000000;1.831187;322.716771;W;Float;Float
0;32;16;0.000000;136.681310;0.021274;3.929031;R;Float;Float
1;32;16;0.000000;136.681310;0.000748;0.138173;K;Float;Float
2;32;16;0.000000;136.681310;1.419581;262.174023;W;Float;Float
0;64;16;0.000000;53.099590;0.021370;4.307957;R;Float;Float
1;64;16;0.000000;53.099590;0.000407;0.082041;K;Float;Float
2;64;16;0.000000;53.099590;1.220048;245.943523;W;Float;Float
0;128;16;0.000000;34.689526;0.023441;9.450745;R;Float;Float
1;128;16;0.000000;34.689526;0.000207;0.083339;K;Float;Float
2;128;16;0.000000;34.689526;1.207799;486.948750;W;Float;Float
